r0    rhos0    gamma0 
0.2445   0.9884   0.000304162
0.2495   0.98803   0.000304162
r1175000       rhos1175000       gamma1175000  
0.0015   0.999943   0.000304126
0.0035   0.999886   0.000304126
0.0055   0.999829   0.000304125
0.0075   0.999771   0.000304125
0.0095   0.999712   0.000304125
0.0115   0.999654   0.000304125
0.0135   0.999594   0.000304124
0.0155   0.999534   0.000304124
0.0175   0.999474   0.000304123
0.0195   0.999413   0.000304123
0.0215   0.999352   0.000304122
0.0235   0.99929   0.000304122
0.0255   0.999228   0.000304121
0.0275   0.999165   0.00030412
0.0295   0.999102   0.00030412
0.0315   0.999038   0.000304119
0.0335   0.998974   0.000304118
0.0355   0.998909   0.000304117
0.0375   0.998844   0.000304116
0.0395   0.998779   0.000304115
0.0415   0.998712   0.000304114
0.0435   0.998645   0.000304113
0.0455   0.998578   0.000304112
0.0475   0.99851   0.000304111
0.0495   0.998442   0.00030411
0.0545   0.998269   0.000304107
0.0595   0.998092   0.000304104
0.0645   0.997911   0.0003041
0.0695   0.997728   0.000304096
0.0745   0.99754   0.000304093
0.0795   0.997349   0.000304089
0.0845   0.997154   0.000304085
0.0895   0.996955   0.00030408
0.0945   0.996752   0.000304076
0.0995   0.996546   0.000304072
0.1045   0.996335   0.000304067
0.1095   0.99612   0.000304063
0.1145   0.9959   0.000304058
0.1195   0.995677   0.000304053
0.1245   0.995449   0.000304049
0.1295   0.995216   0.000304044
0.1345   0.994979   0.000304039
0.1395   0.994737   0.000304035
0.1445   0.994491   0.00030403
0.1495   0.994239   0.000304025
0.1545   0.993983   0.000304021
0.1595   0.993722   0.000304016
0.1645   0.993455   0.000304012
0.1695   0.993184   0.000304008
0.1745   0.992906   0.000304004
0.1795   0.992624   0.000304
0.1845   0.992336   0.000303996
0.1895   0.992042   0.000303992
0.1945   0.991743   0.000303989
0.1995   0.991438   0.000303986
0.2045   0.991126   0.000303983
0.2095   0.990809   0.00030398
0.2145   0.990485   0.000303977
0.2195   0.990156   0.000303975
0.2245   0.989819   0.000303973
0.2295   0.989477   0.000303972
0.2345   0.989127   0.00030397
0.2395   0.988771   0.000303969
0.2445   0.988407   0.000303969
0.2495   0.988037   0.000303969
r1200000       rhos1200000       gamma1200000  
0.0015   0.999943   0.000303932
0.0035   0.999886   0.000303932
0.0055   0.999829   0.000303932
0.0075   0.999771   0.000303932
0.0095   0.999713   0.000303932
0.0115   0.999654   0.000303931
0.0135   0.999594   0.000303931
0.0155   0.999535   0.000303931
0.0175   0.999474   0.00030393
0.0195   0.999414   0.00030393
0.0215   0.999352   0.000303929
0.0235   0.999291   0.000303928
0.0255   0.999229   0.000303928
0.0275   0.999166   0.000303927
0.0295   0.999103   0.000303926
0.0315   0.999039   0.000303926
0.0335   0.998975   0.000303925
0.0355   0.99891   0.000303924
0.0375   0.998845   0.000303923
0.0395   0.998779   0.000303922
0.0415   0.998713   0.000303921
0.0435   0.998646   0.00030392
0.0455   0.998579   0.000303919
0.0475   0.998511   0.000303918
0.0495   0.998443   0.000303917
0.0545   0.99827   0.000303914
0.0595   0.998093   0.00030391
0.0645   0.997913   0.000303907
0.0695   0.997729   0.000303903
0.0745   0.997542   0.000303899
0.0795   0.997351   0.000303895
0.0845   0.997156   0.000303891
0.0895   0.996957   0.000303887
0.0945   0.996754   0.000303883
0.0995   0.996548   0.000303878
0.1045   0.996337   0.000303874
0.1095   0.996122   0.000303869
0.1145   0.995903   0.000303865
0.1195   0.995679   0.00030386
0.1245   0.995452   0.000303855
0.1295   0.995219   0.000303851
0.1345   0.994982   0.000303846
0.1395   0.994741   0.000303841
0.1445   0.994494   0.000303837
0.1495   0.994243   0.000303832
0.1545   0.993987   0.000303828
0.1595   0.993726   0.000303823
0.1645   0.993459   0.000303819
0.1695   0.993188   0.000303815
0.1745   0.992911   0.000303811
0.1795   0.992629   0.000303807
0.1845   0.992341   0.000303803
0.1895   0.992047   0.000303799
0.1945   0.991748   0.000303796
0.1995   0.991443   0.000303793
0.2045   0.991132   0.00030379
0.2095   0.990815   0.000303787
0.2145   0.990491   0.000303784
0.2195   0.990162   0.000303782
0.2245   0.989826   0.00030378
0.2295   0.989483   0.000303779
0.2345   0.989134   0.000303777
0.2395   0.988778   0.000303776
0.2445   0.988415   0.000303776
0.2495   0.988045   0.000303776
r1225000       rhos1225000       gamma1225000  
0.0015   0.999943   0.000303739
0.0035   0.999886   0.000303739
0.0055   0.999829   0.000303739
0.0075   0.999771   0.000303739
0.0095   0.999713   0.000303739
0.0115   0.999654   0.000303738
0.0135   0.999595   0.000303738
0.0155   0.999535   0.000303737
0.0175   0.999475   0.000303737
0.0195   0.999414   0.000303736
0.0215   0.999353   0.000303736
0.0235   0.999291   0.000303735
0.0255   0.999229   0.000303735
0.0275   0.999166   0.000303734
0.0295   0.999103   0.000303733
0.0315   0.99904   0.000303732
0.0335   0.998976   0.000303732
0.0355   0.998911   0.000303731
0.0375   0.998846   0.00030373
0.0395   0.99878   0.000303729
0.0415   0.998714   0.000303728
0.0435   0.998647   0.000303727
0.0455   0.99858   0.000303726
0.0475   0.998512   0.000303725
0.0495   0.998444   0.000303723
0.0545   0.998271   0.00030372
0.0595   0.998094   0.000303717
0.0645   0.997914   0.000303714
0.0695   0.997731   0.00030371
0.0745   0.997543   0.000303706
0.0795   0.997352   0.000303702
0.0845   0.997158   0.000303698
0.0895   0.996959   0.000303694
0.0945   0.996756   0.00030369
0.0995   0.99655   0.000303685
0.1045   0.996339   0.000303681
0.1095   0.996125   0.000303676
0.1145   0.995906   0.000303672
0.1195   0.995682   0.000303667
0.1245   0.995454   0.000303662
0.1295   0.995222   0.000303658
0.1345   0.994985   0.000303653
0.1395   0.994744   0.000303648
0.1445   0.994498   0.000303644
0.1495   0.994247   0.000303639
0.1545   0.993991   0.000303635
0.1595   0.99373   0.00030363
0.1645   0.993464   0.000303626
0.1695   0.993192   0.000303622
0.1745   0.992915   0.000303618
0.1795   0.992633   0.000303614
0.1845   0.992346   0.00030361
0.1895   0.992052   0.000303606
0.1945   0.991753   0.000303603
0.1995   0.991448   0.0003036
0.2045   0.991138   0.000303597
0.2095   0.990821   0.000303594
0.2145   0.990497   0.000303591
0.2195   0.990168   0.000303589
0.2245   0.989832   0.000303587
0.2295   0.98949   0.000303586
0.2345   0.989141   0.000303584
0.2395   0.988785   0.000303583
0.2445   0.988422   0.000303583
0.2495   0.988052   0.000303583
r1250000       rhos1250000       gamma1250000  
0.0015   0.999943   0.000303546
0.0035   0.999887   0.000303546
0.0055   0.999829   0.000303546
0.0075   0.999771   0.000303546
0.0095   0.999713   0.000303546
0.0115   0.999654   0.000303545
0.0135   0.999595   0.000303545
0.0155   0.999535   0.000303545
0.0175   0.999475   0.000303544
0.0195   0.999414   0.000303544
0.0215   0.999353   0.000303543
0.0235   0.999292   0.000303542
0.0255   0.99923   0.000303542
0.0275   0.999167   0.000303541
0.0295   0.999104   0.00030354
0.0315   0.99904   0.00030354
0.0335   0.998976   0.000303539
0.0355   0.998912   0.000303538
0.0375   0.998846   0.000303537
0.0395   0.998781   0.000303536
0.0415   0.998715   0.000303535
0.0435   0.998648   0.000303534
0.0455   0.998581   0.000303533
0.0475   0.998513   0.000303532
0.0495   0.998445   0.000303531
0.0545   0.998272   0.000303528
0.0595   0.998095   0.000303524
0.0645   0.997915   0.000303521
0.0695   0.997732   0.000303517
0.0745   0.997545   0.000303514
0.0795   0.997354   0.00030351
0.0845   0.997159   0.000303505
0.0895   0.996961   0.000303501
0.0945   0.996759   0.000303497
0.0995   0.996552   0.000303493
0.1045   0.996342   0.000303488
0.1095   0.996127   0.000303484
0.1145   0.995908   0.000303479
0.1195   0.995685   0.000303474
0.1245   0.995457   0.00030347
0.1295   0.995225   0.000303465
0.1345   0.994989   0.00030346
0.1395   0.994747   0.000303456
0.1445   0.994501   0.000303451
0.1495   0.99425   0.000303446
0.1545   0.993995   0.000303442
0.1595   0.993734   0.000303438
0.1645   0.993468   0.000303433
0.1695   0.993196   0.000303429
0.1745   0.99292   0.000303425
0.1795   0.992638   0.000303421
0.1845   0.99235   0.000303417
0.1895   0.992057   0.000303414
0.1945   0.991758   0.00030341
0.1995   0.991454   0.000303407
0.2045   0.991143   0.000303404
0.2095   0.990826   0.000303401
0.2145   0.990503   0.000303399
0.2195   0.990174   0.000303396
0.2245   0.989839   0.000303395
0.2295   0.989496   0.000303393
0.2345   0.989147   0.000303392
0.2395   0.988792   0.000303391
0.2445   0.988429   0.00030339
0.2495   0.98806   0.00030339
r1275000       rhos1275000       gamma1275000  
0.0015   0.999944   0.000303354
0.0035   0.999887   0.000303354
0.0055   0.999829   0.000303353
0.0075   0.999771   0.000303353
0.0095   0.999713   0.000303353
0.0115   0.999654   0.000303353
0.0135   0.999595   0.000303352
0.0155   0.999536   0.000303352
0.0175   0.999475   0.000303352
0.0195   0.999415   0.000303351
0.0215   0.999354   0.00030335
0.0235   0.999292   0.00030335
0.0255   0.99923   0.000303349
0.0275   0.999167   0.000303349
0.0295   0.999104   0.000303348
0.0315   0.999041   0.000303347
0.0335   0.998977   0.000303346
0.0355   0.998912   0.000303345
0.0375   0.998847   0.000303344
0.0395   0.998782   0.000303343
0.0415   0.998715   0.000303342
0.0435   0.998649   0.000303341
0.0455   0.998582   0.00030334
0.0475   0.998514   0.000303339
0.0495   0.998446   0.000303338
0.0545   0.998273   0.000303335
0.0595   0.998097   0.000303332
0.0645   0.997917   0.000303328
0.0695   0.997733   0.000303325
0.0745   0.997546   0.000303321
0.0795   0.997356   0.000303317
0.0845   0.997161   0.000303313
0.0895   0.996963   0.000303309
0.0945   0.996761   0.000303304
0.0995   0.996554   0.0003033
0.1045   0.996344   0.000303296
0.1095   0.996129   0.000303291
0.1145   0.995911   0.000303286
0.1195   0.995688   0.000303282
0.1245   0.99546   0.000303277
0.1295   0.995228   0.000303272
0.1345   0.994992   0.000303268
0.1395   0.994751   0.000303263
0.1445   0.994505   0.000303259
0.1495   0.994254   0.000303254
0.1545   0.993998   0.000303249
0.1595   0.993738   0.000303245
0.1645   0.993472   0.000303241
0.1695   0.993201   0.000303236
0.1745   0.992924   0.000303232
0.1795   0.992643   0.000303228
0.1845   0.992355   0.000303225
0.1895   0.992062   0.000303221
0.1945   0.991764   0.000303218
0.1995   0.991459   0.000303214
0.2045   0.991149   0.000303211
0.2095   0.990832   0.000303209
0.2145   0.990509   0.000303206
0.2195   0.99018   0.000303204
0.2245   0.989845   0.000303202
0.2295   0.989503   0.000303201
0.2345   0.989154   0.000303199
0.2395   0.988799   0.000303198
0.2445   0.988436   0.000303198
0.2495   0.988067   0.000303198
r1300000       rhos1300000       gamma1300000  
0.0015   0.999944   0.000303161
0.0035   0.999887   0.000303161
0.0055   0.999829   0.000303161
0.0075   0.999772   0.000303161
0.0095   0.999713   0.000303161
0.0115   0.999655   0.00030316
0.0135   0.999595   0.00030316
0.0155   0.999536   0.00030316
0.0175   0.999476   0.000303159
0.0195   0.999415   0.000303159
0.0215   0.999354   0.000303158
0.0235   0.999293   0.000303157
0.0255   0.999231   0.000303157
0.0275   0.999168   0.000303156
0.0295   0.999105   0.000303155
0.0315   0.999041   0.000303155
0.0335   0.998977   0.000303154
0.0355   0.998913   0.000303153
0.0375   0.998848   0.000303152
0.0395   0.998782   0.000303151
0.0415   0.998716   0.00030315
0.0435   0.99865   0.000303149
0.0455   0.998583   0.000303148
0.0475   0.998515   0.000303147
0.0495   0.998447   0.000303146
0.0545   0.998274   0.000303143
0.0595   0.998098   0.000303139
0.0645   0.997918   0.000303136
0.0695   0.997735   0.000303132
0.0745   0.997548   0.000303129
0.0795   0.997357   0.000303125
0.0845   0.997163   0.000303121
0.0895   0.996965   0.000303116
0.0945   0.996763   0.000303112
0.0995   0.996556   0.000303108
0.1045   0.996346   0.000303103
0.1095   0.996132   0.000303099
0.1145   0.995913   0.000303094
0.1195   0.99569   0.000303089
0.1245   0.995463   0.000303085
0.1295   0.995231   0.00030308
0.1345   0.994995   0.000303075
0.1395   0.994754   0.000303071
0.1445   0.994508   0.000303066
0.1495   0.994258   0.000303062
0.1545   0.994002   0.000303057
0.1595   0.993742   0.000303053
0.1645   0.993476   0.000303048
0.1695   0.993205   0.000303044
0.1745   0.992929   0.00030304
0.1795   0.992647   0.000303036
0.1845   0.99236   0.000303032
0.1895   0.992067   0.000303029
0.1945   0.991769   0.000303025
0.1995   0.991465   0.000303022
0.2045   0.991154   0.000303019
0.2095   0.990838   0.000303017
0.2145   0.990515   0.000303014
0.2195   0.990187   0.000303012
0.2245   0.989851   0.00030301
0.2295   0.98951   0.000303008
0.2345   0.989161   0.000303007
0.2395   0.988806   0.000303006
0.2445   0.988444   0.000303006
0.2495   0.988075   0.000303005
r1325000       rhos1325000       gamma1325000  
0.0015   0.999944   0.000302969
0.0035   0.999887   0.000302969
0.0055   0.999829   0.000302969
0.0075   0.999772   0.000302969
0.0095   0.999714   0.000302969
0.0115   0.999655   0.000302968
0.0135   0.999596   0.000302968
0.0155   0.999536   0.000302967
0.0175   0.999476   0.000302967
0.0195   0.999416   0.000302967
0.0215   0.999354   0.000302966
0.0235   0.999293   0.000302965
0.0255   0.999231   0.000302965
0.0275   0.999169   0.000302964
0.0295   0.999106   0.000302963
0.0315   0.999042   0.000302962
0.0335   0.998978   0.000302962
0.0355   0.998914   0.000302961
0.0375   0.998849   0.00030296
0.0395   0.998783   0.000302959
0.0415   0.998717   0.000302958
0.0435   0.998651   0.000302957
0.0455   0.998584   0.000302956
0.0475   0.998516   0.000302955
0.0495   0.998448   0.000302954
0.0545   0.998275   0.000302951
0.0595   0.998099   0.000302947
0.0645   0.997919   0.000302944
0.0695   0.997736   0.00030294
0.0745   0.997549   0.000302937
0.0795   0.997359   0.000302933
0.0845   0.997165   0.000302929
0.0895   0.996967   0.000302924
0.0945   0.996765   0.00030292
0.0995   0.996559   0.000302916
0.1045   0.996349   0.000302911
0.1095   0.996134   0.000302907
0.1145   0.995916   0.000302902
0.1195   0.995693   0.000302897
0.1245   0.995466   0.000302893
0.1295   0.995234   0.000302888
0.1345   0.994998   0.000302883
0.1395   0.994757   0.000302879
0.1445   0.994512   0.000302874
0.1495   0.994261   0.00030287
0.1545   0.994006   0.000302865
0.1595   0.993745   0.000302861
0.1645   0.99348   0.000302856
0.1695   0.993209   0.000302852
0.1745   0.992933   0.000302848
0.1795   0.992652   0.000302844
0.1845   0.992365   0.00030284
0.1895   0.992072   0.000302837
0.1945   0.991774   0.000302833
0.1995   0.99147   0.00030283
0.2045   0.99116   0.000302827
0.2095   0.990844   0.000302825
0.2145   0.990521   0.000302822
0.2195   0.990193   0.00030282
0.2245   0.989858   0.000302818
0.2295   0.989516   0.000302816
0.2345   0.989168   0.000302815
0.2395   0.988813   0.000302814
0.2445   0.988451   0.000302814
0.2495   0.988082   0.000302813
r1350000       rhos1350000       gamma1350000  
0.0015   0.999944   0.000302777
0.0035   0.999887   0.000302777
0.0055   0.99983   0.000302777
0.0075   0.999772   0.000302777
0.0095   0.999714   0.000302777
0.0115   0.999655   0.000302776
0.0135   0.999596   0.000302776
0.0155   0.999536   0.000302776
0.0175   0.999476   0.000302775
0.0195   0.999416   0.000302775
0.0215   0.999355   0.000302774
0.0235   0.999293   0.000302773
0.0255   0.999231   0.000302773
0.0275   0.999169   0.000302772
0.0295   0.999106   0.000302771
0.0315   0.999043   0.000302771
0.0335   0.998979   0.00030277
0.0355   0.998914   0.000302769
0.0375   0.998849   0.000302768
0.0395   0.998784   0.000302767
0.0415   0.998718   0.000302766
0.0435   0.998651   0.000302765
0.0455   0.998584   0.000302764
0.0475   0.998517   0.000302763
0.0495   0.998449   0.000302762
0.0545   0.998276   0.000302759
0.0595   0.9981   0.000302755
0.0645   0.997921   0.000302752
0.0695   0.997738   0.000302748
0.0745   0.997551   0.000302745
0.0795   0.997361   0.000302741
0.0845   0.997167   0.000302737
0.0895   0.996969   0.000302733
0.0945   0.996767   0.000302728
0.0995   0.996561   0.000302724
0.1045   0.996351   0.000302719
0.1095   0.996137   0.000302715
0.1145   0.995918   0.00030271
0.1195   0.995696   0.000302706
0.1245   0.995469   0.000302701
0.1295   0.995237   0.000302696
0.1345   0.995001   0.000302692
0.1395   0.994761   0.000302687
0.1445   0.994515   0.000302682
0.1495   0.994265   0.000302678
0.1545   0.99401   0.000302673
0.1595   0.993749   0.000302669
0.1645   0.993484   0.000302665
0.1695   0.993214   0.000302661
0.1745   0.992938   0.000302656
0.1795   0.992656   0.000302653
0.1845   0.99237   0.000302649
0.1895   0.992077   0.000302645
0.1945   0.991779   0.000302642
0.1995   0.991475   0.000302639
0.2045   0.991165   0.000302636
0.2095   0.990849   0.000302633
0.2145   0.990527   0.00030263
0.2195   0.990199   0.000302628
0.2245   0.989864   0.000302626
0.2295   0.989523   0.000302625
0.2345   0.989175   0.000302623
0.2395   0.98882   0.000302622
0.2445   0.988458   0.000302622
0.2495   0.988089   0.000302622
r1375000       rhos1375000       gamma1375000  
0.0015   0.999944   0.000302586
0.0035   0.999887   0.000302586
0.0055   0.99983   0.000302585
0.0075   0.999772   0.000302585
0.0095   0.999714   0.000302585
0.0115   0.999655   0.000302585
0.0135   0.999596   0.000302584
0.0155   0.999537   0.000302584
0.0175   0.999477   0.000302583
0.0195   0.999416   0.000302583
0.0215   0.999355   0.000302582
0.0235   0.999294   0.000302582
0.0255   0.999232   0.000302581
0.0275   0.99917   0.00030258
0.0295   0.999107   0.00030258
0.0315   0.999043   0.000302579
0.0335   0.998979   0.000302578
0.0355   0.998915   0.000302577
0.0375   0.99885   0.000302576
0.0395   0.998785   0.000302575
0.0415   0.998719   0.000302574
0.0435   0.998652   0.000302573
0.0455   0.998585   0.000302572
0.0475   0.998518   0.000302571
0.0495   0.99845   0.00030257
0.0545   0.998277   0.000302567
0.0595   0.998101   0.000302564
0.0645   0.997922   0.00030256
0.0695   0.997739   0.000302557
0.0745   0.997553   0.000302553
0.0795   0.997362   0.000302549
0.0845   0.997168   0.000302545
0.0895   0.99697   0.000302541
0.0945   0.996769   0.000302537
0.0995   0.996563   0.000302532
0.1045   0.996353   0.000302528
0.1095   0.996139   0.000302523
0.1145   0.995921   0.000302519
0.1195   0.995699   0.000302514
0.1245   0.995472   0.000302509
0.1295   0.99524   0.000302505
0.1345   0.995004   0.0003025
0.1395   0.994764   0.000302496
0.1445   0.994519   0.000302491
0.1495   0.994268   0.000302486
0.1545   0.994013   0.000302482
0.1595   0.993753   0.000302478
0.1645   0.993488   0.000302473
0.1695   0.993218   0.000302469
0.1745   0.992942   0.000302465
0.1795   0.992661   0.000302461
0.1845   0.992374   0.000302457
0.1895   0.992082   0.000302454
0.1945   0.991784   0.00030245
0.1995   0.991481   0.000302447
0.2045   0.991171   0.000302444
0.2095   0.990855   0.000302441
0.2145   0.990533   0.000302439
0.2195   0.990205   0.000302437
0.2245   0.98987   0.000302435
0.2295   0.989529   0.000302433
0.2345   0.989181   0.000302432
0.2395   0.988827   0.000302431
0.2445   0.988465   0.00030243
0.2495   0.988097   0.00030243
r1400000       rhos1400000       gamma1400000  
0.0015   0.999944   0.000302394
0.0035   0.999887   0.000302394
0.0055   0.99983   0.000302394
0.0075   0.999772   0.000302394
0.0095   0.999714   0.000302394
0.0115   0.999656   0.000302393
0.0135   0.999596   0.000302393
0.0155   0.999537   0.000302393
0.0175   0.999477   0.000302392
0.0195   0.999417   0.000302392
0.0215   0.999356   0.000302391
0.0235   0.999294   0.00030239
0.0255   0.999232   0.00030239
0.0275   0.99917   0.000302389
0.0295   0.999107   0.000302388
0.0315   0.999044   0.000302388
0.0335   0.99898   0.000302387
0.0355   0.998916   0.000302386
0.0375   0.998851   0.000302385
0.0395   0.998785   0.000302384
0.0415   0.99872   0.000302383
0.0435   0.998653   0.000302382
0.0455   0.998586   0.000302381
0.0475   0.998519   0.00030238
0.0495   0.998451   0.000302379
0.0545   0.998278   0.000302376
0.0595   0.998103   0.000302372
0.0645   0.997923   0.000302369
0.0695   0.997741   0.000302365
0.0745   0.997554   0.000302362
0.0795   0.997364   0.000302358
0.0845   0.99717   0.000302354
0.0895   0.996972   0.00030235
0.0945   0.996771   0.000302345
0.0995   0.996565   0.000302341
0.1045   0.996355   0.000302336
0.1095   0.996142   0.000302332
0.1145   0.995924   0.000302327
0.1195   0.995701   0.000302323
0.1245   0.995475   0.000302318
0.1295   0.995243   0.000302313
0.1345   0.995008   0.000302309
0.1395   0.994767   0.000302304
0.1445   0.994522   0.0003023
0.1495   0.994272   0.000302295
0.1545   0.994017   0.000302291
0.1595   0.993757   0.000302286
0.1645   0.993492   0.000302282
0.1695   0.993222   0.000302278
0.1745   0.992947   0.000302274
0.1795   0.992666   0.00030227
0.1845   0.992379   0.000302266
0.1895   0.992087   0.000302262
0.1945   0.991789   0.000302259
0.1995   0.991486   0.000302256
0.2045   0.991176   0.000302253
0.2095   0.990861   0.00030225
0.2145   0.990539   0.000302248
0.2195   0.990211   0.000302245
0.2245   0.989877   0.000302244
0.2295   0.989536   0.000302242
0.2345   0.989188   0.000302241
0.2395   0.988834   0.00030224
0.2445   0.988473   0.000302239
0.2495   0.988104   0.000302239
r1425000       rhos1425000       gamma1425000  
0.0015   0.999944   0.000302203
0.0035   0.999887   0.000302203
0.0055   0.99983   0.000302203
0.0075   0.999772   0.000302203
0.0095   0.999714   0.000302202
0.0115   0.999656   0.000302202
0.0135   0.999597   0.000302202
0.0155   0.999537   0.000302201
0.0175   0.999477   0.000302201
0.0195   0.999417   0.0003022
0.0215   0.999356   0.0003022
0.0235   0.999295   0.000302199
0.0255   0.999233   0.000302199
0.0275   0.999171   0.000302198
0.0295   0.999108   0.000302197
0.0315   0.999045   0.000302196
0.0335   0.998981   0.000302196
0.0355   0.998916   0.000302195
0.0375   0.998852   0.000302194
0.0395   0.998786   0.000302193
0.0415   0.99872   0.000302192
0.0435   0.998654   0.000302191
0.0455   0.998587   0.00030219
0.0475   0.99852   0.000302189
0.0495   0.998452   0.000302188
0.0545   0.998279   0.000302185
0.0595   0.998104   0.000302181
0.0645   0.997925   0.000302178
0.0695   0.997742   0.000302174
0.0745   0.997556   0.000302171
0.0795   0.997366   0.000302167
0.0845   0.997172   0.000302163
0.0895   0.996974   0.000302158
0.0945   0.996773   0.000302154
0.0995   0.996567   0.00030215
0.1045   0.996358   0.000302145
0.1095   0.996144   0.000302141
0.1145   0.995926   0.000302136
0.1195   0.995704   0.000302132
0.1245   0.995477   0.000302127
0.1295   0.995246   0.000302122
0.1345   0.995011   0.000302118
0.1395   0.99477   0.000302113
0.1445   0.994525   0.000302109
0.1495   0.994276   0.000302104
0.1545   0.994021   0.0003021
0.1595   0.993761   0.000302095
0.1645   0.993496   0.000302091
0.1695   0.993226   0.000302087
0.1745   0.992951   0.000302083
0.1795   0.99267   0.000302079
0.1845   0.992384   0.000302075
0.1895   0.992092   0.000302071
0.1945   0.991795   0.000302068
0.1995   0.991491   0.000302065
0.2045   0.991182   0.000302062
0.2095   0.990867   0.000302059
0.2145   0.990545   0.000302057
0.2195   0.990217   0.000302055
0.2245   0.989883   0.000302053
0.2295   0.989542   0.000302051
0.2345   0.989195   0.00030205
0.2395   0.988841   0.000302049
0.2445   0.98848   0.000302048
0.2495   0.988112   0.000302048
r1450000       rhos1450000       gamma1450000  
0.0015   0.999944   0.000302012
0.0035   0.999887   0.000302012
0.0055   0.99983   0.000302012
0.0075   0.999772   0.000302012
0.0095   0.999714   0.000302012
0.0115   0.999656   0.000302011
0.0135   0.999597   0.000302011
0.0155   0.999538   0.00030201
0.0175   0.999478   0.00030201
0.0195   0.999417   0.000302009
0.0215   0.999357   0.000302009
0.0235   0.999295   0.000302008
0.0255   0.999233   0.000302008
0.0275   0.999171   0.000302007
0.0295   0.999108   0.000302006
0.0315   0.999045   0.000302005
0.0335   0.998981   0.000302005
0.0355   0.998917   0.000302004
0.0375   0.998852   0.000302003
0.0395   0.998787   0.000302002
0.0415   0.998721   0.000302001
0.0435   0.998655   0.000302
0.0455   0.998588   0.000301999
0.0475   0.998521   0.000301998
0.0495   0.998453   0.000301997
0.0545   0.998281   0.000301994
0.0595   0.998105   0.00030199
0.0645   0.997926   0.000301987
0.0695   0.997743   0.000301983
0.0745   0.997557   0.00030198
0.0795   0.997367   0.000301976
0.0845   0.997174   0.000301972
0.0895   0.996976   0.000301968
0.0945   0.996775   0.000301963
0.0995   0.996569   0.000301959
0.1045   0.99636   0.000301955
0.1095   0.996146   0.00030195
0.1145   0.995929   0.000301945
0.1195   0.995707   0.000301941
0.1245   0.99548   0.000301936
0.1295   0.995249   0.000301932
0.1345   0.995014   0.000301927
0.1395   0.994774   0.000301922
0.1445   0.994529   0.000301918
0.1495   0.994279   0.000301913
0.1545   0.994025   0.000301909
0.1595   0.993765   0.000301904
0.1645   0.9935   0.0003019
0.1695   0.993231   0.000301896
0.1745   0.992955   0.000301892
0.1795   0.992675   0.000301888
0.1845   0.992389   0.000301884
0.1895   0.992097   0.000301881
0.1945   0.9918   0.000301877
0.1995   0.991497   0.000301874
0.2045   0.991187   0.000301871
0.2095   0.990872   0.000301868
0.2145   0.990551   0.000301866
0.2195   0.990223   0.000301864
0.2245   0.989889   0.000301862
0.2295   0.989549   0.00030186
0.2345   0.989202   0.000301859
0.2395   0.988848   0.000301858
0.2445   0.988487   0.000301858
0.2495   0.988119   0.000301857
r1475000       rhos1475000       gamma1475000  
0.0015   0.999944   0.000301821
0.0035   0.999887   0.000301821
0.0055   0.99983   0.000301821
0.0075   0.999773   0.000301821
0.0095   0.999715   0.000301821
0.0115   0.999656   0.000301821
0.0135   0.999597   0.00030182
0.0155   0.999538   0.00030182
0.0175   0.999478   0.000301819
0.0195   0.999418   0.000301819
0.0215   0.999357   0.000301818
0.0235   0.999296   0.000301818
0.0255   0.999234   0.000301817
0.0275   0.999172   0.000301816
0.0295   0.999109   0.000301816
0.0315   0.999046   0.000301815
0.0335   0.998982   0.000301814
0.0355   0.998918   0.000301813
0.0375   0.998853   0.000301812
0.0395   0.998788   0.000301811
0.0415   0.998722   0.00030181
0.0435   0.998656   0.000301809
0.0455   0.998589   0.000301808
0.0475   0.998522   0.000301807
0.0495   0.998454   0.000301806
0.0545   0.998282   0.000301803
0.0595   0.998106   0.0003018
0.0645   0.997927   0.000301796
0.0695   0.997745   0.000301793
0.0745   0.997559   0.000301789
0.0795   0.997369   0.000301785
0.0845   0.997175   0.000301781
0.0895   0.996978   0.000301777
0.0945   0.996777   0.000301773
0.0995   0.996572   0.000301768
0.1045   0.996362   0.000301764
0.1095   0.996149   0.000301759
0.1145   0.995931   0.000301755
0.1195   0.995709   0.00030175
0.1245   0.995483   0.000301746
0.1295   0.995252   0.000301741
0.1345   0.995017   0.000301736
0.1395   0.994777   0.000301732
0.1445   0.994532   0.000301727
0.1495   0.994283   0.000301723
0.1545   0.994028   0.000301718
0.1595   0.993769   0.000301714
0.1645   0.993505   0.00030171
0.1695   0.993235   0.000301705
0.1745   0.99296   0.000301701
0.1795   0.992679   0.000301697
0.1845   0.992394   0.000301694
0.1895   0.992102   0.00030169
0.1945   0.991805   0.000301687
0.1995   0.991502   0.000301684
0.2045   0.991193   0.000301681
0.2095   0.990878   0.000301678
0.2145   0.990557   0.000301675
0.2195   0.990229   0.000301673
0.2245   0.989896   0.000301671
0.2295   0.989555   0.00030167
0.2345   0.989208   0.000301668
0.2395   0.988855   0.000301668
0.2445   0.988494   0.000301667
0.2495   0.988127   0.000301667
r1500000       rhos1500000       gamma1500000  
0.0015   0.999944   0.000301631
0.0035   0.999887   0.000301631
0.0055   0.99983   0.000301631
0.0075   0.999773   0.000301631
0.0095   0.999715   0.00030163
0.0115   0.999656   0.00030163
0.0135   0.999598   0.00030163
0.0155   0.999538   0.000301629
0.0175   0.999478   0.000301629
