# Filename: 3Dvlt_constTv_2.5e-05_Op11_Cc0.40_lmax100_dl1e-05.dat
# Source: 3Dvlt_constT.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=1, N=3, Tfrac=0.999975, tempv=2.5e-05, Cc=0.4, K0c=0.575343, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, ldatamax=1000, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac/a
1	0	0.99997499999999995	2.5000000000000001e-05	                0	0.57535781359427807	0.10316541545087707	                0	                1	                1	0.10316541545087707	                1	0.71773282563508789
2	10000	0.99997499999999995	2.5000000000000001e-05	0.099999999999993927	0.51249343383191615	0.090541811162973357	-0.026232486260606418	0.89073863554638077	0.80597364713266573	0.04969039951926961	1.1051709180756408	0.66959620455371127
3	20000	0.99997499999999995	2.5000000000000001e-05	0.20000000000005924	0.47513210553281937	0.082545648528396839	-0.043617746356110716	0.82580282096918856	0.67611016550598546	0.024862271555283276	1.2214027581602422	0.63986539950411259
4	30000	0.99997499999999995	2.5000000000000001e-05	0.30000000000015925	0.45091201343248211	0.077166415234212374	-0.055507960340291325	0.78370711716874197	0.58058451207645356	0.012755522646248416	1.3498588075762181	0.62009050833736779
5	40000	0.99997499999999995	2.5000000000000001e-05	0.40000000000025926	0.43434472998303475	0.073400258192417286	-0.063814057294001428	0.75491236882605239	0.50603289382422167	0.0066587211941201707	1.4918246976416571	0.60631838027988272
6	50000	0.99997499999999995	2.5000000000000001e-05	0.50000000000035927	0.42260225653902628	0.070689258508161434	-0.069703330712656136	0.7345033760800378	0.44549881725482166	0.0035194109462118547	1.6487212707007204	0.59642946026168453
7	60000	0.99997499999999995	2.5000000000000001e-05	0.59999999999990417	0.41407243192801024	0.068698515473794464	-0.073924072129164006	0.7196781240204021	0.39496772870475438	0.0018770991693480724	1.8221188003903344	0.5891770074644882
8	70000	0.99997499999999995	2.5000000000000001e-05	0.69999999999944906	0.40776691085217476	0.067215079377391282	-0.076973010486486595	0.70871882021527133	0.35193935063948373	0.0010079288863015096	2.0137527074693669	0.58377727994173301
9	80000	0.99997499999999995	2.5000000000000001e-05	0.79999999999899396	0.40304606975127866	0.066097429434008537	-0.079188511129771239	0.70051376765605633	0.3147611255710645	0.0005439651248356249	2.2255409284902288	0.57971269945041171
10	90000	0.99997499999999995	2.5000000000000001e-05	0.89999999999853886	0.39947855532996313	0.065248224943129193	-0.080805581125241721	0.6943132532335109	0.28228670312094939	0.00029469888932002547	2.4596031111533558	0.57662847170239995
11	100000	0.99997499999999995	2.5000000000000001e-05	0.99999999999808376	0.39676408673617852	0.064598680743982895	-0.081989864021708048	0.68959537415088012	0.2536879608775236	0.0001601241205057638	2.7182818284538364	0.57427434210174744
12	110000	0.99997499999999995	2.5000000000000001e-05	1.0999999999987389	0.39468841753645367	0.064099142633374656	-0.082859435492234068	0.68598775963573499	0.22834548895385279	8.7198424873326206e-05	3.0041660239426444	0.57246986354562779
13	120000	0.99997499999999995	2.5000000000000001e-05	1.199999999999394	0.39309573256477204	0.063713154859192087	-0.083499195182842142	0.68321959531424603	0.20578178757377263	4.7567337224951435e-05	3.3201169227345355	0.57108269126782074
14	130000	0.99997499999999995	2.5000000000000001e-05	1.3000000000000491	0.3918710167460821	0.063413587767228163	-0.083970597191788288	0.6810909793647395	0.18561894582555502	2.5982765050830436e-05	3.6692966676194243	0.5700144775019037
15	140000	0.99997499999999995	2.5000000000000001e-05	1.4000000000007042	0.39092839382341416	0.063180030573160559	-0.084318354939495771	0.67945265465549587	0.16755096177999212	1.4207124416464396e-05	 4.05519996684753	0.5691913992848443
16	150000	0.99997499999999995	2.5000000000000001e-05	1.5000000000013594	0.3902031832007069	0.06299698882706356	-0.084575131864728051	0.67819220314936812	0.15132513489992924	7.7744460491352366e-06	4.4816890703441574	0.56855762040478464
17	160000	0.99997499999999995	2.5000000000000001e-05	1.6000000000020145	0.3896463539508333	0.062852609804000148	-0.084764862965390542	0.67722440669867756	0.13672924961318395	4.256927847126128e-06	4.9530324244050927	0.56807067420347979
18	170000	0.99997499999999995	2.5000000000000001e-05	1.7000000000026696	0.38922057200285343	0.062737763810571487	-0.084905129549621289	0.67648437686346952	0.12358254993170692	2.3319826743310585e-06	5.4739473917418131	0.5676981408169175
19	180000	0.99997499999999995	2.5000000000000001e-05	1.8000000000033247	0.38889733476788935	0.062645371218530463	-0.085008870056922342	0.67592257475124162	0.111729250129881	1.2779344638410508e-06	6.0496474644330593	0.56741521897632874
20	190000	0.99997499999999995	2.5000000000000001e-05	1.9000000000039798	0.38865486548228323	0.062569902663606417	-0.085085620007307752	0.67550115128244159	0.10103377448021299	7.0050039685606842e-07	6.6858944423058784	0.5672029296476756
21	200000	0.99997499999999995	2.5000000000000001e-05	2.000000000004635	0.38847654914457846	0.06250700340795047	-0.085142414947020309	0.67519122877249804	0.091377196184379061	3.8405630249797696e-07	7.3890560989648986	0.56704677439382867
22	210000	0.99997499999999995	2.5000000000000001e-05	2.1000000000052901	0.38834976134985116	0.062453208009922122	-0.085184450439178785	0.67497086538864948	0.082654521349881022	2.1059316882363614e-07	8.1661699126108491	0.56693572629512523
23	220000	0.99997499999999995	2.5000000000000001e-05	2.2000000000059452	0.38826498648665708	0.062405721421693011	-0.08521556588404558	0.67482352253314104	0.074772577633423085	1.1548810279482824e-07	9.0250134994877769	0.56686146746666255
24	230000	0.99997499999999995	2.5000000000000001e-05	2.3000000000066003	0.38821515187372146	0.062362249357253645	-0.085238600007608203	0.67473690754024773	0.067648342166639078	6.3337063047223341e-08	9.9741824548805535	0.56681781164187628
25	240000	0.99997499999999995	2.5000000000000001e-05	2.4000000000072554	0.38819512495763903	0.062320865397020565	-0.085255652526959796	0.67470209978130313	0.061207593571784701	3.4737050175325363e-08	11.02317638072158	0.56680026714911447
26	250000	0.99997499999999995	2.5000000000000001e-05	2.5000000000079106	0.38820133500985576	0.062279905534641473	-0.085268277025297323	0.67471289315556526	0.055383806905763229	1.9051567622777062e-08	12.182493960799844	0.56680570747708514
27	260000	0.99997499999999995	2.5000000000000001e-05	2.6000000000085657	0.38823149093594067	0.062237883178109583	-0.085277623276942147	0.67476530562893811	0.050117233703520558	1.0448667168269422e-08	13.463738035117016	0.56683212513812875
28	270000	0.99997499999999995	2.5000000000000001e-05	2.7000000000092208	0.38828437417246742	0.062193419282165201	-0.085284542360660368	0.67485721927863096	0.04535412544732393	5.7302533977097532e-09	14.879731725010037	0.56687845074765519
29	280000	0.99997499999999995	2.5000000000000001e-05	2.8000000000098759	0.38835969106426604	0.062145183504110517	-0.085289664342217242	0.6749881237176063	0.041046070074140649	3.1423906851797786e-09	16.444646771259457	0.56694442383784494
