# Filename: 3Dvlt_constTv_5e-05_Op11_Cc0.40_lmax100_dl1e-05.dat
# Source: 3Dvlt_constT.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=1, N=3, Tfrac=0.99995, tempv=5e-05, Cc=0.4, K0c=0.575343, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, ldatamax=1000, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac/a
1	0	0.99995000000000001	5.0000000000000002e-05	                0	0.57537219825885111	0.10315955702045897	                0	                1	                1	0.10315955702045897	                1	0.71774359211196415
2	10000	0.99995000000000001	5.0000000000000002e-05	0.099999999999993927	0.51250996762640244	0.09053560433798663	-0.026230859159367553	0.89074510234822313	0.80597949853694761	0.049686993141493697	1.1051709180756408	0.66960916576711071
3	20000	0.99995000000000001	5.0000000000000002e-05	0.20000000000005924	0.47515074553170439	0.082538807771665251	-0.043614814708304667	0.82581457180164508	0.67611978627389191	0.024860211158950624	1.2214027581602422	0.63988046099536533
4	30000	0.99995000000000001	5.0000000000000002e-05	0.30000000000015925	0.45093301014176423	0.077158718977424892	-0.055503951778540318	0.78372401639555134	0.58059703133158935	0.012754250463557978	1.3498588075762181	0.62010783287762361
5	40000	0.99995000000000001	5.0000000000000002e-05	0.40000000000025926	0.43436845918295142	0.073391498251724793	-0.063809145617361382	0.75493473702310465	0.50604788767509956	0.0066579265102296127	1.4918246976416571	0.60633825476003556
6	50000	0.99995000000000001	5.0000000000000002e-05	0.50000000000035927	0.42262918187239601	0.07067921851868525	-0.069697654737401041	0.73453180941193419	0.44551606294237467	0.0035189110845693923	1.6487212707007204	0.59645226022146502
7	60000	0.99995000000000001	5.0000000000000002e-05	0.59999999999990417	0.41410310058084121	0.06868695879852417	-0.073917745744091073	0.71971343390238429	0.39498710717885532	0.0018767833979605733	1.8221188003903344	0.58920318983653319
8	70000	0.99995000000000001	5.0000000000000002e-05	0.69999999999944906	0.40780196037405342	0.067201740371936658	-0.076966128681305382	0.70876201806085459	0.35196080205475583	0.0010077288602205053	2.0137527074693669	0.5838073864985952
9	80000	0.99995000000000001	5.0000000000000002e-05	0.79999999999899396	0.4030862400392593	0.066082005751526868	-0.079181153958685815	0.70056607055232967	0.31478462677726732	0.00054383819183023555	2.2255409284902288	0.57974736560447171
10	90000	0.99995000000000001	5.0000000000000002e-05	0.89999999999853886	0.39952470405561025	0.065230369839609059	-0.080797816508114503	0.69437610170359709	0.28231225540204768	0.0002946182452997373	2.4596031111533558	0.57666843888560904
