# Filename: 3Dvlt_constTv_7.5e-05_Op11_Cc0.40_lmax100_dl1e-05.dat
# Source: 3Dvlt_constT.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=1, N=3, Tfrac=0.999925, tempv=7.5e-05, Cc=0.4, K0c=0.575343, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, ldatamax=1000, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac/a
1	0	0.99992499999999995	7.4999999999999993e-05	                0	0.57538658364271134	0.10315369862980363	                0	                1	                1	0.10315369862980363	                1	0.71775435901952978
2	10000	0.99992499999999995	7.4999999999999993e-05	0.099999999999993927	0.51252650239927255	0.090529397646598064	-0.026229232080514277	0.89075156941359623	0.80598535017968209	0.049683586837038003	1.1051709180756408	0.66962212758021966
3	20000	0.99992499999999995	7.4999999999999993e-05	0.20000000000005924	0.47516938675255055	0.082531967272507167	-0.043611883120954098	0.8258263231379217	0.6761294074542914	0.024858150840197619	1.2214027581602422	0.63989552323762278
4	30000	0.99992499999999995	7.4999999999999993e-05	0.30000000000015925	0.45095400833867805	0.077151023148971445	-0.055499943327001672	0.78374091638309695	0.58060955115029245	0.012752978351670682	1.3498588075762181	0.62012515832263226
5	40000	0.99992499999999995	7.4999999999999993e-05	0.40000000000025926	0.43439219018006076	0.073382738977314163	-0.063804234109948663	0.75495710628143242	0.50606288223737161	0.006657131886782781	1.4918246976416571	0.60635813031109853
6	50000	0.99992499999999995	7.4999999999999993e-05	0.50000000000035927	0.42265610937501341	0.070669179527265993	-0.069691978997981144	0.7345602441739647	0.44553330949734776	0.0035184112726172586	1.6487212707007204	0.59647506143704221
7	60000	0.99992499999999995	7.4999999999999993e-05	0.59999999999990417	0.41413377185758588	0.068675403582539055	-0.073911419667808495	0.7197487456793813	0.3950064866929624	0.0018764676664461773	1.8221188003903344	0.58922937367294059
8	70000	0.99992499999999995	7.4999999999999993e-05	0.69999999999944906	0.40783701308131626	0.06718840346447022	-0.076959247263228406	0.70880521839654909	0.35198225470658057	0.0010075288656000443	2.0137527074693669	0.58383749475645763
9	80000	0.99992499999999995	7.4999999999999993e-05	0.79999999999899396	0.40312641421148071	0.066066585048119728	-0.079173797257569303	0.70061837670828231	0.31480812944813852	0.00054371128334187611	2.2255409284902288	0.57978203372849357
10	90000	0.99992499999999995	7.4999999999999993e-05	0.89999999999853886	0.39957085754113525	0.065212518926413804	-0.080790052447692953	0.69443895443563286	0.28233780941592518	0.00029453762020539072	2.4596031111533558	0.57670840834424675
11	100000	0.99992499999999995	7.4999999999999993e-05	0.99999999999808376	0.39687033482235307	0.064557314753273698	-0.081973636297180769	0.68974554865323612	0.25374320698952862	0.00016002158446625224	2.7182818284538364	0.57436660692773345
12	110000	0.99992499999999995	7.4999999999999993e-05	1.0999999999987389	0.39481091567574644	0.064051194812255227	-0.082842607649842456	0.68616635649764457	0.22840493868482176	8.713319819000478e-05	3.0041660239426444	0.57257646227659842
13	120000	0.99992499999999995	7.4999999999999993e-05	1.199999999999394	0.39323715162837491	0.063657559070521466	-0.083481851932965132	0.68343121443470634	0.20584552602798528	4.7525830198124286e-05	3.3201169227345355	0.57120595310372757
14	130000	0.99992499999999995	7.4999999999999993e-05	1.3000000000000491	0.39203445317232344	0.063349109835470416	-0.083952811164168265	0.68134097025758744	0.18568707629182504	2.5956346186817023e-05	3.6692966676194243	0.57015710610533021
15	140000	0.99992499999999995	7.4999999999999993e-05	1.4000000000007042	0.39111743801042331	0.063105240970839763	-0.084300188460850092	0.67974723278095983	0.16762360385137509	1.419030667871419e-05	 4.05519996684753	0.5693565322184938
16	150000	0.99992499999999995	7.4999999999999993e-05	1.5000000000013594	0.39042199893635121	0.062910231192399066	-0.084556638452172136	0.67853858611827722	0.15140242338725451	7.7637393064383564e-06	4.4816890703441574	0.56874889829774211
17	160000	0.99992499999999995	7.4999999999999993e-05	1.6000000000020145	0.38989977065488407	0.062751964607378974	-0.084746088590222493	0.67763097322580945	0.13681133397934486	4.2501112751251852e-06	4.9530324244050927	0.56829232115595019
18	170000	0.99992499999999995	7.4999999999999993e-05	1.7000000000026696	0.38951419184763952	0.062621006400387966	-0.084886113712111883	0.67696085192266142	0.12366959407464309	2.3276427641858734e-06	5.4739473917418131	0.56795505781215461
