# Filename: 3Dvlt_constTv_5e-05_Op11_Cc1.10_lmax100_dl1e-05.dat
# Source: 3Dvlt_constT.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=1, N=3, Tfrac=0.99995, tempv=5e-05, Cc=1.1, K0c=0.296469, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, ldatamax=1000, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac/a
1	0	0.99995000000000001	5.0000000000000002e-05	                0	0.29648376319494246	0.040003225145205622	                0	                1	                1	0.040003225145205622	                1	0.48217040302278774
2	10000	0.99995000000000001	5.0000000000000002e-05	0.099999999999993927	0.31089093692082997	0.043588622609750882	-0.011327823642659256	1.0485934662007599	0.94880660452647847	0.023921943289543328	1.1051709180756408	0.49609498525084816
3	20000	0.99995000000000001	5.0000000000000002e-05	0.20000000000005924	0.32378236152774892	0.046795030510787726	-0.020405129054903243	1.0920745137562802	0.89411498906489706	0.014094392336099153	1.2214027581602422	0.50833722263832559
4	30000	0.99995000000000001	5.0000000000000002e-05	0.30000000000015925	0.33507346585642672	0.049595358168277932	-0.027578787644078395	1.1301578954801346	0.83724156121885474	0.0081980575661598897	1.3498588075762181	0.5189004205825265
5	40000	0.99995000000000001	5.0000000000000002e-05	0.40000000000025926	0.34477367033981104	0.051991209120339624	-0.033180853025642408	1.1628753852301761	0.77949868176100134	0.0047165360804317102	1.4918246976416571	0.52786206858751883
6	50000	0.99995000000000001	5.0000000000000002e-05	0.50000000000035927	0.35296656849655078	0.054005293647705767	-0.037511789844345687	1.1905089327420268	0.72208016836954525	0.0026887652470590994	1.6487212707007204	0.53535288039010631
7	60000	0.99995000000000001	5.0000000000000002e-05	0.59999999999990417	0.35978583946207826	0.055673573588950406	-0.04083205085620692	1.2135094198244973	0.66598809010945892	0.0015212092723942731	1.8221188003903344	0.54153488649314752
8	70000	0.99995000000000001	5.0000000000000002e-05	0.69999999999944906	0.36539220411725343	0.057038487390544325	-0.043359978507244629	1.2324189364697271	0.61200113196544237	0.00085532501939158381	2.0137527074693669	0.54658230313174716
9	80000	0.99995000000000001	5.0000000000000002e-05	0.79999999999899396	0.36995462915938299	0.058143849673136912	-0.045273860895536505	1.2478073847036688	0.56067599958728298	0.00047850917526905107	2.2255409284902288	0.55066703600746636
10	90000	0.99995000000000001	5.0000000000000002e-05	0.89999999999853886	0.37363692686683658	0.059031463011399658	-0.046716287420977796	1.2602272813879685	0.51237017699047527	0.00026662038085416973	2.4596031111533558	0.55394911750203335
11	100000	0.99995000000000001	5.0000000000000002e-05	0.99999999999808376	0.37658946780113217	0.059739174055893032	-0.047799441156354636	1.2701858062747236	0.46727524459713859	0.00014807860772499782	2.7182818284538364	0.55657142047948349
