T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
0.205672	0.794328	1.0397	7.15577	5.00049	4.90884e-12	-4.12011e-11	1.76798	1	1.43101	8.6826	1.31396
0.292054	0.707946	1.3903	10.1606	5.00019	7.11483e-10	-3.81973e-08	1.24505	0.999999	2.03205	8.68263	1.31404
0.369043	0.630957	1.6243	12.8394	5.00017	7.624e-09	-1.21567e-06	0.985282	0.999968	2.56779	8.68262	1.31417
0.437659	0.562341	1.795	15.2293	5.00003	3.12638e-08	-9.83457e-06	0.830643	0.999766	3.04583	8.68232	1.31426
0.498813	0.501187	1.9265	17.3696	5.00034	8.07095e-08	-3.98122e-05	0.728335	0.99912	3.47367	8.68142	1.31425
0.553316	0.446684	2.0316	19.2945	5.00035	1.60155e-07	-0.000108089	0.655674	0.997724	3.85863	8.67992	1.31411
0.601893	0.398107	2.1181	21.0378	5.0002	2.69107e-07	-0.000228102	0.601324	0.995351	4.20738	8.67793	1.31387
0.645187	0.354813	2.191	22.6287	5.00005	4.04012e-07	-0.000406599	0.55903	0.991903	4.5257	8.6749	1.31342
0.683772	0.316228	2.2537	24.093	5.00024	5.60498e-07	-0.000644504	0.525075	0.987375	4.81836	8.66889	1.31248
0.718162	0.281838	2.3084	25.4475	5.00011	7.34638e-07	-0.000940117	0.497112	0.981805	5.0894	8.65663	1.31056
0.748811	0.251189	2.357	26.7148	5.00045	9.25173e-07	-0.00129247	0.473562	0.97521	5.34249	8.63418	1.30706
0.776128	0.223872	2.4007	27.9082	5.00041	1.13165e-06	-0.00170342	0.45331	0.967558	5.58118	8.59786	1.30145
0.800474	0.199526	2.4407	29.0471	5.0003	1.35553e-06	-0.00217804	0.435525	0.958758	5.80908	8.54513	1.29334
0.822172	0.177828	2.478	30.151	5.00026	1.59837e-06	-0.00272379	0.419577	0.948687	6.02989	8.475	1.28258
0.841511	0.158489	2.5134	31.2375	5.00018	1.86056e-06	-0.00334887	0.404977	0.937213	6.24727	8.38821	1.2693
0.858746	0.141254	2.5476	32.3243	5.00011	2.14101e-06	-0.00406029	0.391355	0.92424	6.46472	8.28697	1.25383
0.874107	0.125893	2.5812	33.4289	5.00036	2.43716e-06	-0.00486196	0.378443	0.909733	6.68529	8.17458	1.23668
0.887798	0.112202	2.6144	34.5573	5.00002	2.74188e-06	-0.00575312	0.36606	0.893749	6.91143	8.05498	1.21844
0.9	0.1	2.6476	35.7239	5.00004	3.05036e-06	-0.00672732	0.354108	0.876449	7.14472	7.93223	1.19974
0.910875	0.0891251	2.6808	36.9298	5.00014	3.35464e-06	-0.0077722	0.342551	0.85809	7.38576	7.81015	1.18115
0.920567	0.0794328	2.7139	38.1727	5.0003	3.64745e-06	-0.00887019	0.331409	0.839013	7.63407	7.69202	1.16317
0.929205	0.0707946	2.7466	39.4415	5.00007	3.92119e-06	-0.00999998	0.320733	0.819603	7.88819	7.58042	1.14619
0.936904	0.0630957	2.7788	40.7322	5.0004	4.17452e-06	-0.0111384	0.31059	0.800261	8.14579	7.47718	1.13047
0.943766	0.0562341	2.81	42.0231	5.00041	4.40184e-06	-0.0122628	0.30105	0.78136	8.40393	7.38339	1.1162
0.949881	0.0501187	2.8399	43.2986	5.0002	4.60247e-06	-0.0133524	0.292169	0.763224	8.65937	7.29953	1.10344
0.955332	0.0446684	2.8683	44.5459	5.00017	4.77854e-06	-0.0143901	0.283987	0.746107	8.90887	7.22556	1.09219
0.960189	0.0398107	2.895	45.7513	5.00045	4.93215e-06	-0.0153632	0.27652	0.730183	9.14944	7.16107	1.08237
0.964519	0.0354813	2.9197	46.8954	5.00028	5.06233e-06	-0.0162633	0.269765	0.715558	9.37854	7.1054	1.07389
0.968377	0.0316228	2.9424	47.9721	5.00009	5.17311e-06	-0.0170859	0.2637	0.702268	9.59425	7.05774	1.06663
0.971816	0.0281838	2.9632	48.9804	5.00042	5.26956e-06	-0.0178303	0.258289	0.690301	9.79524	7.0172	1.06045
0.974881	0.0251189	2.9819	49.9049	5.00009	5.34857e-06	-0.0184984	0.253487	0.679604	9.9808	6.98291	1.05523
0.977613	0.0223872	2.9988	50.7555	5.00017	5.41718e-06	-0.019094	0.249243	0.670098	10.1507	6.95402	1.05082
0.980047	0.0199526	3.0139	51.5277	5.0001	5.4747e-06	-0.019622	0.245504	0.66169	10.3053	6.92976	1.04712
0.982217	0.0177828	3.0274	52.228	5.00022	5.52435e-06	-0.0200883	0.242218	0.654278	10.4452	6.90943	1.04401
0.984151	0.0158489	3.0394	52.8585	5.00033	5.5666e-06	-0.0204989	0.239334	0.64776	10.571	6.89242	1.04141
0.985875	0.0141254	3.05	53.4218	5.00022	5.60162e-06	-0.0208596	0.236805	0.642039	10.6839	6.87819	1.03923
