T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
0.205672	0.794328	0.9529	6.56084	5.00013	9.9182e-13	-5.22693e-12	1.92815	1	1.31214	8.6826	1.31396
0.292054	0.707946	1.3036	9.3168	5.00034	2.50058e-10	-8.63103e-09	1.35785	1	1.86323	8.68263	1.31404
0.369043	0.630957	1.5376	11.7731	5.00042	3.38384e-09	-3.67479e-07	1.07457	0.99999	2.35443	8.68262	1.31417
0.437659	0.562341	1.7082	13.9631	5.00039	1.56818e-08	-3.53604e-06	0.90603	0.999911	2.7924	8.68232	1.31426
0.498813	0.501187	1.8392	15.9175	5.00002	4.35352e-08	-1.60482e-05	0.794726	0.999629	3.18349	8.68142	1.31425
0.553316	0.446684	1.9436	17.6691	5.00021	9.0693e-08	-4.72195e-05	0.715968	0.998965	3.53368	8.67992	1.31411
0.601893	0.398107	2.029	19.2444	5.00048	1.57825e-07	-0.000105727	0.657398	0.997771	3.84851	8.67793	1.31387
0.645187	0.354813	2.1002	20.6645	5.00008	2.43246e-07	-0.000197161	0.612169	0.995957	4.13284	8.6749	1.31342
0.683772	0.316228	2.1608	21.9555	5.00027	3.44754e-07	-0.000323791	0.576196	0.993493	4.39087	8.66889	1.31248
0.718162	0.281838	2.213	23.1321	5.00023	4.60228e-07	-0.000486022	0.546885	0.99038	4.6262	8.65663	1.31056
0.748811	0.251189	2.2586	24.2113	5.00021	5.8903e-07	-0.000684322	0.522505	0.986612	4.84206	8.63418	1.30706
0.776128	0.223872	2.299	25.2095	5.00041	7.31987e-07	-0.000920604	0.501837	0.982153	5.04148	8.59786	1.30145
0.800474	0.199526	2.3352	26.1388	5.00033	8.90474e-07	-0.00119869	0.483988	0.976933	5.22741	8.54513	1.29334
0.822172	0.177828	2.3682	27.0157	5.00041	1.06672e-06	-0.00152391	0.468284	0.970858	5.4027	8.475	1.28258
0.841511	0.158489	2.3987	27.8524	5.00032	1.26191e-06	-0.00190223	0.454209	0.963827	5.57012	8.38821	1.2693
0.858746	0.141254	2.4274	28.6633	5.00039	1.47669e-06	-0.00233897	0.441365	0.955754	5.73222	8.28697	1.25383
0.874107	0.125893	2.4547	29.4566	5.00009	1.70909e-06	-0.0028376	0.429453	0.946594	5.89122	8.17458	1.23668
0.887798	0.112202	2.4811	30.2446	5.00006	1.95677e-06	-0.00339852	0.41826	0.936364	6.04886	8.05498	1.21844
0.9	0.1	2.5068	31.032	5.00006	2.21468e-06	-0.0040183	0.407648	0.925148	6.20633	7.93223	1.19974
0.910875	0.0891251	2.5319	31.8208	5.00001	2.47666e-06	-0.00468941	0.39754	0.913109	6.36415	7.81015	1.18115
0.920567	0.0794328	2.5565	32.6133	5.00038	2.73731e-06	-0.00540053	0.387908	0.900467	6.52216	7.69202	1.16317
0.929205	0.0707946	2.5803	33.3988	5.00009	2.98798e-06	-0.00613749	0.378763	0.887488	6.67964	7.58042	1.14619
0.936904	0.0630957	2.6034	34.1793	5.00035	3.22639e-06	-0.00688462	0.370133	0.874453	6.83538	7.47718	1.13047
0.943766	0.0562341	2.6254	34.9395	5.00002	3.44563e-06	-0.0076262	0.362055	0.861633	6.98789	7.38339	1.1162
0.949881	0.0501187	2.6464	35.681	5.00044	3.64721e-06	-0.00834781	0.354562	0.849267	7.13557	7.29953	1.10344
0.955332	0.0446684	2.666	36.3873	5.00035	3.82633e-06	-0.00903735	0.347674	0.837547	7.27694	7.22556	1.09219
0.960189	0.0398107	2.6842	37.0556	5.00028	3.98472e-06	-0.00968558	0.341398	0.826611	7.4107	7.16107	1.08237
0.964519	0.0354813	2.7009	37.6796	5.00002	4.12264e-06	-0.0102863	0.335726	0.816544	7.5359	7.1054	1.07389
0.968377	0.0316228	2.7162	38.2605	5.00014	4.24365e-06	-0.0108362	0.330637	0.807383	7.65189	7.05774	1.06663
0.971816	0.0281838	2.73	38.7922	5.00002	4.34729e-06	-0.0113344	0.326098	0.799127	7.75841	7.0172	1.06045
0.974881	0.0251189	2.7425	39.2802	5.00037	4.4381e-06	-0.0117818	0.322069	0.791744	7.85545	6.98291	1.05523
0.977613	0.0223872	2.7536	39.7186	5.00028	4.51449e-06	-0.0121808	0.318509	0.785184	7.94327	6.95402	1.05082
0.980047	0.0199526	2.7635	40.1138	5.00027	4.58015e-06	-0.0125346	0.31537	0.779384	8.02232	6.92976	1.04712
0.982217	0.0177828	2.7723	40.4683	5.00032	4.63658e-06	-0.0128472	0.312611	0.774274	8.09314	6.90943	1.04401
0.984151	0.0158489	2.7801	40.7852	5.00041	4.68506e-06	-0.0131223	0.310187	0.769784	8.15637	6.89242	1.04141
0.985875	0.0141254	2.7869	41.0635	5.00002	4.72469e-06	-0.013364	0.308061	0.765847	8.21266	6.87819	1.03923
0.987411	0.0125893	2.793	41.3147	5.00017	4.76063e-06	-0.0135761	0.306196	0.762397	8.26267	6.86628	1.03741
0.98878	0.0112202	2.7984	41.5384	5.00039	4.79193e-06	-0.0137619	0.304561	0.759377	8.30704	6.85632	1.03588
