T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
0.205672	0.794328	1.1831	8.25913	5.00034	4.85566e-11	-8.8596e-10	1.53174	1	1.65171	8.6826	1.31396
0.292054	0.707946	1.5338	11.7285	5.0005	3.26416e-09	-3.48329e-07	1.07868	0.99999	2.34546	8.68263	1.31404
0.369043	0.630957	1.7679	14.8221	5.00031	2.53696e-08	-7.21195e-06	0.853509	0.999826	2.96423	8.68262	1.31417
0.437659	0.562341	1.9392	17.5916	5.00009	8.79632e-08	-4.51815e-05	0.719107	0.999008	3.51825	8.68232	1.31426
0.498813	0.501187	2.0722	20.094	5.00005	2.05083e-07	-0.000154602	0.629548	0.996796	4.01875	8.68142	1.31425
0.553316	0.446684	2.1802	22.3856	5.00019	3.79863e-07	-0.000373048	0.565116	0.992547	4.47695	8.67992	1.31411
0.601893	0.398107	2.2711	24.5158	5.00041	6.06554e-07	-0.000721999	0.516036	0.985913	4.90276	8.67793	1.31387
0.645187	0.354813	2.3498	26.5232	5.00043	8.7424e-07	-0.00120523	0.476982	0.976849	5.30418	8.6749	1.31342
0.683772	0.316228	2.4195	28.4378	5.00007	1.17109e-06	-0.00181501	0.444837	0.9655	5.68748	8.66889	1.31248
0.718162	0.281838	2.4826	30.2901	5.00009	1.4887e-06	-0.00254073	0.417637	0.952052	6.0579	8.65663	1.31056
0.748811	0.251189	2.5408	32.1052	5.00041	1.82186e-06	-0.00337596	0.394049	0.936618	6.42052	8.63418	1.30706
0.776128	0.223872	2.5954	33.9069	5.00033	2.16723e-06	-0.00432179	0.373105	0.919187	6.78093	8.59786	1.30145
0.800474	0.199526	2.6478	35.731	5.00039	2.52479e-06	-0.00538661	0.354062	0.899634	7.14565	8.54513	1.29334
0.822172	0.177828	2.6991	37.6119	5.00013	2.89245e-06	-0.00658356	0.336339	0.877768	7.52218	8.475	1.28258
0.841511	0.158489	2.7505	39.5957	5.00011	3.26879e-06	-0.00792688	0.319487	0.8534	7.91895	8.38821	1.2693
0.858746	0.141254	2.8029	41.7258	5.00005	3.64823e-06	-0.00942813	0.303173	0.826409	8.34507	8.28697	1.25383
0.874107	0.125893	2.8572	44.0541	5.00046	4.02548e-06	-0.0110927	0.287173	0.796798	8.81002	8.17458	1.23668
0.887798	0.112202	2.9138	46.6195	5.00032	4.38885e-06	-0.0129171	0.271363	0.764724	9.3233	8.05498	1.21844
0.9	0.1	2.9732	49.4726	5.00023	4.73173e-06	-0.0148878	0.255709	0.730514	9.89406	7.93223	1.19974
0.910875	0.0891251	3.0356	52.6581	5.00041	5.04783e-06	-0.0169808	0.240249	0.69464	10.5307	7.81015	1.18115
0.920567	0.0794328	3.1008	56.2058	5.00019	5.32902e-06	-0.0191635	0.225074	0.65769	11.2407	7.69202	1.16317
0.929205	0.0707946	3.1687	60.1547	5.00037	5.5763e-06	-0.0213968	0.210307	0.620305	12.03	7.58042	1.14619
0.936904	0.0630957	3.2387	64.5164	5.00009	5.78536e-06	-0.0236391	0.196078	0.583128	12.903	7.47718	1.13047
0.943766	0.0562341	3.3104	69.3121	5.00007	5.96154e-06	-0.0258497	0.18251	0.546754	13.8622	7.38339	1.1162
0.949881	0.0501187	3.3832	74.5462	5.00038	6.10863e-06	-0.0279915	0.169706	0.511691	14.9081	7.29953	1.10344
0.955332	0.0446684	3.4563	80.1997	5.00029	6.22663e-06	-0.0300339	0.15774	0.47834	16.039	7.22556	1.09219
0.960189	0.0398107	3.5292	86.2646	5.00049	6.32348e-06	-0.0319535	0.146656	0.44699	17.2512	7.16107	1.08237
0.964519	0.0354813	3.6011	92.6954	5.00006	6.39795e-06	-0.0337348	0.13647	0.417819	18.5389	7.1054	1.07389
0.968377	0.0316228	3.6717	99.4763	5.00028	6.4606e-06	-0.0353693	0.127173	0.390912	19.8942	7.05774	1.06663
0.971816	0.0281838	3.7403	106.54	5.00008	6.50859e-06	-0.0368551	0.118737	0.366277	21.3076	7.0172	1.06045
0.974881	0.0251189	3.8066	113.843	5.00004	6.54758e-06	-0.0381948	0.111119	0.343858	22.7684	6.98291	1.05523
0.977613	0.0223872	3.8703	121.331	5.00032	6.58061e-06	-0.0393951	0.104267	0.32356	24.2646	6.95402	1.05082
0.980047	0.0199526	3.931	128.924	5.00022	6.6053e-06	-0.0404647	0.0981244	0.305256	25.7836	6.92976	1.04712
0.982217	0.0177828	3.9886	136.568	5.00016	6.62539e-06	-0.0414139	0.0926312	0.288805	27.3126	6.90943	1.04401
0.984151	0.0158489	4.043	144.203	5.00026	6.64246e-06	-0.0422537	0.0877283	0.274057	28.839	6.89242	1.04141
0.985875	0.0141254	4.0941	151.763	5.00031	6.65622e-06	-0.042995	0.0833589	0.260863	30.3507	6.87819	1.03923
0.987411	0.0125893	4.1419	159.193	5.00036	6.66757e-06	-0.0436483	0.0794689	0.249078	31.8363	6.86628	1.03741
0.98878	0.0112202	4.1864	166.437	5.00026	6.67605e-06	-0.0442235	0.0760085	0.238562	33.2858	6.85632	1.03588
0.99	0.01	4.2277	173.455	5.00015	6.68294e-06	-0.0447296	0.0729316	0.229188	34.69	6.84797	1.0346
0.991087	0.00891251	4.2659	180.209	5.00004	6.6886e-06	-0.0451749	0.0701967	0.220835	36.0416	6.84095	1.03353
0.992057	0.00794328	4.3012	186.684	5.00034	6.69557e-06	-0.0455667	0.067766	0.213397	37.3343	6.83506	1.03262
0.992921	0.00707946	4.3336	192.832	5.00036	6.70011e-06	-0.0459116	0.0656059	0.206775	38.5636	6.83009	1.03186
0.99369	0.00630957	4.3633	198.645	5.00036	6.70384e-06	-0.0462153	0.063686	0.200879	39.7261	6.82589	1.03121
0.994377	0.00562341	4.3904	204.102	5.00006	6.70528e-06	-0.0464829	0.0619796	0.195632	40.8199	6.82233	1.03066
0.994988	0.00501187	4.4152	209.227	5.00016	6.70858e-06	-0.0467188	0.0604627	0.190961	41.844	6.81931	1.03019
0.995533	0.00446684	4.4378	214.009	5.00037	6.71207e-06	-0.046927	0.0591139	0.186804	42.7987	6.81674	1.0298
0.996019	0.00398107	4.4583	218.442	5.00038	6.71412e-06	-0.0471109	0.0579146	0.183103	43.685	6.81454	1.02946
0.996452	0.00354813	4.4769	222.543	5.00042	6.71611e-06	-0.0472733	0.0568478	0.179808	44.5048	6.81266	1.02916
0.996838	0.00316228	4.4937	226.313	5.00026	6.71663e-06	-0.0474169	0.0558989	0.176875	45.2603	6.81104	1.02891
0.997182	0.00281838	4.5089	229.779	5.00016	6.71737e-06	-0.047544	0.0550546	0.174264	45.9544	6.80965	1.0287
0.997488	0.00251189	4.5227	232.972	5.00046	6.72022e-06	-0.0476565	0.0543033	0.171939	46.5901	6.80845	1.02851
0.997761	0.00223872	4.535	235.855	5.00002	6.71861e-06	-0.0477562	0.0536347	0.169868	47.171	6.80741	1.02835
0.998005	0.00199526	4.5462	238.512	5.00022	6.72066e-06	-0.0478446	0.0530395	0.168024	47.7003	6.8065	1.02821
0.998222	0.00177828	4.5562	240.909	5.00002	6.72026e-06	-0.0479229	0.0525097	0.166382	48.1816	6.80572	1.02809
0.998415	0.00158489	4.5653	243.111	5.0004	6.72311e-06	-0.0479924	0.052038	0.164919	48.6183	6.80504	1.02798
0.998587	0.00141254	4.5734	245.088	5.00038	6.72356e-06	-0.0480541	0.051618	0.163616	49.014	6.80444	1.02789
0.998741	0.00125893	4.5806	246.859	5.00002	6.72196e-06	-0.0481089	0.0512439	0.162456	49.3717	6.80392	1.02781
0.998878	0.00112202	4.5872	248.494	5.00041	6.72467e-06	-0.0481576	0.0509108	0.161422	49.6948	6.80346	1.02774
0.999	0.001	4.593	249.94	5.00019	6.72377e-06	-0.0482009	0.0506141	0.160501	49.9861	6.80306	1.02767
0.999109	0.000891251	4.5982	251.243	5.00001	6.72311e-06	-0.0482393	0.0503498	0.15968	50.2484	6.80271	1.02762
