0.2000000	0.3380870
0.4000000	0.3581230
0.6000000	0.3732920
0.8000000	0.3850650
1.0000000	0.3949780
1.2000000	0.4044280
1.4000000	0.4146800
1.6000000	0.4269740
1.8000000	0.4426700
2.0000000	0.4634080
2.2000000	0.4913010
2.4000000	0.5291450
2.6000000	0.5806510
2.8000000	0.6506350
3.0000000	0.7450670
3.2000000	0.8708700
3.4000000	1.0354800
3.6000000	1.2464800
3.8000000	1.5118900
4.0000000	1.8410900
4.2000000	2.2459500
4.4000000	2.7418100
4.6000000	3.3480400
4.8000000	4.0886400
5.0000000	4.9929000
5.0015000	5.0003800
