0.2000000	0.8838130
0.4000000	0.7632020
0.6000000	0.6474360
0.8000000	0.5423580
1.0000000	0.4505130
1.2000000	0.3721840
1.4000000	0.3064160
1.6000000	0.2517280
1.8000000	0.2065270
2.0000000	0.1693050
2.2000000	0.1387220
2.4000000	0.1136300
2.6000000	0.0930588
2.8000000	0.0762034
3.0000000	0.0623967
3.2000000	0.0510894
3.4000000	0.0418301
3.6000000	0.0342484
3.8000000	0.0280407
4.0000000	0.0229580
4.2000000	0.0187965
4.4000000	0.0153894
4.6000000	0.0125998
4.8000000	0.0103159
5.0000000	0.0084460
5.2000000	0.0069150
5.4000000	0.0056616
5.6000000	0.0046354
5.8000000	0.0037952
6.0000000	0.0031073
6.2000000	0.0025441
6.4000000	0.0020830
6.6000000	0.0017055
6.8000000	0.0013964
7.0000000	0.0011434
7.2000000	0.0009362
7.4000000	0.0007666
7.6000000	0.0006278
7.8000000	0.0005141
8.0000000	0.0004211
8.2000000	0.0003449
8.4000000	0.0002826
8.6000000	0.0002316
8.8000000	0.0001898
9.0000000	0.0001557
9.2000000	0.0001277
9.4000000	0.0001049
9.6000000	0.0000862
9.8000000	0.0000710
10.0000000	0.0000585
10.2001000	0.0000484
10.4001000	0.0000401
10.6001000	0.0000334
10.8001000	0.0000280
11.0001000	0.0000236
11.2001000	0.0000201
11.4001000	0.0000174
11.6001000	0.0000152
11.8001000	0.0000135
12.0001000	0.0000123
12.2001000	0.0000114
12.4001000	0.0000108
12.6001000	0.0000105
12.8001000	0.0000103
13.0001000	0.0000102
13.2001000	0.0000101
13.4001000	0.0000101
13.6001000	0.0000101
13.8001000	0.0000101
14.0001000	0.0000101
14.2001000	0.0000101
14.2856000	0.0000101
