0.2000000	0.0473637
0.4000000	0.0511514
0.6000000	0.0533334
0.8000000	0.0541737
1.0000000	0.0539055
1.2000000	0.0526769
1.4000000	0.0505507
1.6000000	0.0475287
1.8000000	0.0435881
2.0000000	0.0387293
2.2000000	0.0330330
2.4000000	0.0267201
2.6000000	0.0201907
2.8000000	0.0140007
3.0000000	0.0087384
3.2000000	0.0048203
3.4000000	0.0023201
3.6000000	0.0009726
3.8000000	0.0003604
4.0000000	0.0001225
4.2000000	0.0000408
4.4000000	0.0000147
4.6000000	0.0000066
4.8000000	0.0000046
5.0000000	0.0000067
5.0015000	0.0000067
