T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr
1	0	0	2.0745e-317	0.295614	0.039797	0	6.92632e-310	2.34303e-309	inf
1	0	0.2	3.09015	0.323077	0.046634	-0.0203182	0.264513	0.894791	9.56476
1	0	0.4	3.77432	0.344239	0.0518793	-0.0330588	0.23075	0.780579	10.9642
1	0	0.6	4.60996	0.359394	0.0556056	-0.0406975	0.19724	0.667221	12.827
1	0	0.8	5.63062	0.369666	0.0581117	-0.0451357	0.166101	0.561886	15.2317
1	0	1	6.87725	0.376362	0.0597359	-0.0476606	0.138456	0.468367	18.273
1	0	1.2	8.3999	0.380616	0.0607636	-0.0490777	0.114639	0.387801	22.0692
1	0	1.4	10.2597	0.383275	0.0614039	-0.0498663	0.0945143	0.319722	26.7684
1	0	1.6	12.5312	0.384918	0.0617992	-0.0503028	0.0777136	0.262889	32.5554
1	0	1.8	15.3056	0.385927	0.0620417	-0.0505435	0.0637934	0.2158	39.6593
1	0	2	18.6943	0.386545	0.0621899	-0.0506761	0.0523132	0.176964	48.3626
1	0	2.2	22.8333	0.386922	0.0622803	-0.050749	0.0428722	0.145027	59.0127
1	0	2.4	27.8886	0.387151	0.0623354	-0.050789	0.0351216	0.118809	72.0355
1	0	2.6	34.0633	0.387291	0.062369	-0.050811	0.0287655	0.0973076	87.9526
1	0	2.8	41.605	0.387376	0.0623894	-0.0508231	0.0235564	0.0796863	107.402
1	0	3	50.8164	0.387428	0.0624018	-0.0508298	0.0192889	0.0652503	131.164
1	0	3.2	62.0673	0.387459	0.0624093	-0.0508334	0.0157937	0.0534268	160.19
1	0	3.4	75.8092	0.387479	0.0624139	-0.0508354	0.0129314	0.0437443	195.647
1	0	3.6	92.5935	0.38749	0.0624167	-0.0508365	0.0105877	0.0358159	238.957
1	0	3.8	113.094	0.387497	0.0624184	-0.0508371	0.00866861	0.0293241	291.858
1	0	4	138.133	0.387502	0.0624194	-0.0508374	0.00709734	0.0240088	356.472
1	0	4.2	168.716	0.387504	0.06242	-0.0508376	0.00581085	0.0196569	435.393
1	0	4.4	206.071	0.387506	0.0624204	-0.0508377	0.00475754	0.0160938	531.787
1	0	4.6	251.695	0.387507	0.0624206	-0.0508378	0.00389515	0.0131765	649.525
1	0	4.8	307.421	0.387507	0.0624208	-0.0508378	0.00318909	0.010788	793.331
1	0	5	375.485	0.387508	0.0624209	-0.0508378	0.00261101	0.00883248	968.975
1	0	5.2	458.619	0.387508	0.0624209	-0.0508378	0.00213771	0.00723143	1183.51
1	0	5.4	560.158	0.387508	0.062421	-0.0508378	0.00175021	0.0059206	1445.54
1	0	5.6	684.179	0.387508	0.062421	-0.0508378	0.00143295	0.00484738	1765.59
1	0	5.8	835.658	0.387508	0.062421	-0.0508378	0.0011732	0.0039687	2156.49
1	0	6	1020.67	0.387508	0.062421	-0.0508378	0.000960537	0.00324929	2633.94
1	0	6.2	1246.66	0.387508	0.062421	-0.0508378	0.000786421	0.0026603	3217.11
1	0	6.4	1522.67	0.387508	0.062421	-0.0508378	0.000643867	0.00217807	3929.38
1	0	6.6	1859.79	0.387508	0.062421	-0.0508378	0.000527154	0.00178325	4799.36
1	0	6.8	2271.55	0.387508	0.062421	-0.0508378	0.000431597	0.00146	5861.95
1	0	7	2774.48	0.387508	0.062421	-0.0508378	0.000353362	0.00119535	7159.8
1	0	7.2	3388.76	0.387508	0.062421	-0.0508378	0.000289308	0.000978668	8745
1	0	7.4	4139.04	0.387508	0.062421	-0.0508378	0.000236865	0.000801266	10681.2
1	0	7.6	5055.44	0.387508	0.062421	-0.0508378	0.000193929	0.000656021	13046
1	0	7.8	6174.72	0.387508	0.062421	-0.0508378	0.000158776	0.000537105	15934.4
1	0	8	7541.82	0.387508	0.062421	-0.0508378	0.000129995	0.000439744	19462.4
1	0	8.2	9211.6	0.387508	0.062421	-0.0508378	0.000106431	0.000360032	23771.4
1	0	8.4	11251.1	0.387508	0.062421	-0.0508378	8.71379e-05	0.000294769	29034.4
1	0	8.6	13742.1	0.387508	0.062421	-0.0508378	7.13425e-05	0.000241337	35462.7
1	0	8.8	16784.6	0.387508	0.062421	-0.0508378	5.84103e-05	0.00019759	43314.3
1	0	9	20500.8	0.387508	0.062421	-0.0508378	4.78223e-05	0.000161773	52904.2
1	0	9.2	25039.7	0.387508	0.062421	-0.0508378	3.91536e-05	0.000132448	64617.3
1	0	9.4	30583.6	0.387508	0.062421	-0.0508378	3.20563e-05	0.00010844	78923.8
1	0	9.6	37354.9	0.387508	0.062421	-0.0508378	2.62454e-05	8.87828e-05	96397.7
1	0	9.8	45625.4	0.387508	0.062421	-0.0508378	2.14879e-05	7.26892e-05	117740
1	0	10	55727	0.387508	0.062421	-0.0508378	1.75928e-05	5.95129e-05	143808
1	0	10.0001	55732.5	0.387508	0.062421	-0.0508378	1.75911e-05	5.95069e-05	143823
