# Filename: 3Dvlt_macro_cp_extra_BareValues_P01.013.dat
# Source: 3Dvlt_macro_cp_extra.c
# Source version: 1 (2011 Oct 28 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6, R=8.31447
# Parameter values: N=3, Kthresh=5, DK0=5e-07, dl=0.0001
# Parameter values: P=1.01325, Cc=1.07636, K0c=0.300595, Tc=2.16342
# P	Cc	K0c	T	T/Tc	1-T/Tc	l	K0	y0	e0	U0/kB	a0	a0(P)/a0(0)
1.01325	 1.07635638256762	0.300595480774154	0.1	0.0462231677184741	0.953776832281526	0	 6.50313458837254	9.93399286581209e-31	0	 6.90841753842891	 2.43120187813458	 1.00109897145335
1.01325	 1.07635638256762	0.300595480774154	0.15	0.0693347515777112	0.930665248422289	0	 4.33542305891503	9.95594669084203e-21	0	 6.90841753842891	 2.43127027606869	 1.00111545629444
1.01325	 1.07635638256762	0.300595480774154	0.2	0.0924463354369482	0.907553664563052	0	 3.25156729418627	9.96694179064576e-16	0	 6.90841753842891	 2.43131570832268	 1.00112793524296
1.01325	 1.07635638256762	0.300595480774154	0.25	0.115557919296185	0.884442080703815	0	 2.60125383534902	9.97354467817308e-13	0	 6.90841753842891	 2.43134344327831	 1.00113692459015
1.01325	 1.07635638256762	0.300595480774154	0.3	0.138669503155422	0.861330496844578	0	 2.16771152945751	9.97794903316431e-11	0	 6.90841753842891	 2.43135819311184	  1.0011428994831
1.01325	 1.07635638256762	0.300595480774154	0.35	0.161781087014659	0.838218912985341	0	 1.85803845382073	2.67762447859404e-09	0	 6.90841753842891	 2.43136411312494	 1.00114629381814
1.01325	 1.07635638256762	0.300595480774154	0.4	0.184892670873897	0.815107329126103	0	 1.62578364709313	3.15704637131702e-08	0	 6.90841753842891	 2.43136480132851	  1.0011475001646
1.01325	 1.07635638256762	0.300595480774154	0.45	0.208004254733134	0.791995745266866	0	 1.44514101963834	2.15126636704813e-07	0	 6.90841753842891	 2.43136329821278	 1.00114686971299
1.01325	 1.07635638256762	0.300595480774154	0.5	0.231115838592371	0.768884161407629	0	 1.30062691767451	9.98676357894449e-07	0	 6.90841753842891	 2.43136208664588	 1.00114471224243
1.01325	 1.07635638256762	0.300595480774154	0.55	0.254227422451608	0.745772577548392	0	 1.18238810697682	3.50696642423528e-06	0	 6.90841753842891	 2.43136309185228	 1.00114129610249
1.01325	 1.07635638256762	0.300595480774154	0.6	0.277339006310845	0.722660993689155	0	 1.08385576472876	9.98896843180724e-06	0	 6.90841753842891	 2.43136768143092	  1.0011368482057
1.01325	 1.07635638256762	0.300595480774154	0.65	0.300450590170082	0.699549409829918	0	 1.00048224436501	2.42199308600714e-05	0	 6.90841753842891	 2.43137666538246	 1.00113155402722
1.01325	 1.07635638256762	0.300595480774154	0.7	0.323562174029319	0.676437825970681	0	0.929019226910362	5.17457677360582e-05	0	 6.90841753842891	 2.43139029612346	 1.00112555760925
