# Filename: vlt_ThermStates_lmax100_A_Cc0.40.dat
# Source: vlt_ThermStates.c
# Source version: 6 (2011 Mar 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=82.6834044807995098836, THETA=0.6
# Parameter values: N=3, Kthresh=5, dl=0.0001, lmax=100
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	13.9836	5.00002	3.37471e-06	1.04186e-07	4.22641e-06	6.02636e-06
1	1.25893e-08	13.8292	5.00017	3.37514e-06	2.06071e-07	4.93218e-06	7.03272e-06
1	1.58489e-08	13.6747	5.00005	3.37481e-06	2.03769e-07	5.7561e-06	8.20752e-06
1	1.99526e-08	13.5202	5.00013	3.37504e-06	2.01467e-07	6.71789e-06	9.57894e-06
1	2.51189e-08	13.3657	5.00036	3.3757e-06	3.98329e-07	7.84064e-06	1.11798e-05
1	3.16228e-08	13.2111	5.00021	3.37526e-06	3.93721e-07	9.15124e-06	1.30486e-05
1	3.98107e-08	13.0565	5.00015	3.37509e-06	3.89114e-07	1.06811e-05	1.523e-05
1	5.01187e-08	12.9019	5.00017	3.37514e-06	7.69013e-07	1.2467e-05	1.77764e-05
1	6.30957e-08	12.7473	5.00024	3.37537e-06	7.59798e-07	1.45515e-05	2.07488e-05
1	7.94328e-08	12.5927	5.00037	3.37573e-06	7.50583e-07	1.69849e-05	2.42184e-05
1	1e-07	12.438	5.00003	3.37476e-06	1.48273e-06	1.98252e-05	2.82685e-05
1	1.25893e-07	12.2834	5.00023	3.37532e-06	1.4643e-06	2.31407e-05	3.2996e-05
1	1.58489e-07	12.1288	5.00045	3.37595e-06	1.44587e-06	2.70108e-05	3.85143e-05
1	1.99526e-07	11.9741	5.00018	3.37519e-06	2.85485e-06	3.15283e-05	4.49557e-05
1	2.51189e-07	11.8195	5.00043	3.37592e-06	2.81799e-06	3.68014e-05	5.24745e-05
1	3.16228e-07	11.6648	5.0002	3.37523e-06	2.78111e-06	4.29565e-05	6.1251e-05
1	3.98107e-07	11.5102	5.00047	3.37603e-06	5.48849e-06	5.01412e-05	7.14955e-05
0.999999	5.01187e-07	11.3555	5.00025	3.37539e-06	5.41472e-06	5.85276e-05	8.34536e-05
0.999999	6.30957e-07	11.2008	5.00004	3.37477e-06	5.34096e-06	6.83169e-05	9.74118e-05
0.999999	7.94328e-07	11.0462	5.00033	3.37562e-06	1.05345e-05	7.97435e-05	0.000113705
0.999999	1e-06	10.8915	5.00013	3.37503e-06	1.03869e-05	9.30814e-05	0.000132723
0.999999	1.25893e-06	10.7369	5.00043	3.3759e-06	1.02395e-05	0.00010865	0.000154922
0.999998	1.58489e-06	10.5822	5.00023	3.37532e-06	2.01839e-05	0.000126823	0.000180835
0.999998	1.99526e-06	10.4275	5.00003	3.37476e-06	1.98889e-05	0.000148036	0.000211082
0.999997	2.51189e-06	10.2729	5.00034	3.37565e-06	1.9594e-05	0.000172797	0.000246388
0.999997	3.16228e-06	10.1182	5.00015	3.37509e-06	3.85979e-05	0.000201699	0.000287599
0.999996	3.98107e-06	9.9636	5.00046	3.37599e-06	3.80081e-05	0.000235436	0.000335703
0.999995	5.01187e-06	9.8089	5.00027	3.37545e-06	3.7418e-05	0.000274816	0.000391854
0.999994	6.30957e-06	9.6542	5.00009	3.37491e-06	7.36557e-05	0.000320783	0.000457397
0.999992	7.94328e-06	9.4996	5.0004	3.37582e-06	7.24762e-05	0.000374439	0.000533902
0.99999	1e-05	9.3449	5.00022	3.3753e-06	7.12959e-05	0.00043707	0.000623204
0.999987	1.25893e-05	9.1902	5.00004	3.37478e-06	0.000140231	0.000510177	0.000727443
0.999984	1.58489e-05	9.0356	5.00037	3.37572e-06	0.000137872	0.000595512	0.000849118
0.99998	1.99526e-05	8.8809	5.0002	3.37523e-06	0.000135512	0.000695122	0.000991144
0.999975	2.51189e-05	8.7262	5.00003	3.37475e-06	0.000266302	0.000811395	0.00115693
0.999968	3.16228e-05	8.5716	5.00037	3.37574e-06	0.000261584	0.000947118	0.00135044
0.99996	3.98107e-05	8.4169	5.00022	3.37531e-06	0.000256863	0.00110554	0.00157632
0.99995	5.01187e-05	8.2622	5.00009	3.37491e-06	0.000504285	0.00129047	0.00183997
0.999937	6.30957e-05	8.1076	5.00046	3.376e-06	0.000494849	0.00150634	0.00214773
0.999921	7.94328e-05	7.9529	5.00035	3.37568e-06	0.000485406	0.00175833	0.00250697
0.9999	0.0001	7.7982	5.00026	3.37543e-06	0.000951929	0.00205247	0.0029263
0.999874	0.000125893	7.6435	5.0002	3.37526e-06	0.000933044	0.00239584	0.00341576
0.999842	0.000158489	7.4888	5.00018	3.37519e-06	0.00091416	0.00279667	0.00398709
0.9998	0.000199526	7.3341	5.00019	3.37524e-06	0.00179055	0.00326458	0.00465399
0.999749	0.000251189	7.1794	5.00026	3.37545e-06	0.00175278	0.00381083	0.00543243
0.999684	0.000316228	7.0247	5.0004	3.37586e-06	0.00171501	0.00444853	0.00634108
0.999602	0.000398107	6.8699	5.00012	3.37508e-06	0.00335444	0.00519303	0.00740171
0.999499	0.000501187	6.7152	5.00045	3.37606e-06	0.00327891	0.00606227	0.00863976
0.999369	0.000630957	6.5604	5.00042	3.37601e-06	0.00320332	0.00707719	0.0100849
0.999206	0.000794328	6.4055	5.00006	3.37501e-06	0.00625537	0.00826232	0.0117717
0.999	0.001	6.2507	5.00041	3.37613e-06	0.0061042	0.00964631	0.0137408
0.998741	0.00125893	6.0957	5.00004	3.37517e-06	0.00595283	0.0112628	0.0160392
0.998415	0.00158489	5.9407	5.00001	3.37528e-06	0.0116029	0.013151	0.018722
0.998005	0.00199526	5.7857	5.00043	3.37675e-06	0.0113002	0.0153571	0.0218538
0.997488	0.00251189	5.6305	5.00039	3.37705e-06	0.0109971	0.0179353	0.0255094
0.996838	0.00316228	5.4751	5.00006	3.37667e-06	0.0213871	0.0209493	0.0297768
0.996019	0.00398107	5.3196	5.00011	3.3777e-06	0.0207797	0.0244741	0.0347583
0.994988	0.00501187	5.1639	5.00029	3.37951e-06	0.0201715	0.0285984	0.0405737
0.99369	0.00630957	5.0079	5.00041	3.38173e-06	0.0391242	0.0334274	0.0473628
0.992057	0.00794328	4.8515	5.00035	3.38433e-06	0.0379023	0.039086	0.0552894
