# Filename: vlt_ThermStates_lmax100_A_Cc0.90.dat
# Source: vlt_ThermStates.c
# Source version: 6 (2011 Mar 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=82.6834044807995098836, THETA=0.6
# Parameter values: N=3, Kthresh=5, dl=0.0001, lmax=100
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	14.1185	5.00043	3.37592e-06	1.05191e-07	3.69335e-06	9.48307e-06
1	1.25893e-08	13.9638	5.00022	3.3753e-06	2.08077e-07	4.3111e-06	1.10692e-05
1	1.58489e-08	13.8091	5.00002	3.3747e-06	2.05772e-07	5.03217e-06	1.29206e-05
1	1.99526e-08	13.6545	5.00031	3.37557e-06	2.03468e-07	5.87385e-06	1.50817e-05
1	2.51189e-08	13.4998	5.00011	3.37498e-06	4.02325e-07	6.85632e-06	1.76043e-05
1	3.16228e-08	13.3452	5.00041	3.37586e-06	3.97718e-07	8.00312e-06	2.05488e-05
1	3.98107e-08	13.1905	5.00022	3.37529e-06	3.93108e-07	9.34174e-06	2.39859e-05
1	5.01187e-08	13.0358	5.00002	3.37472e-06	7.76994e-07	1.09043e-05	2.79978e-05
1	6.30957e-08	12.8812	5.00033	3.37561e-06	7.67779e-07	1.27281e-05	3.26808e-05
1	7.94328e-08	12.7265	5.00014	3.37505e-06	7.58559e-07	1.48571e-05	3.81471e-05
1	1e-07	12.5719	5.00044	3.37594e-06	1.49869e-06	1.73421e-05	4.45277e-05
1	1.25893e-07	12.4172	5.00025	3.37538e-06	1.48025e-06	2.02428e-05	5.19755e-05
1	1.58489e-07	12.2625	5.00006	3.37483e-06	1.4618e-06	2.36287e-05	6.06691e-05
1	1.99526e-07	12.1079	5.00037	3.37572e-06	2.88675e-06	2.75809e-05	7.08167e-05
1	2.51189e-07	11.9532	5.00018	3.37517e-06	2.84986e-06	3.21941e-05	8.26618e-05
1	3.16228e-07	11.7986	5.00049	3.37607e-06	2.81301e-06	3.7579e-05	9.6488e-05
1	3.98107e-07	11.6439	5.00029	3.37551e-06	5.55224e-06	4.38646e-05	0.000112627
0.999999	5.01187e-07	11.4892	5.0001	3.37496e-06	5.47848e-06	5.12015e-05	0.000131465
0.999999	6.30957e-07	11.3346	5.00041	3.37586e-06	5.40476e-06	5.97657e-05	0.000153455
0.999999	7.94328e-07	11.1799	5.00022	3.37531e-06	1.0662e-05	6.97623e-05	0.000179122
0.999999	1e-06	11.0252	5.00003	3.37476e-06	1.05145e-05	8.14309e-05	0.000209082
0.999999	1.25893e-06	10.8706	5.00034	3.37566e-06	1.0367e-05	9.50514e-05	0.000244054
0.999998	1.58489e-06	10.7159	5.00016	3.37511e-06	2.0439e-05	0.00011095	0.000284875
0.999998	1.99526e-06	10.5613	5.00047	3.37601e-06	2.01441e-05	0.000129508	0.000332524
0.999997	2.51189e-06	10.4066	5.00028	3.37546e-06	1.9849e-05	0.00015117	0.000388143
0.999997	3.16228e-06	10.2519	5.00009	3.37492e-06	3.91079e-05	0.000176455	0.000453066
0.999996	3.98107e-06	10.0973	5.0004	3.37582e-06	3.85181e-05	0.00020597	0.000528847
0.999995	5.01187e-06	9.9426	5.00021	3.37528e-06	3.7928e-05	0.000240421	0.000617303
0.999994	6.30957e-06	9.7879	5.00003	3.37474e-06	7.46758e-05	0.000280635	0.000720555
0.999992	7.94328e-06	9.6333	5.00034	3.37565e-06	7.34962e-05	0.000327575	0.000841076
0.99999	1e-05	9.4786	5.00016	3.37512e-06	7.2316e-05	0.000382367	0.000981757
0.999987	1.25893e-05	9.324	5.00048	3.37604e-06	0.000142273	0.000446323	0.00114597
0.999984	1.58489e-05	9.1693	5.00029	3.37551e-06	0.000139912	0.000520978	0.00133764
0.99998	1.99526e-05	9.0146	5.00012	3.375e-06	0.000137552	0.00060812	0.00156138
