# Filename: vlt_ThermStates_lmax100_A_Cc0.30.dat
# Source: vlt_ThermStates.c
# Source version: 6 (2011 Mar 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=82.6834044807995098836, THETA=0.6
# Parameter values: N=3, Kthresh=5, dl=0.0001, lmax=100
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	13.9552	5.00045	3.37596e-06	1.03974e-07	4.34853e-06	4.9769e-06
1	1.25893e-08	13.8008	5.00045	3.37597e-06	2.05648e-07	5.07455e-06	5.80783e-06
1	1.58489e-08	13.6463	5.00022	3.37531e-06	2.03346e-07	5.92211e-06	6.77786e-06
1	1.99526e-08	13.4918	5.00021	3.37527e-06	2.01043e-07	6.91153e-06	7.91025e-06
1	2.51189e-08	13.3373	5.00036	3.37572e-06	3.97483e-07	8.06651e-06	9.23213e-06
1	3.16228e-08	13.1827	5.00015	3.3751e-06	3.92875e-07	9.41477e-06	1.07752e-05
1	3.98107e-08	13.0281	5.00005	3.3748e-06	3.88268e-07	1.09886e-05	1.25765e-05
1	5.01187e-08	12.8735	5.00003	3.37475e-06	7.6732e-07	1.28258e-05	1.46791e-05
1	6.30957e-08	12.7189	5.00008	3.37489e-06	7.58106e-07	1.49702e-05	1.71335e-05
1	7.94328e-08	12.5643	5.00018	3.37519e-06	7.48891e-07	1.74735e-05	1.99984e-05
1	1e-07	12.4097	5.00033	3.37561e-06	1.47935e-06	2.03955e-05	2.33427e-05
1	1.25893e-07	12.255	5.00001	3.37468e-06	1.46091e-06	2.38063e-05	2.72463e-05
1	1.58489e-07	12.1004	5.00021	3.37528e-06	1.44248e-06	2.77876e-05	3.1803e-05
1	1.99526e-07	11.9458	5.00044	3.37594e-06	2.8481e-06	3.2435e-05	3.71218e-05
1	2.51189e-07	11.7911	5.00019	3.3752e-06	2.81122e-06	3.78596e-05	4.33304e-05
1	3.16228e-07	11.6365	5.00044	3.37595e-06	2.77436e-06	4.41917e-05	5.05774e-05
1	3.98107e-07	11.4818	5.00021	3.37528e-06	5.47495e-06	5.15829e-05	5.90367e-05
0.999999	5.01187e-07	11.3272	5.00049	3.37608e-06	5.40123e-06	6.02105e-05	6.89109e-05
0.999999	6.30957e-07	11.1725	5.00027	3.37546e-06	5.32746e-06	7.02811e-05	8.04368e-05
0.999999	7.94328e-07	11.0178	5.00006	3.37484e-06	1.05074e-05	8.20363e-05	9.38905e-05
0.999999	1e-06	10.8632	5.00036	3.3757e-06	1.036e-05	9.57576e-05	0.000109595
0.999999	1.25893e-06	10.7085	5.00016	3.37511e-06	1.02124e-05	0.000111774	0.000127925
0.999998	1.58489e-06	10.5539	5.00046	3.37599e-06	2.013e-05	0.00013047	0.000149322
0.999998	1.99526e-06	10.3992	5.00026	3.37542e-06	1.98349e-05	0.000152292	0.000174298
0.999997	2.51189e-06	10.2445	5.00007	3.37486e-06	1.95398e-05	0.000177765	0.000203452
0.999997	3.16228e-06	10.0899	5.00038	3.37575e-06	3.84899e-05	0.000207498	0.000237481
0.999996	3.98107e-06	9.9352	5.00019	3.3752e-06	3.78998e-05	0.000242205	0.000277203
0.999995	5.01187e-06	9.7806	5.0005	3.37611e-06	3.731e-05	0.000282718	0.000323569
