# Filename: vlt_ThermStates_lmax100_A_Cc1.20.dat
# Source: vlt_ThermStates.c
# Source version: 6 (2011 Mar 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=82.6834044807995098836, THETA=0.6
# Parameter values: N=3, Kthresh=5, dl=0.0001, lmax=100
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	14.1854	5.00017	3.37516e-06	1.05689e-07	3.45417e-06	1.08233e-05
1	1.25893e-08	14.0308	5.00048	3.37606e-06	2.09075e-07	4.03193e-06	1.26336e-05
1	1.58489e-08	13.8761	5.00029	3.3755e-06	2.0677e-07	4.70632e-06	1.47467e-05
1	1.99526e-08	13.7214	5.0001	3.37495e-06	2.04465e-07	5.49352e-06	1.72133e-05
1	2.51189e-08	13.5668	5.00041	3.37585e-06	4.04322e-07	6.41238e-06	2.00925e-05
1	3.16228e-08	13.4121	5.00022	3.3753e-06	3.99712e-07	7.48494e-06	2.34532e-05
1	3.98107e-08	13.2574	5.00003	3.37475e-06	3.95101e-07	8.73689e-06	2.73761e-05
1	5.01187e-08	13.1028	5.00034	3.37565e-06	7.80988e-07	1.01983e-05	3.19551e-05
1	6.30957e-08	12.9481	5.00015	3.37509e-06	7.71767e-07	1.1904e-05	3.73e-05
1	7.94328e-08	12.7935	5.00046	3.376e-06	7.62552e-07	1.38952e-05	4.3539e-05
1	1e-07	12.6388	5.00027	3.37544e-06	1.50666e-06	1.62193e-05	5.08214e-05
1	1.25893e-07	12.4841	5.00008	3.37489e-06	1.48822e-06	1.89322e-05	5.9322e-05
1	1.58489e-07	12.3295	5.00039	3.37579e-06	1.46979e-06	2.20989e-05	6.92444e-05
1	1.99526e-07	12.1748	5.0002	3.37524e-06	2.9027e-06	2.57952e-05	8.08264e-05
1	2.51189e-07	12.0201	5.00001	3.37469e-06	2.86582e-06	3.01098e-05	9.43457e-05
1	3.16228e-07	11.8655	5.00032	3.37559e-06	2.82896e-06	3.51461e-05	0.000110126
1	3.98107e-07	11.7108	5.00013	3.37503e-06	5.58414e-06	4.10247e-05	0.000128546
0.999999	5.01187e-07	11.5562	5.00044	3.37594e-06	5.51043e-06	4.78866e-05	0.000150047
0.999999	6.30957e-07	11.4015	5.00025	3.37538e-06	5.43666e-06	5.58963e-05	0.000175145
0.999999	7.94328e-07	11.2468	5.00006	3.37483e-06	1.07258e-05	6.52457e-05	0.00020444
0.999999	1e-06	11.0922	5.00037	3.37573e-06	1.05783e-05	7.61589e-05	0.000238635
0.999999	1.25893e-06	10.9375	5.00018	3.37518e-06	1.04308e-05	8.88975e-05	0.00027855
0.999998	1.58489e-06	10.7829	5.00049	3.37608e-06	2.05667e-05	0.000103767	0.000325142
0.999998	1.99526e-06	10.6282	5.0003	3.37553e-06	2.02717e-05	0.000121123	0.000379526
0.999997	2.51189e-06	10.4735	5.00011	3.37498e-06	1.99766e-05	0.000141383	0.000443006
