# Filename: 3Dvlt_macro_Tv_Op12_Cc0.60_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.6, K0c=0.438731007206919, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	10000000	1	1e-08	100	9.28348e+37	0	-0.0718916	2.11598e+38	7.87162e-06	0	2.68812e+43	1
2	10000000	1	1.25893e-08	100	1.08363e+38	0	-0.0718916	2.46991e+38	9.18826e-06	0	2.68812e+43	1
3	10000000	1	1.58489e-08	100	1.26488e+38	0	-0.0718916	2.88304e+38	1.07251e-05	0	2.68812e+43	1
4	10000000	1	1.99526e-08	100	1.47645e+38	0	-0.0718916	3.36526e+38	1.2519e-05	0	2.68812e+43	1
5	10000000	1	2.51189e-08	100	1.7234e+38	0	-0.0718916	3.92815e+38	1.4613e-05	0	2.68812e+43	1
6	10000000	1	3.16228e-08	100	2.01166e+38	0	-0.0718916	4.58518e+38	1.70572e-05	0	2.68812e+43	1
7	10000000	1	3.98107e-08	100	2.34814e+38	0	-0.0718916	5.35212e+38	1.99103e-05	0	2.68812e+43	1
8	10000000	1	5.01187e-08	100	2.7409e+38	0	-0.0718916	6.24733e+38	2.32405e-05	0	2.68812e+43	1
9	10000000	1	6.30957e-08	100	3.19935e+38	0	-0.0718915	7.29228e+38	2.71278e-05	0	2.68812e+43	1
10	10000000	1	7.94328e-08	100	3.73448e+38	0	-0.0718915	8.51201e+38	3.16653e-05	0	2.68812e+43	1
11	10000000	1	1e-07	100	4.35912e+38	0	-0.0718915	9.93576e+38	3.69618e-05	0	2.68812e+43	1
12	10000000	1	1.25893e-07	100	5.08825e+38	0	-0.0718915	1.15976e+39	4.31441e-05	0	2.68812e+43	1
13	10000000	1	1.58489e-07	100	5.93932e+38	0	-0.0718915	1.35375e+39	5.03605e-05	0	2.68812e+43	1
14	10000000	1	1.99526e-07	100	6.93275e+38	0	-0.0718915	1.58018e+39	5.8784e-05	0	2.68812e+43	1
15	10000000	1	2.51189e-07	100	8.09235e+38	0	-0.0718915	1.84449e+39	6.86164e-05	0	2.68812e+43	1
16	10000000	1	3.16228e-07	100	9.4459e+38	0	-0.0718915	2.15301e+39	8.00934e-05	0	2.68812e+43	1
17	10000000	1	3.98107e-07	100	1.10259e+39	0	-0.0718914	2.51312e+39	9.34901e-05	0	2.68812e+43	1
18	10000000	0.999999	5.01187e-07	100	1.28701e+39	0	-0.0718914	2.93348e+39	0.000109128	0	2.68812e+43	1
19	10000000	0.999999	6.30957e-07	100	1.50228e+39	0	-0.0718913	3.42414e+39	0.000127381	0	2.68812e+43	1
20	10000000	0.999999	7.94328e-07	100	1.75355e+39	0	-0.0718913	3.99687e+39	0.000148687	0	2.68812e+43	1
21	10000000	0.999999	1e-06	100	2.04686e+39	0	-0.0718912	4.6654e+39	0.000173557	0	2.68812e+43	1
22	10000000	0.999999	1.25893e-06	100	2.38922e+39	0	-0.0718911	5.44575e+39	0.000202586	0	2.68812e+43	1
23	10000000	0.999998	1.58489e-06	100	2.78885e+39	0	-0.071891	6.35663e+39	0.000236471	0	2.68812e+43	1
24	10000000	0.999998	1.99526e-06	100	3.25533e+39	0	-0.0718908	7.41986e+39	0.000276024	0	2.68812e+43	1
25	10000000	0.999997	2.51189e-06	100	3.79983e+39	0	-0.0718906	8.66093e+39	0.000322193	0	2.68812e+43	1
