# Filename: 3Dvlt_macro_Tv_Op12_Cc0.30_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.3, K0c=0.701090942066515, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	10000000	1	1e-08	100	9.93253e+37	0	-0.0941445	1.41672e+38	5.27032e-06	0	2.68812e+43	1
2	10000000	1	1.25893e-08	100	1.15939e+38	0	-0.0941445	1.65369e+38	6.15185e-06	0	2.68812e+43	1
3	10000000	1	1.58489e-08	100	1.35331e+38	0	-0.0941445	1.93029e+38	7.18083e-06	0	2.68812e+43	1
4	10000000	1	1.99526e-08	100	1.57967e+38	0	-0.0941445	2.25316e+38	8.38192e-06	0	2.68812e+43	1
5	10000000	1	2.51189e-08	100	1.84389e+38	0	-0.0941445	2.63003e+38	9.78391e-06	0	2.68812e+43	1
6	10000000	1	3.16228e-08	100	2.15231e+38	0	-0.0941445	3.06994e+38	1.14204e-05	0	2.68812e+43	1
7	10000000	1	3.98107e-08	100	2.51231e+38	0	-0.0941445	3.58343e+38	1.33306e-05	0	2.68812e+43	1
8	10000000	1	5.01187e-08	100	2.93252e+38	0	-0.0941445	4.1828e+38	1.55603e-05	0	2.68812e+43	1
9	10000000	1	6.30957e-08	100	3.42303e+38	0	-0.0941445	4.88243e+38	1.8163e-05	0	2.68812e+43	1
10	10000000	1	7.94328e-08	100	3.99557e+38	0	-0.0941445	5.69908e+38	2.1201e-05	0	2.68812e+43	1
11	10000000	1	1e-07	100	4.66389e+38	0	-0.0941445	6.65233e+38	2.47472e-05	0	2.68812e+43	1
12	10000000	1	1.25893e-07	100	5.44399e+38	0	-0.0941445	7.76502e+38	2.88865e-05	0	2.68812e+43	1
13	10000000	1	1.58489e-07	100	6.35456e+38	0	-0.0941444	9.06382e+38	3.37181e-05	0	2.68812e+43	1
14	10000000	1	1.99526e-07	100	7.41745e+38	0	-0.0941444	1.05799e+39	3.93579e-05	0	2.68812e+43	1
