# Filename: 3Dvlt_macro_Tv_Op12_Cc0.90_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.9, K0c=0.33703537107021, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	10000000	1	1e-08	100	8.68736e+37	0	-0.0578854	2.57758e+38	9.58879e-06	0	2.68812e+43	1
2	10000000	1	1.25893e-08	100	1.01404e+38	0	-0.0578854	3.00872e+38	1.11926e-05	0	2.68812e+43	1
3	10000000	1	1.58489e-08	100	1.18366e+38	0	-0.0578854	3.51196e+38	1.30648e-05	0	2.68812e+43	1
4	10000000	1	1.99526e-08	100	1.38164e+38	0	-0.0578854	4.09938e+38	1.525e-05	0	2.68812e+43	1
5	10000000	1	2.51189e-08	100	1.61274e+38	0	-0.0578854	4.78506e+38	1.78008e-05	0	2.68812e+43	1
6	10000000	1	3.16228e-08	100	1.88249e+38	0	-0.0578854	5.58543e+38	2.07782e-05	0	2.68812e+43	1
7	10000000	1	3.98107e-08	100	2.19736e+38	0	-0.0578854	6.51966e+38	2.42536e-05	0	2.68812e+43	1
8	10000000	1	5.01187e-08	100	2.56489e+38	0	-0.0578854	7.61016e+38	2.83104e-05	0	2.68812e+43	1
9	10000000	1	6.30957e-08	100	2.99391e+38	0	-0.0578854	8.88306e+38	3.30457e-05	0	2.68812e+43	1
10	10000000	1	7.94328e-08	100	3.49468e+38	0	-0.0578854	1.03689e+39	3.8573e-05	0	2.68812e+43	1
11	10000000	1	1e-07	100	4.07921e+38	0	-0.0578854	1.21032e+39	4.50248e-05	0	2.68812e+43	1
12	10000000	1	1.25893e-07	100	4.76151e+38	0	-0.0578854	1.41276e+39	5.25559e-05	0	2.68812e+43	1
13	10000000	1	1.58489e-07	100	5.55794e+38	0	-0.0578854	1.64907e+39	6.13465e-05	0	2.68812e+43	1
14	10000000	1	1.99526e-07	100	6.48758e+38	0	-0.0578853	1.92489e+39	7.16075e-05	0	2.68812e+43	1
15	10000000	1	2.51189e-07	100	7.57271e+38	0	-0.0578853	2.24686e+39	8.35848e-05	0	2.68812e+43	1
16	10000000	1	3.16228e-07	100	8.83935e+38	0	-0.0578853	2.62268e+39	9.75655e-05	0	2.68812e+43	1
17	10000000	1	3.98107e-07	100	1.03178e+39	0	-0.0578853	3.06135e+39	0.000113885	0	2.68812e+43	1
18	10000000	0.999999	5.01187e-07	100	1.20436e+39	0	-0.0578852	3.5734e+39	0.000132933	0	2.68812e+43	1
19	10000000	0.999999	6.30957e-07	100	1.40581e+39	0	-0.0578852	4.1711e+39	0.000155168	0	2.68812e+43	1
20	10000000	0.999999	7.94328e-07	100	1.64095e+39	0	-0.0578852	4.86878e+39	0.000181122	0	2.68812e+43	1
21	10000000	0.999999	1e-06	100	1.91542e+39	0	-0.0578851	5.68314e+39	0.000211417	0	2.68812e+43	1
22	10000000	0.999999	1.25893e-06	100	2.2358e+39	0	-0.057885	6.63372e+39	0.00024678	0	2.68812e+43	1
23	10000000	0.999998	1.58489e-06	100	2.60977e+39	0	-0.0578849	7.7433e+39	0.000288057	0	2.68812e+43	1
24	10000000	0.999998	1.99526e-06	100	3.04629e+39	0	-0.0578848	9.03847e+39	0.000336238	0	2.68812e+43	1
25	10000000	0.999997	2.51189e-06	100	3.55582e+39	0	-0.0578846	1.05503e+40	0.000392478	0	2.68812e+43	1
26	10000000	0.999997	3.16228e-06	100	4.15058e+39	0	-0.0578844	1.23149e+40	0.000458125	0	2.68812e+43	1
27	10000000	0.999996	3.98107e-06	100	4.84483e+39	0	-0.0578841	1.43748e+40	0.000534752	0	2.68812e+43	1
28	10000000	0.999995	5.01187e-06	100	5.65519e+39	0	-0.0578838	1.67791e+40	0.000624197	0	2.68812e+43	1
29	10000000	0.999994	6.30957e-06	100	6.6011e+39	0	-0.0578834	1.95857e+40	0.000728601	0	2.68812e+43	1
