# Filename: 3Dvlt_macro_Tv_Op12_Cc1.05_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=1.05, K0c=0.30537942360817, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	10000000	1	1e-08	100	8.42631e+37	0	-0.0525763	2.75929e+38	1.02648e-05	0	2.68812e+43	1
2	10000000	1	1.25893e-08	100	9.83572e+37	0	-0.0525763	3.22082e+38	1.19817e-05	0	2.68812e+43	1
3	10000000	1	1.58489e-08	100	1.14809e+38	0	-0.0525763	3.75955e+38	1.39858e-05	0	2.68812e+43	1
4	10000000	1	1.99526e-08	100	1.34012e+38	0	-0.0525763	4.38838e+38	1.63251e-05	0	2.68812e+43	1
5	10000000	1	2.51189e-08	100	1.56427e+38	0	-0.0525763	5.1224e+38	1.90557e-05	0	2.68812e+43	1
6	10000000	1	3.16228e-08	100	1.82592e+38	0	-0.0525763	5.97918e+38	2.2243e-05	0	2.68812e+43	1
7	10000000	1	3.98107e-08	100	2.13133e+38	0	-0.0525763	6.97928e+38	2.59635e-05	0	2.68812e+43	1
8	10000000	1	5.01187e-08	100	2.48782e+38	0	-0.0525763	8.14666e+38	3.03062e-05	0	2.68812e+43	1
9	10000000	1	6.30957e-08	100	2.90394e+38	0	-0.0525762	9.5093e+38	3.53753e-05	0	2.68812e+43	1
10	10000000	1	7.94328e-08	100	3.38967e+38	0	-0.0525762	1.10999e+39	4.12923e-05	0	2.68812e+43	1
11	10000000	1	1e-07	100	3.95663e+38	0	-0.0525762	1.29564e+39	4.8199e-05	0	2.68812e+43	1
12	10000000	1	1.25893e-07	100	4.61843e+38	0	-0.0525762	1.51236e+39	5.62609e-05	0	2.68812e+43	1
13	10000000	1	1.58489e-07	100	5.39093e+38	0	-0.0525762	1.76532e+39	6.56713e-05	0	2.68812e+43	1
14	10000000	1	1.99526e-07	100	6.29263e+38	0	-0.0525762	2.06059e+39	7.66557e-05	0	2.68812e+43	1
15	10000000	1	2.51189e-07	100	7.34516e+38	0	-0.0525762	2.40526e+39	8.94773e-05	0	2.68812e+43	1
16	10000000	1	3.16228e-07	100	8.57373e+38	0	-0.0525762	2.80757e+39	0.000104444	0	2.68812e+43	1
17	10000000	1	3.98107e-07	100	1.00078e+39	0	-0.0525761	3.27717e+39	0.000121913	0	2.68812e+43	1
18	10000000	0.999999	5.01187e-07	100	1.16817e+39	0	-0.0525761	3.82532e+39	0.000142305	0	2.68812e+43	1
19	10000000	0.999999	6.30957e-07	100	1.36357e+39	0	-0.0525761	4.46516e+39	0.000166107	0	2.68812e+43	1
20	10000000	0.999999	7.94328e-07	100	1.59164e+39	0	-0.052576	5.21201e+39	0.000193891	0	2.68812e+43	1
21	10000000	0.999999	1e-06	100	1.85787e+39	0	-0.052576	6.08379e+39	0.000226322	0	2.68812e+43	1
22	10000000	0.999999	1.25893e-06	100	2.16862e+39	0	-0.0525759	7.10138e+39	0.000264177	0	2.68812e+43	1
23	10000000	0.999998	1.58489e-06	100	2.53135e+39	0	-0.0525758	8.28918e+39	0.000308364	0	2.68812e+43	1
24	10000000	0.999998	1.99526e-06	100	2.95475e+39	0	-0.0525757	9.67566e+39	0.000359942	0	2.68812e+43	1
25	10000000	0.999997	2.51189e-06	100	3.44897e+39	0	-0.0525755	1.1294e+40	0.000420147	0	2.68812e+43	1
26	10000000	0.999997	3.16228e-06	100	4.02586e+39	0	-0.0525753	1.31831e+40	0.000490422	0	2.68812e+43	1
27	10000000	0.999996	3.98107e-06	100	4.69924e+39	0	-0.0525751	1.53882e+40	0.000572451	0	2.68812e+43	1
28	10000000	0.999995	5.01187e-06	100	5.48526e+39	0	-0.0525748	1.7962e+40	0.000668201	0	2.68812e+43	1
29	10000000	0.999994	6.30957e-06	100	6.40274e+39	0	-0.0525744	2.09664e+40	0.000779965	0	2.68812e+43	1
30	10000000	0.999992	7.94328e-06	100	7.47369e+39	0	-0.0525739	2.44733e+40	0.000910424	0	2.68812e+43	1
31	10000000	0.99999	1e-05	100	8.72377e+39	0	-0.0525732	2.85667e+40	0.0010627	0	2.68812e+43	1
32	10000000	0.999987	1.25893e-05	100	1.0183e+40	0	-0.0525725	3.33448e+40	0.00124045	0	2.68812e+43	1
33	10000000	0.999984	1.58489e-05	100	1.18862e+40	0	-0.0525715	3.89221e+40	0.00144793	0	2.68812e+43	1
34	10000000	0.99998	1.99526e-05	100	1.38744e+40	0	-0.0525702	4.54323e+40	0.00169011	0	2.68812e+43	1
35	10000000	0.999975	2.51189e-05	100	1.61951e+40	0	-0.0525687	5.30313e+40	0.0019728	0	2.68812e+43	1
36	10000000	0.999968	3.16228e-05	100	1.8904e+40	0	-0.0525667	6.19012e+40	0.00230277	0	2.68812e+43	1
37	10000000	0.99996	3.98107e-05	100	2.2066e+40	0	-0.0525642	7.22547e+40	0.00268793	0	2.68812e+43	1
38	10000000	0.99995	5.01187e-05	100	2.57569e+40	0	-0.0525611	8.43398e+40	0.0031375	0	2.68812e+43	1
39	10000000	0.999937	6.30957e-05	100	3.00653e+40	0	-0.0525572	9.8446e+40	0.00366227	0	2.68812e+43	1
40	10000000	0.999921	7.94328e-05	100	3.50944e+40	0	-0.0525523	1.14911e+41	0.00427479	0	2.68812e+43	1
41	10000000	0.9999	0.0001	100	4.09647e+40	0	-0.0525461	1.3413e+41	0.00498975	0	2.68812e+43	1
42	10000000	0.999874	0.000125893	100	4.78172e+40	0	-0.0525383	1.56563e+41	0.00582427	0	2.68812e+43	1
43	10000000	0.999842	0.000158489	100	5.5816e+40	0	-0.0525284	1.82747e+41	0.00679833	0	2.68812e+43	1
44	10000000	0.9998	0.000199526	100	6.51532e+40	0	-0.0525161	2.13309e+41	0.00793526	0	2.68812e+43	1
45	10000000	0.999749	0.000251189	100	7.60527e+40	0	-0.0525005	2.48981e+41	0.00926227	0	2.68812e+43	1
46	10000000	0.999684	0.000316228	100	8.87761e+40	0	-0.0524809	2.90615e+41	0.0108111	0	2.68812e+43	1
47	10000000	0.999602	0.000398107	100	1.03629e+41	0	-0.0524563	3.39209e+41	0.0126188	0	2.68812e+43	1
48	10000000	0.999499	0.000501187	100	1.20968e+41	0	-0.0524254	3.95924e+41	0.0147287	0	2.68812e+43	1
49	10000000	0.999369	0.000630957	100	1.41209e+41	0	-0.0523865	4.62114e+41	0.017191	0	2.68812e+43	1
50	10000000	0.999206	0.000794328	100	1.6484e+41	0	-0.0523377	5.39359e+41	0.0200646	0	2.68812e+43	1
51	10000000	0.999	0.001	100	1.92429e+41	0	-0.0522763	6.29501e+41	0.0234179	0	2.68812e+43	1
52	10000000	0.998741	0.00125893	100	2.24641e+41	0	-0.0521993	7.34687e+41	0.0273309	0	2.68812e+43	1
53	10000000	0.998415	0.00158489	100	2.62253e+41	0	-0.0521027	8.57415e+41	0.0318965	0	2.68812e+43	1
54	10000000	0.998005	0.00199526	100	3.06173e+41	0	-0.0519816	1.0006e+42	0.037223	0	2.68812e+43	1
55	10000000	0.997488	0.00251189	100	3.57464e+41	0	-0.0518299	1.16762e+42	0.0434363	0	2.68812e+43	1
56	10000000	0.996838	0.00316228	100	4.17373e+41	0	-0.0516401	1.36241e+42	0.0506828	0	2.68812e+43	1
57	10000000	0.996019	0.00398107	100	4.87356e+41	0	-0.0514028	1.58955e+42	0.0591325	0	2.68812e+43	1
58	10000000	0.994988	0.00501187	100	5.69125e+41	0	-0.0511067	1.85433e+42	0.0689823	0	2.68812e+43	1
59	10000000	0.99369	0.00630957	100	6.64688e+41	0	-0.0507379	2.16286e+42	0.0804601	0	2.68812e+43	1
60	10000000	0.992057	0.00794328	100	7.76405e+41	0	-0.0502792	2.52223e+42	0.093829	0	2.68812e+43	1
