# Filename: 3Dvlt_macro_Tv_Op12_Cc0.50_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.5, K0c=0.495108289971292, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	10000000	1	1e-08	100	9.50247e+37	0	-0.0780416	1.91927e+38	7.13983e-06	0	2.68812e+43	1
2	10000000	1	1.25893e-08	100	1.10919e+38	0	-0.0780416	2.24029e+38	8.33406e-06	0	2.68812e+43	1
3	10000000	1	1.58489e-08	100	1.29471e+38	0	-0.0780416	2.61501e+38	9.72804e-06	0	2.68812e+43	1
4	10000000	1	1.99526e-08	100	1.51127e+38	0	-0.0780416	3.05241e+38	1.13552e-05	0	2.68812e+43	1
5	10000000	1	2.51189e-08	100	1.76405e+38	0	-0.0780416	3.56296e+38	1.32545e-05	0	2.68812e+43	1
6	10000000	1	3.16228e-08	100	2.05911e+38	0	-0.0780416	4.15892e+38	1.54715e-05	0	2.68812e+43	1
7	10000000	1	3.98107e-08	100	2.40353e+38	0	-0.0780416	4.85455e+38	1.80593e-05	0	2.68812e+43	1
8	10000000	1	5.01187e-08	100	2.80555e+38	0	-0.0780416	5.66654e+38	2.108e-05	0	2.68812e+43	1
9	10000000	1	6.30957e-08	100	3.27482e+38	0	-0.0780416	6.61434e+38	2.46059e-05	0	2.68812e+43	1
10	10000000	1	7.94328e-08	100	3.82257e+38	0	-0.0780416	7.72068e+38	2.87215e-05	0	2.68812e+43	1
11	10000000	1	1e-07	100	4.46195e+38	0	-0.0780416	9.01206e+38	3.35256e-05	0	2.68812e+43	1
12	10000000	1	1.25893e-07	100	5.20827e+38	0	-0.0780415	1.05195e+39	3.91332e-05	0	2.68812e+43	1
13	10000000	1	1.58489e-07	100	6.07942e+38	0	-0.0780415	1.2279e+39	4.56787e-05	0	2.68812e+43	1
14	10000000	1	1.99526e-07	100	7.09628e+38	0	-0.0780415	1.43328e+39	5.33191e-05	0	2.68812e+43	1
15	10000000	1	2.51189e-07	100	8.28323e+38	0	-0.0780415	1.67301e+39	6.22374e-05	0	2.68812e+43	1
16	10000000	1	3.16228e-07	100	9.66871e+38	0	-0.0780415	1.95285e+39	7.26474e-05	0	2.68812e+43	1
17	10000000	1	3.98107e-07	100	1.12859e+39	0	-0.0780414	2.27949e+39	8.47987e-05	0	2.68812e+43	1
18	10000000	0.999999	5.01187e-07	100	1.31737e+39	0	-0.0780414	2.66076e+39	9.89824e-05	0	2.68812e+43	1
19	10000000	0.999999	6.30957e-07	100	1.53771e+39	0	-0.0780413	3.10581e+39	0.000115538	0	2.68812e+43	1
20	10000000	0.999999	7.94328e-07	100	1.79492e+39	0	-0.0780413	3.6253e+39	0.000134864	0	2.68812e+43	1
21	10000000	0.999999	1e-06	100	2.09514e+39	0	-0.0780412	4.23168e+39	0.000157422	0	2.68812e+43	1
22	10000000	0.999999	1.25893e-06	100	2.44558e+39	0	-0.0780411	4.93948e+39	0.000183752	0	2.68812e+43	1
23	10000000	0.999998	1.58489e-06	100	2.85464e+39	0	-0.078041	5.76567e+39	0.000214487	0	2.68812e+43	1
24	10000000	0.999998	1.99526e-06	100	3.33212e+39	0	-0.0780408	6.73006e+39	0.000250363	0	2.68812e+43	1
25	10000000	0.999997	2.51189e-06	100	3.88946e+39	0	-0.0780406	7.85575e+39	0.00029224	0	2.68812e+43	1
26	10000000	0.999997	3.16228e-06	100	4.54002e+39	0	-0.0780404	9.16973e+39	0.000341121	0	2.68812e+43	1
27	10000000	0.999996	3.98107e-06	100	5.29941e+39	0	-0.07804	1.07035e+40	0.000398178	0	2.68812e+43	1
28	10000000	0.999995	5.01187e-06	100	6.18581e+39	0	-0.0780396	1.24938e+40	0.000464778	0	2.68812e+43	1
29	10000000	0.999994	6.30957e-06	100	7.22047e+39	0	-0.0780391	1.45835e+40	0.000542518	0	2.68812e+43	1
30	10000000	0.999992	7.94328e-06	100	8.4282e+39	0	-0.0780385	1.70228e+40	0.000633262	0	2.68812e+43	1
31	10000000	0.99999	1e-05	100	9.83795e+39	0	-0.0780377	1.98701e+40	0.000739183	0	2.68812e+43	1
32	10000000	0.999987	1.25893e-05	100	1.14835e+40	0	-0.0780367	2.31936e+40	0.000862821	0	2.68812e+43	1
33	10000000	0.999984	1.58489e-05	100	1.34043e+40	0	-0.0780354	2.70731e+40	0.00100714	0	2.68812e+43	1
34	10000000	0.99998	1.99526e-05	100	1.56464e+40	0	-0.0780338	3.16014e+40	0.00117559	0	2.68812e+43	1
35	10000000	0.999975	2.51189e-05	100	1.82635e+40	0	-0.0780318	3.68871e+40	0.00137223	0	2.68812e+43	1
36	10000000	0.999968	3.16228e-05	100	2.13185e+40	0	-0.0780293	4.30569e+40	0.00160175	0	2.68812e+43	1
37	10000000	0.99996	3.98107e-05	100	2.48844e+40	0	-0.0780261	5.02586e+40	0.00186966	0	2.68812e+43	1
38	10000000	0.99995	5.01187e-05	100	2.90469e+40	0	-0.078022	5.86649e+40	0.00218238	0	2.68812e+43	1
39	10000000	0.999937	6.30957e-05	100	3.39058e+40	0	-0.078017	6.84772e+40	0.0025474	0	2.68812e+43	1
40	10000000	0.999921	7.94328e-05	100	3.95775e+40	0	-0.0780106	7.99307e+40	0.00297348	0	2.68812e+43	1
41	10000000	0.9999	0.0001	100	4.61981e+40	0	-0.0780026	9.32998e+40	0.00347082	0	2.68812e+43	1
42	10000000	0.999874	0.000125893	100	5.39265e+40	0	-0.0779925	1.08905e+41	0.00405134	0	2.68812e+43	1
43	10000000	0.999842	0.000158489	100	6.2948e+40	0	-0.0779798	1.2712e+41	0.00472895	0	2.68812e+43	1
44	10000000	0.9998	0.000199526	100	7.34793e+40	0	-0.0779639	1.48381e+41	0.00551989	0	2.68812e+43	1
45	10000000	0.999749	0.000251189	100	8.57732e+40	0	-0.0779438	1.73198e+41	0.00644309	0	2.68812e+43	1
46	10000000	0.999684	0.000316228	100	1.00125e+41	0	-0.0779185	2.02165e+41	0.00752069	0	2.68812e+43	1
47	10000000	0.999602	0.000398107	100	1.1688e+41	0	-0.0778868	2.35976e+41	0.00877848	0	2.68812e+43	1
48	10000000	0.999499	0.000501187	100	1.36441e+41	0	-0.0778469	2.7544e+41	0.0102466	0	2.68812e+43	1
49	10000000	0.999369	0.000630957	100	1.59279e+41	0	-0.0777967	3.21503e+41	0.0119601	0	2.68812e+43	1
50	10000000	0.999206	0.000794328	100	1.85945e+41	0	-0.0777336	3.75266e+41	0.0139602	0	2.68812e+43	1
51	10000000	0.999	0.001	100	2.17083e+41	0	-0.0776545	4.38017e+41	0.0162945	0	2.68812e+43	1
52	10000000	0.998741	0.00125893	100	2.53445e+41	0	-0.0775551	5.11254e+41	0.0190191	0	2.68812e+43	1
53	10000000	0.998415	0.00158489	100	2.95915e+41	0	-0.0774305	5.9673e+41	0.0221988	0	2.68812e+43	1
54	10000000	0.998005	0.00199526	100	3.45525e+41	0	-0.0772742	6.96485e+41	0.0259098	0	2.68812e+43	1
55	10000000	0.997488	0.00251189	100	4.03487e+41	0	-0.0770785	8.129e+41	0.0302405	0	2.68812e+43	1
56	10000000	0.996838	0.00316228	100	4.71223e+41	0	-0.0768336	9.48748e+41	0.0352942	0	2.68812e+43	1
57	10000000	0.996019	0.00398107	100	5.50407e+41	0	-0.0765275	1.10726e+42	0.0411911	0	2.68812e+43	1
58	10000000	0.994988	0.00501187	100	6.43009e+41	0	-0.0761456	1.29222e+42	0.0480714	0	2.68812e+43	1
59	10000000	0.99369	0.00630957	100	7.51357e+41	0	-0.0756696	1.50799e+42	0.0560982	0	2.68812e+43	1
60	10000000	0.992057	0.00794328	100	8.78208e+41	0	-0.0750777	1.75968e+42	0.0654614	0	2.68812e+43	1
