# Filename: vlt_ThermStates_lmax100_A_Cc0.205.dat
# Source: vlt_ThermStates.c
# Source version: 5 (2011 Mar 01 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, A=41.3417022403997549418
# Parameter values: N=3, Kthresh=5, dl=0.0001, lmax=100
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	13.567	5.00049	6.94005e-10	1.01082e-07	6.4112e-06	8.19651e-06
1	1.25893e-08	13.4216	5.00029	6.94164e-10	1.99997e-07	7.41428e-06	9.4789e-06
1	1.58489e-08	13.2762	5.0002	6.94239e-10	1.97831e-07	8.57447e-06	1.09622e-05
1	1.99526e-08	13.1308	5.00019	6.94247e-10	1.95664e-07	9.91637e-06	1.26777e-05
1	2.51189e-08	12.9854	5.00025	6.94202e-10	3.86995e-07	1.14684e-05	1.4662e-05
1	3.16228e-08	12.84	5.00036	6.94114e-10	3.82662e-07	1.32635e-05	1.6957e-05
1	3.98107e-08	12.6945	5.00001	6.94397e-10	3.78326e-07	1.53398e-05	1.96114e-05
1	5.01187e-08	12.5491	5.00019	6.9425e-10	7.47985e-07	1.77411e-05	2.26814e-05
1	6.30957e-08	12.4037	5.0004	6.94081e-10	7.39318e-07	2.05185e-05	2.62322e-05
1	7.94328e-08	12.2582	5.00013	6.94299e-10	7.30646e-07	2.37308e-05	3.0339e-05
1	1e-07	12.1128	5.00037	6.941e-10	1.44396e-06	2.74461e-05	3.50889e-05
1	1.25893e-07	11.9673	5.00013	6.94294e-10	1.42661e-06	3.17431e-05	4.05825e-05
1	1.58489e-07	11.8219	5.0004	6.94077e-10	1.40928e-06	3.67129e-05	4.69362e-05
1	1.99526e-07	11.6764	5.00018	6.94255e-10	2.78387e-06	4.24609e-05	5.42849e-05
1	2.51189e-07	11.531	5.00047	6.94026e-10	2.7492e-06	4.9109e-05	6.27842e-05
1	3.16228e-07	11.3855	5.00026	6.94195e-10	2.71451e-06	5.67979e-05	7.26142e-05
1	3.98107e-07	11.24	5.00005	6.94361e-10	5.35965e-06	6.56908e-05	8.39834e-05
0.999999	5.01187e-07	11.0946	5.00035	6.9412e-10	5.29032e-06	7.59761e-05	9.71328e-05
0.999999	6.30957e-07	10.9491	5.00015	6.94281e-10	5.22094e-06	8.78717e-05	0.000112341
0.999999	7.94328e-07	10.8037	5.00045	6.94037e-10	1.03032e-05	0.00010163	0.00012993
0.999999	1e-06	10.6582	5.00026	6.94194e-10	1.01645e-05	0.000117542	0.000150274
0.999999	1.25893e-06	10.5127	5.00006	6.9435e-10	1.00257e-05	0.000135946	0.000173803
0.999998	1.58489e-06	10.3673	5.00037	6.94102e-10	1.97741e-05	0.000157232	0.000201016
0.999998	1.99526e-06	10.2218	5.00018	6.94256e-10	1.94965e-05	0.00018185	0.000232489
0.999997	2.51189e-06	10.0764	5.00049	6.94006e-10	1.92192e-05	0.000210323	0.000268891
0.999997	3.16228e-06	9.9309	5.0003	6.94158e-10	3.78834e-05	0.000243255	0.000310992
0.999996	3.98107e-06	9.7854	5.00012	6.94308e-10	3.73283e-05	0.000281342	0.000359685
