# Filename: vlt_ThermStates_lmax100_A_Cc0.225.dat
# Source: vlt_ThermStates.c
# Source version: 5 (2011 Mar 01 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, A=41.3417022403997549418
# Parameter values: N=3, Kthresh=5, dl=0.0001, lmax=100
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	13.5354	5.00004	2.80653e-10	1.00847e-07	6.61644e-06	9.12309e-06
1	1.25893e-08	13.3907	5.0002	2.80594e-10	1.99537e-07	7.64681e-06	1.05438e-05
1	1.58489e-08	13.246	5.00045	2.805e-10	1.97381e-07	8.8378e-06	1.2186e-05
1	1.99526e-08	13.1012	5.00027	2.80568e-10	1.95223e-07	1.02144e-05	1.40842e-05
1	2.51189e-08	12.9564	5.00015	2.80614e-10	3.86131e-07	1.18056e-05	1.62782e-05
1	3.16228e-08	12.8116	5.00007	2.80642e-10	3.81815e-07	1.36449e-05	1.88142e-05
1	3.98107e-08	12.6668	5.00004	2.80656e-10	3.775e-07	1.57707e-05	2.17455e-05
1	5.01187e-08	12.522	5.00003	2.80658e-10	7.46369e-07	1.82279e-05	2.51336e-05
1	6.30957e-08	12.3772	5.00005	2.80652e-10	7.37739e-07	2.10681e-05	2.90497e-05
1	7.94328e-08	12.2324	5.00008	2.80639e-10	7.29108e-07	2.43508e-05	3.35761e-05
1	1e-07	12.0876	5.00013	2.8062e-10	1.44095e-06	2.81451e-05	3.8808e-05
1	1.25893e-07	11.9428	5.00019	2.80596e-10	1.42369e-06	3.25308e-05	4.48551e-05
1	1.58489e-07	11.798	5.00026	2.80569e-10	1.40643e-06	3.75999e-05	5.18446e-05
1	1.99526e-07	11.6532	5.00034	2.80539e-10	2.77834e-06	4.34589e-05	5.99234e-05
1	2.51189e-07	11.5084	5.00043	2.80507e-10	2.74382e-06	5.02311e-05	6.92612e-05
1	3.16228e-07	11.3635	5.00001	2.80664e-10	2.70927e-06	5.80585e-05	8.0054e-05
1	3.98107e-07	11.2187	5.00011	2.80629e-10	5.34949e-06	6.71058e-05	9.25288e-05
0.999999	5.01187e-07	11.0739	5.0002	2.80592e-10	5.28045e-06	7.75629e-05	0.000106948
0.999999	6.30957e-07	10.9291	5.0003	2.80555e-10	5.2114e-06	8.96496e-05	0.000123613
