# Filename: vlt_ThermStates_lmax100_A_Cc0.195.dat
# Source: vlt_ThermStates.c
# Source version: 5 (2011 Mar 01 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, A=41.3417022403997549418
# Parameter values: N=3, Kthresh=5, dl=0.0001, lmax=100
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	13.5838	5.00011	1.0915e-09	1.01207e-07	6.30391e-06	7.73813e-06
1	1.25893e-08	13.4381	5.00004	1.09158e-09	2.00243e-07	7.29258e-06	8.95174e-06
1	1.58489e-08	13.2924	5.00009	1.09152e-09	1.98072e-07	8.43649e-06	1.03559e-05
1	1.99526e-08	13.1467	5.00023	1.09137e-09	1.95901e-07	9.76001e-06	1.19805e-05
1	2.51189e-08	13.001	5.00043	1.09113e-09	3.8746e-07	1.12913e-05	1.38602e-05
1	3.16228e-08	12.8552	5.00019	1.09141e-09	3.83115e-07	1.3063e-05	1.6035e-05
1	3.98107e-08	12.7095	5.00049	1.09106e-09	3.78773e-07	1.51129e-05	1.85512e-05
1	5.01187e-08	12.5637	5.00033	1.09124e-09	7.48855e-07	1.74845e-05	2.14624e-05
1	6.30957e-08	12.4179	5.0002	1.0914e-09	7.40165e-07	2.02284e-05	2.48306e-05
1	7.94328e-08	12.2721	5.00009	1.09153e-09	7.31474e-07	2.3403e-05	2.87275e-05
1	1e-07	12.1264	5.00049	1.09106e-09	1.44558e-06	2.7076e-05	3.32361e-05
1	1.25893e-07	11.9806	5.00041	1.09115e-09	1.4282e-06	3.13255e-05	3.84524e-05
1	1.58489e-07	11.8348	5.00034	1.09123e-09	1.41082e-06	3.62419e-05	4.44874e-05
1	1.99526e-07	11.689	5.00028	1.0913e-09	2.78687e-06	4.19301e-05	5.14698e-05
1	2.51189e-07	11.5432	5.00023	1.09136e-09	2.75211e-06	4.85112e-05	5.95481e-05
1	3.16228e-07	11.3974	5.00018	1.09142e-09	2.71735e-06	5.61252e-05	6.88944e-05
1	3.98107e-07	11.2516	5.00014	1.09147e-09	5.36518e-06	6.49343e-05	7.97077e-05
0.999999	5.01187e-07	11.1058	5.0001	1.09151e-09	5.29566e-06	7.51261e-05	9.22183e-05
0.999999	6.30957e-07	10.96	5.00006	1.09155e-09	5.22614e-06	8.69177e-05	0.000106692
0.999999	7.94328e-07	10.8142	5.00003	1.09159e-09	1.03132e-05	0.00010056	0.000123439
0.999999	1e-06	10.6685	5.0005	1.09105e-09	1.01743e-05	0.000116344	0.000142813
0.999999	1.25893e-06	10.5227	5.00047	1.09108e-09	1.00352e-05	0.000134605	0.000165229
0.999998	1.58489e-06	10.3769	5.00044	1.09112e-09	1.97924e-05	0.000155732	0.000191163
0.999998	1.99526e-06	10.2311	5.00041	1.09115e-09	1.95143e-05	0.000180175	0.000221167
0.999997	2.51189e-06	10.0853	5.00039	1.09118e-09	1.92362e-05	0.000208456	0.000255881
0.999997	3.16228e-06	9.9395	5.00036	1.09121e-09	3.79162e-05	0.000241174	0.000296044
0.999996	3.98107e-06	9.7937	5.00034	1.09124e-09	3.736e-05	0.000279029	0.00034251
0.999995	5.01187e-06	9.6479	5.00032	1.09126e-09	3.68038e-05	0.000322825	0.00039627
0.999994	6.30957e-06	9.5021	5.0003	1.09129e-09	7.24953e-05	0.000373496	0.000458468
0.999992	7.94328e-06	9.3563	5.00028	1.09131e-09	7.13829e-05	0.00043212	0.000530429
0.99999	1e-05	9.2105	5.00026	1.09133e-09	7.02705e-05	0.000499946	0.000613684
0.999987	1.25893e-05	9.0647	5.00025	1.09134e-09	0.000138316	0.000578419	0.000710008
0.999984	1.58489e-05	8.9189	5.00024	1.09135e-09	0.000136092	0.000669209	0.00082145
0.99998	1.99526e-05	8.7731	5.00024	1.09136e-09	0.000133867	0.000774251	0.000950383
0.999975	2.51189e-05	8.6273	5.00024	1.09135e-09	0.000263284	0.000895781	0.00109955
0.999968	3.16228e-05	8.4815	5.00025	1.09134e-09	0.000258835	0.00103639	0.00127214
0.99996	3.98107e-05	8.3357	5.00026	1.09132e-09	0.000254385	0.00119907	0.00147181
0.99995	5.01187e-05	8.1899	5.00029	1.09129e-09	0.000499872	0.00138729	0.00170283
0.999937	6.30957e-05	8.0441	5.00034	1.09124e-09	0.000490973	0.00160506	0.00197011
0.999921	7.94328e-05	7.8983	5.0004	1.09117e-09	0.000482074	0.00185702	0.00227933
0.9999	0.0001	7.7525	5.00048	1.09107e-09	0.00094635	0.00214854	0.0026371
0.999874	0.000125893	7.6066	5.0001	1.09152e-09	0.00092854	0.00248585	0.00305102
0.999842	0.000158489	7.4608	5.00025	1.09134e-09	0.000910742	0.00287612	0.00352992
0.9998	0.000199526	7.315	5.00045	1.09112e-09	0.00178589	0.0033277	0.00408398
0.999749	0.000251189	7.1691	5.0002	1.09141e-09	0.00175027	0.00385023	0.00472502
0.999684	0.000316228	7.0232	5.00003	1.09161e-09	0.00171465	0.00445488	0.00546669
0.999602	0.000398107	6.8774	5.00045	1.09113e-09	0.00335811	0.00515457	0.00632478
0.999499	0.000501187	6.7315	5.00049	1.0911e-09	0.00328687	0.00596429	0.00731758
0.999369	0.000630957	6.5855	5.00017	1.09148e-09	0.00321558	0.00690142	0.00846624
0.999206	0.000794328	6.4395	5.00004	1.09166e-09	0.00628857	0.00798609	0.00979524
0.999	0.001	6.2935	5.00014	1.09157e-09	0.006146	0.00924166	0.0113329
0.998741	0.00125893	6.1474	5.00004	1.09174e-09	0.00600332	0.0106953	0.013112
0.998415	0.00158489	6.0013	5.00031	1.0915e-09	0.0117213	0.0123784	0.0151706
0.998005	0.00199526	5.855	5.00005	1.0919e-09	0.0114355	0.0143278	0.0175525
0.997488	0.00251189	5.7087	5.00039	1.09166e-09	0.0111498	0.0165862	0.0203086
0.996838	0.00316228	5.5622	5.00048	1.09177e-09	0.0217273	0.0192034	0.0234979
0.996019	0.00398107	5.4154	5.00003	1.09261e-09	0.0211539	0.0222379	0.0271887
0.994988	0.00501187	5.2685	5.0003	1.09277e-09	0.0205801	0.0257582	0.03146
0.99369	0.00630957	5.1212	5.00011	1.09368e-09	0.0400094	0.0298449	0.0364039
0.992057	0.00794328	4.9736	5.00037	1.09436e-09	0.0388563	0.0345936	0.0421268
