# Filename: 3Dvlt_macro_cp_extra_BareValues_T0.3_Output29.dat
# Source: 3Dvlt_macro_cp_extra.c
# Source version: 1 (2011 Oct 28 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6, R=8.31447
# Parameter values: N=3, Kthresh=5, DK0=5e-07, dl=0.0001
# P	Cc	K0c	T	T/Tc	1-T/Tc	l	K0	y0	e0	U0/kB	a0	a0(P)/a0(0)
0	 1.10632942839817	 0.29538951067061	0.3	0.138026589760853	0.861973410239147	0	 2.14009134893796	7.10434279457781e-11	0	 7.01031892940027	 2.42858256735096	                1
2.53313	 1.03280678021075	0.308610836254864	0.3	0.139675137366003	0.860324862633997	0	 2.20949012168275	1.65474483995078e-10	0	 6.75666123247619	 2.43851511023055	 1.00408985183914
5.06625	0.963811435171926	0.322550071407628	0.3	0.141467211063529	0.858532788936471	0	 2.28003414347923	3.80824500485327e-10	0	 6.50660474267137	 2.45713358518144	 1.01175624753892
7.59938	0.899037373713034	0.337267195326344	0.3	0.143414578090666	0.856585421909334	0	 2.35169394782952	8.66189672917888e-10	0	 6.26007516285082	  2.4823893572001	 1.02215563537864
10.1325	0.838186490043836	0.352833451461462	0.3	0.145529961664618	0.854470038335382	0	 2.42447292245281	1.94769403179313e-09	0	 6.01698591357916	 2.51273573727786	 1.03465114633459
12.6656	0.780969118936599	0.369334358088313	0.3	0.147827193217155	0.852172806782845	0	 2.49841960772244	4.33103541812918e-09	0	 5.77723775907885	  2.5470361092045	 1.04877476411385
15.1988	0.727118555504325	0.386868708988648	0.3	0.150321385074919	0.849678614925081	0	 2.57361059303595	9.52650165739515e-09	0	 5.54075648221202	 2.58448525374156	 1.06419492937424
17.7319	0.676402747916216	0.405545939114024	0.3	0.153029127344819	0.846970872655181	0	 2.65012253647773	2.07284018426186e-08	0	 5.30752830222326	 2.62454845134538	    1.08069146449
20.265	0.628625944372066	0.425484419386825	0.3	 0.15596871355254	 0.84403128644746	0	 2.72801134083532	4.46071440549969e-08	0	 5.07761154304279	 2.66692620476939	 1.09814104763109
22.7981	0.583620041108912	0.446813016248088	0.3	0.159160400547219	0.840839599452781	0	 2.80731271542339	9.49040972491418e-08	0	 4.85111968736324	 2.71155115232075	 1.11651594175711
25.3313	0.541229882352637	0.469677478874956	0.3	0.162626709374086	0.837373290625914	0	 2.88807097359739	1.99534152019456e-07	0	 4.62818412816001	 2.75861858022009	 1.13589655847243
