# Filename: vlt_ThermStates_lmax100_A_Cc0.20.dat
# Source: vlt_ThermStates.c
# Source version: 6 (2011 Mar 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=82.6834044807995098836, THETA=0.6
# Parameter values: N=3, Kthresh=5, dl=0.0001, lmax=100
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	2.8371	5.00016	7.41846e-10	2.1138e-08	0.292986	0.243135
1	1.25893e-08	2.8371	5.00016	7.41846e-10	4.22761e-08	0.292986	0.243135
1	1.58489e-08	2.8371	5.00016	7.41846e-10	4.22761e-08	0.292986	0.243135
1	1.99526e-08	2.8371	5.00016	7.41846e-10	4.22761e-08	0.292986	0.243135
1	2.51189e-08	2.8371	5.00016	7.41846e-10	8.45522e-08	0.292986	0.243135
1	3.16228e-08	2.8371	5.00016	7.41846e-10	8.45522e-08	0.292986	0.243135
1	3.98107e-08	2.8371	5.00016	7.41845e-10	8.45522e-08	0.292986	0.243135
1	5.01187e-08	2.8371	5.00016	7.41845e-10	1.69104e-07	0.292986	0.243135
1	6.30957e-08	2.8371	5.00016	7.41845e-10	1.69104e-07	0.292986	0.243135
1	7.94328e-08	2.8371	5.00016	7.41845e-10	1.69104e-07	0.292986	0.243135
1	1e-07	2.8371	5.00016	7.41844e-10	3.38209e-07	0.292986	0.243135
1	1.25893e-07	2.8371	5.00016	7.41844e-10	3.38209e-07	0.292986	0.243135
1	1.58489e-07	2.8371	5.00017	7.41843e-10	3.38209e-07	0.292986	0.243135
1	1.99526e-07	2.8371	5.00017	7.41842e-10	6.76417e-07	0.292986	0.243135
1	2.51189e-07	2.8371	5.00017	7.41841e-10	6.76417e-07	0.292987	0.243135
1	3.16228e-07	2.8371	5.00017	7.4184e-10	6.76417e-07	0.292987	0.243135
1	3.98107e-07	2.8371	5.00017	7.41838e-10	1.35283e-06	0.292987	0.243135
0.999999	5.01187e-07	2.8371	5.00018	7.41836e-10	1.35283e-06	0.292987	0.243135
0.999999	6.30957e-07	2.8371	5.00018	7.41834e-10	1.35283e-06	0.292987	0.243135
0.999999	7.94328e-07	2.8371	5.00018	7.41831e-10	2.70567e-06	0.292988	0.243136
0.999999	1e-06	2.8371	5.00019	7.41827e-10	2.70567e-06	0.292988	0.243136
0.999999	1.25893e-06	2.8371	5.0002	7.41821e-10	2.70567e-06	0.292988	0.243136
0.999998	1.58489e-06	2.8371	5.00021	7.41815e-10	5.41134e-06	0.292989	0.243136
0.999998	1.99526e-06	2.8371	5.00022	7.41807e-10	5.41134e-06	0.29299	0.243137
0.999997	2.51189e-06	2.8371	5.00024	7.41797e-10	5.41134e-06	0.292991	0.243138
0.999997	3.16228e-06	2.8371	5.00025	7.41784e-10	1.08227e-05	0.292992	0.243138
0.999996	3.98107e-06	2.8371	5.00028	7.41768e-10	1.08227e-05	0.292993	0.243139
0.999995	5.01187e-06	2.8371	5.00031	7.41748e-10	1.08227e-05	0.292995	0.243141
0.999994	6.30957e-06	2.8371	5.00035	7.41722e-10	2.16454e-05	0.292997	0.243142
0.999992	7.94328e-06	2.8371	5.0004	7.4169e-10	2.16454e-05	0.293	0.243144
0.99999	1e-05	2.8371	5.00046	7.4165e-10	2.16454e-05	0.293004	0.243147
0.999987	1.25893e-05	2.837	5.00003	7.42011e-10	4.32892e-05	0.293008	0.24315
