# Filename: vlt_ThermStates_lmax100_A_Cc1.02.dat
# Source: vlt_ThermStates.c
# Source version: 6 (2011 Mar 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=82.6834044807995098836, THETA=0.6
# Parameter values: N=3, Kthresh=5, dl=0.0001, lmax=100
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	2.8613	5.00014	2.57568e-26	2.13183e-08	0.28598	0.801171
1	1.25893e-08	2.8613	5.00014	2.57568e-26	4.26367e-08	0.28598	0.801171
1	1.58489e-08	2.8613	5.00014	2.57568e-26	4.26367e-08	0.28598	0.801171
1	1.99526e-08	2.8613	5.00014	2.57568e-26	4.26367e-08	0.28598	0.801171
1	2.51189e-08	2.8613	5.00014	2.57568e-26	8.52734e-08	0.28598	0.801171
1	3.16228e-08	2.8613	5.00014	2.57567e-26	8.52734e-08	0.28598	0.801171
1	3.98107e-08	2.8613	5.00014	2.57567e-26	8.52734e-08	0.28598	0.801171
1	5.01187e-08	2.8613	5.00014	2.57567e-26	1.70547e-07	0.28598	0.801171
1	6.30957e-08	2.8613	5.00014	2.57567e-26	1.70547e-07	0.28598	0.801171
1	7.94328e-08	2.8613	5.00014	2.57566e-26	1.70547e-07	0.28598	0.801171
1	1e-07	2.8613	5.00014	2.57566e-26	3.41094e-07	0.28598	0.801172
1	1.25893e-07	2.8613	5.00014	2.57565e-26	3.41094e-07	0.28598	0.801172
1	1.58489e-07	2.8613	5.00014	2.57564e-26	3.41094e-07	0.28598	0.801172
1	1.99526e-07	2.8613	5.00014	2.57563e-26	6.82187e-07	0.28598	0.801172
1	2.51189e-07	2.8613	5.00014	2.57562e-26	6.82187e-07	0.28598	0.801172
1	3.16228e-07	2.8613	5.00014	2.57561e-26	6.82187e-07	0.28598	0.801172
1	3.98107e-07	2.8613	5.00015	2.57559e-26	1.36437e-06	0.28598	0.801172
0.999999	5.01187e-07	2.8613	5.00015	2.57556e-26	1.36437e-06	0.28598	0.801172
0.999999	6.30957e-07	2.8613	5.00015	2.57553e-26	1.36437e-06	0.28598	0.801172
0.999999	7.94328e-07	2.8613	5.00015	2.5755e-26	2.72875e-06	0.28598	0.801172
0.999999	1e-06	2.8613	5.00015	2.57545e-26	2.72875e-06	0.28598	0.801172
0.999999	1.25893e-06	2.8613	5.00015	2.57539e-26	2.72875e-06	0.285981	0.801172
0.999998	1.58489e-06	2.8613	5.00016	2.57531e-26	5.4575e-06	0.285981	0.801173
0.999998	1.99526e-06	2.8613	5.00016	2.57522e-26	5.4575e-06	0.285981	0.801173
0.999997	2.51189e-06	2.8613	5.00017	2.57509e-26	5.4575e-06	0.285981	0.801173
0.999997	3.16228e-06	2.8613	5.00017	2.57494e-26	1.0915e-05	0.285982	0.801174
0.999996	3.98107e-06	2.8613	5.00018	2.57475e-26	1.0915e-05	0.285982	0.801175
0.999995	5.01187e-06	2.8613	5.00019	2.57451e-26	1.0915e-05	0.285983	0.801176
0.999994	6.30957e-06	2.8613	5.00021	2.57421e-26	2.183e-05	0.285984	0.801177
