# Filename: vlt_ThermStates_lmax100_A_Cc1.20.dat
# Source: vlt_ThermStates.c
# Source version: 6 (2011 Mar 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=82.6834044807995098836, THETA=0.6
# Parameter values: N=3, Kthresh=5, dl=0.0001, lmax=100
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	2.9208	5.00034	4.69797e-30	2.17617e-08	0.269471	0.844359
1	1.25893e-08	2.9208	5.00034	4.69797e-30	4.35233e-08	0.269471	0.844359
1	1.58489e-08	2.9208	5.00034	4.69796e-30	4.35233e-08	0.269471	0.844359
1	1.99526e-08	2.9208	5.00034	4.69796e-30	4.35233e-08	0.269471	0.844359
1	2.51189e-08	2.9208	5.00034	4.69796e-30	8.70466e-08	0.269471	0.844359
1	3.16228e-08	2.9208	5.00034	4.69796e-30	8.70466e-08	0.269471	0.844359
1	3.98107e-08	2.9208	5.00034	4.69795e-30	8.70466e-08	0.269471	0.844359
1	5.01187e-08	2.9208	5.00034	4.69795e-30	1.74093e-07	0.269471	0.844359
1	6.30957e-08	2.9208	5.00034	4.69794e-30	1.74093e-07	0.269471	0.844359
1	7.94328e-08	2.9208	5.00034	4.69793e-30	1.74093e-07	0.269471	0.844359
1	1e-07	2.9208	5.00034	4.69793e-30	3.48186e-07	0.269471	0.844359
1	1.25893e-07	2.9208	5.00035	4.69791e-30	3.48186e-07	0.269471	0.844359
1	1.58489e-07	2.9208	5.00035	4.6979e-30	3.48186e-07	0.269471	0.844359
1	1.99526e-07	2.9208	5.00035	4.69788e-30	6.96373e-07	0.269471	0.844359
1	2.51189e-07	2.9208	5.00035	4.69786e-30	6.96373e-07	0.269471	0.844359
1	3.16228e-07	2.9208	5.00035	4.69783e-30	6.96373e-07	0.269471	0.844359
1	3.98107e-07	2.9208	5.00035	4.69779e-30	1.39275e-06	0.269472	0.844359
0.999999	5.01187e-07	2.9208	5.00035	4.69774e-30	1.39275e-06	0.269472	0.844359
