# Filename: vlt_ThermStates_lmax100_A_Cc0.99.dat
# Source: vlt_ThermStates.c
# Source version: 6 (2011 Mar 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=82.6834044807995098836, THETA=0.6
# Parameter values: N=3, Kthresh=5, dl=0.0001, lmax=100
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	2.8514	5.00022	1.07522e-25	2.12446e-08	0.28883	0.792566
1	1.25893e-08	2.8514	5.00022	1.07522e-25	4.24892e-08	0.28883	0.792566
1	1.58489e-08	2.8514	5.00022	1.07522e-25	4.24892e-08	0.28883	0.792566
1	1.99526e-08	2.8514	5.00022	1.07522e-25	4.24892e-08	0.28883	0.792566
1	2.51189e-08	2.8514	5.00022	1.07522e-25	8.49783e-08	0.28883	0.792566
1	3.16228e-08	2.8514	5.00022	1.07522e-25	8.49783e-08	0.28883	0.792566
1	3.98107e-08	2.8514	5.00022	1.07522e-25	8.49783e-08	0.28883	0.792566
1	5.01187e-08	2.8514	5.00022	1.07522e-25	1.69957e-07	0.28883	0.792566
1	6.30957e-08	2.8514	5.00022	1.07522e-25	1.69957e-07	0.28883	0.792566
1	7.94328e-08	2.8514	5.00022	1.07522e-25	1.69957e-07	0.28883	0.792566
1	1e-07	2.8514	5.00022	1.07521e-25	3.39913e-07	0.28883	0.792566
1	1.25893e-07	2.8514	5.00022	1.07521e-25	3.39913e-07	0.28883	0.792566
1	1.58489e-07	2.8514	5.00022	1.07521e-25	3.39913e-07	0.28883	0.792566
1	1.99526e-07	2.8514	5.00022	1.0752e-25	6.79827e-07	0.28883	0.792566
1	2.51189e-07	2.8514	5.00022	1.0752e-25	6.79827e-07	0.28883	0.792566
1	3.16228e-07	2.8514	5.00023	1.07519e-25	6.79827e-07	0.28883	0.792566
1	3.98107e-07	2.8514	5.00023	1.07518e-25	1.35965e-06	0.28883	0.792566
0.999999	5.01187e-07	2.8514	5.00023	1.07517e-25	1.35965e-06	0.28883	0.792566
0.999999	6.30957e-07	2.8514	5.00023	1.07516e-25	1.35965e-06	0.28883	0.792566
0.999999	7.94328e-07	2.8514	5.00023	1.07515e-25	2.71931e-06	0.28883	0.792566
0.999999	1e-06	2.8514	5.00023	1.07513e-25	2.71931e-06	0.28883	0.792566
0.999999	1.25893e-06	2.8514	5.00024	1.0751e-25	2.71931e-06	0.288831	0.792567
0.999998	1.58489e-06	2.8514	5.00024	1.07507e-25	5.43861e-06	0.288831	0.792567
0.999998	1.99526e-06	2.8514	5.00024	1.07503e-25	5.43861e-06	0.288831	0.792567
0.999997	2.51189e-06	2.8514	5.00025	1.07498e-25	5.43861e-06	0.288831	0.792568
0.999997	3.16228e-06	2.8514	5.00025	1.07492e-25	1.08772e-05	0.288832	0.792568
0.999996	3.98107e-06	2.8514	5.00026	1.07484e-25	1.08772e-05	0.288832	0.792569
0.999995	5.01187e-06	2.8514	5.00027	1.07474e-25	1.08772e-05	0.288833	0.79257
0.999994	6.30957e-06	2.8514	5.00029	1.07462e-25	2.17545e-05	0.288834	0.792571
0.999992	7.94328e-06	2.8514	5.0003	1.07446e-25	2.17545e-05	0.288835	0.792572
0.99999	1e-05	2.8514	5.00032	1.07426e-25	2.17545e-05	0.288836	0.792574
0.999987	1.25893e-05	2.8514	5.00035	1.07401e-25	4.35089e-05	0.288837	0.792576
0.999984	1.58489e-05	2.8514	5.00039	1.0737e-25	4.35089e-05	0.288839	0.792579
0.99998	1.99526e-05	2.8514	5.00043	1.07331e-25	4.35089e-05	0.288842	0.792582
0.999975	2.51189e-05	2.8514	5.00048	1.07281e-25	8.70178e-05	0.288845	0.792587
0.999968	3.16228e-05	2.8513	5.00005	1.07698e-25	8.70148e-05	0.288849	0.792592
0.99996	3.98107e-05	2.8513	5.00013	1.07619e-25	8.70148e-05	0.288853	0.792599
0.99995	5.01187e-05	2.8513	5.00024	1.0752e-25	0.00017403	0.28886	0.792607
0.999937	6.30957e-05	2.8513	5.00037	1.07395e-25	0.00017403	0.288867	0.792618
0.999921	7.94328e-05	2.8512	5.00004	1.07717e-25	0.000174023	0.288877	0.792632
0.9999	0.0001	2.8512	5.00025	1.0752e-25	0.000348047	0.288889	0.792649
0.999874	0.000125893	2.8511	5.00002	1.0775e-25	0.000348035	0.288905	0.792671
0.999842	0.000158489	2.8511	5.00035	1.07437e-25	0.000348035	0.288924	0.792698
0.9998	0.000199526	2.851	5.00027	1.07522e-25	0.000696045	0.288948	0.792732
0.999749	0.000251189	2.8509	5.0003	1.07504e-25	0.000696021	0.288979	0.792776
0.999684	0.000316228	2.8508	5.00047	1.07359e-25	0.000695996	0.289018	0.79283
0.999602	0.000398107	2.8506	5.00031	1.0753e-25	0.00139189	0.289066	0.792899
0.999499	0.000501187	2.8504	5.00037	1.07499e-25	0.0013918	0.289127	0.792985
0.999369	0.000630957	2.8501	5.00021	1.0769e-25	0.00139165	0.289205	0.793093
0.999206	0.000794328	2.8498	5.00038	1.07559e-25	0.00278301	0.289302	0.79323
0.999	0.001	2.8494	5.0005	1.07501e-25	0.00278262	0.289424	0.793402
0.998741	0.00125893	2.8488	5.00015	1.07892e-25	0.00278203	0.289578	0.793618
0.998415	0.00158489	2.8482	5.0005	1.07639e-25	0.00556289	0.289772	0.79389
0.998005	0.00199526	2.8473	5.00021	1.08019e-25	0.00556113	0.290016	0.794232
0.997488	0.00251189	2.8462	5	1.08341e-25	0.00555898	0.290323	0.794662
0.996838	0.00316228	2.8449	5.00016	1.08344e-25	0.0111129	0.29071	0.795202
0.996019	0.00398107	2.8432	5.00004	1.08662e-25	0.0111063	0.291197	0.795881
0.994988	0.00501187	2.8411	5.00008	1.0888e-25	0.011098	0.291812	0.796735
0.99369	0.00630957	2.8385	5.00032	1.08964e-25	0.0221758	0.292586	0.797806
0.992057	0.00794328	2.8352	5.00046	1.09231e-25	0.02215	0.293561	0.799149
