T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	14.2607	5.00045	6.75192e-06	-0.0533678	3.2038e-06	1.03385e-05
1	1.25893e-08	14.106	5.00026	6.75081e-06	-0.0533678	3.73968e-06	1.20677e-05
1	1.58489e-08	13.9513	5.00007	6.7497e-06	-0.0533678	4.36519e-06	1.40862e-05
1	1.99526e-08	13.7967	5.00038	6.7515e-06	-0.0533678	5.09533e-06	1.64423e-05
1	2.51189e-08	13.642	5.00019	6.7504e-06	-0.0533678	5.94759e-06	1.91925e-05
1	3.16228e-08	13.4874	5.0005	6.7522e-06	-0.0533678	6.9424e-06	2.24027e-05
1	3.98107e-08	13.3327	5.00031	6.75109e-06	-0.0533678	8.10361e-06	2.61498e-05
1	5.01187e-08	13.178	5.00012	6.74999e-06	-0.0533678	9.45905e-06	3.05237e-05
1	6.30957e-08	13.0234	5.00043	6.75179e-06	-0.0533677	1.10412e-05	3.56292e-05
1	7.94328e-08	12.8687	5.00024	6.75068e-06	-0.0533677	1.2888e-05	4.15887e-05
1	1e-07	12.714	5.00005	6.74958e-06	-0.0533677	1.50437e-05	4.8545e-05
1	1.25893e-07	12.5594	5.00035	6.75138e-06	-0.0533677	1.75599e-05	5.66648e-05
1	1.58489e-07	12.4047	5.00017	6.75027e-06	-0.0533677	2.04971e-05	6.61427e-05
1	1.99526e-07	12.2501	5.00047	6.75207e-06	-0.0533677	2.39255e-05	7.7206e-05
1	2.51189e-07	12.0954	5.00028	6.75097e-06	-0.0533677	2.79273e-05	9.01197e-05
1	3.16228e-07	11.9407	5.00009	6.74986e-06	-0.0533677	3.25985e-05	0.000105193
1	3.98107e-07	11.7861	5.0004	6.75167e-06	-0.0533676	3.80511e-05	0.000122788
0.999999	5.01187e-07	11.6314	5.00021	6.75056e-06	-0.0533676	4.44156e-05	0.000143326
0.999999	6.30957e-07	11.4767	5.00002	6.74946e-06	-0.0533676	5.18447e-05	0.0001673
0.999999	7.94328e-07	11.3221	5.00033	6.75126e-06	-0.0533675	6.05165e-05	0.000195283
0.999999	1e-06	11.1674	5.00015	6.75016e-06	-0.0533674	7.06387e-05	0.000227946
0.999999	1.25893e-06	11.0128	5.00046	6.75196e-06	-0.0533674	8.24539e-05	0.000266073
0.999998	1.58489e-06	10.8581	5.00027	6.75086e-06	-0.0533673	9.62454e-05	0.000310577
0.999998	1.99526e-06	10.7034	5.00008	6.74976e-06	-0.0533671	0.000112344	0.000362526
0.999997	2.51189e-06	10.5488	5.00039	6.75157e-06	-0.053367	0.000131135	0.000423163
0.999997	3.16228e-06	10.3941	5.0002	6.75047e-06	-0.0533668	0.000153069	0.000493942
0.999996	3.98107e-06	10.2394	5.00001	6.74937e-06	-0.0533665	0.000178672	0.00057656
0.999995	5.01187e-06	10.0848	5.00032	6.75118e-06	-0.0533662	0.000208557	0.000672997
0.999994	6.30957e-06	9.9301	5.00013	6.75009e-06	-0.0533658	0.000243441	0.000785564
0.999992	7.94328e-06	9.7755	5.00045	6.75191e-06	-0.0533652	0.00028416	0.00091696
0.99999	1e-05	9.6208	5.00026	6.75083e-06	-0.0533646	0.00033169	0.00107033
0.999987	1.25893e-05	9.4661	5.00008	6.74976e-06	-0.0533638	0.00038717	0.00124936
0.999984	1.58489e-05	9.3115	5.00039	6.7516e-06	-0.0533627	0.00045193	0.00145833
0.99998	1.99526e-05	9.1568	5.00021	6.75054e-06	-0.0533614	0.000527522	0.00170225
0.999975	2.51189e-05	9.0021	5.00003	6.74949e-06	-0.0533598	0.000615758	0.00198696
0.999968	3.16228e-05	8.8475	5.00035	6.75137e-06	-0.0533577	0.000718754	0.0023193
0.99996	3.98107e-05	8.6928	5.00018	6.75036e-06	-0.0533551	0.000838978	0.00270722
0.99995	5.01187e-05	8.5381	5.00001	6.74938e-06	-0.0533518	0.000979313	0.00316002
0.999937	6.30957e-05	8.3835	5.00035	6.75133e-06	-0.0533477	0.00114312	0.00368855
0.999921	7.94328e-05	8.2288	5.00019	6.75042e-06	-0.0533425	0.00133433	0.00430547
0.9999	0.0001	8.0741	5.00004	6.74955e-06	-0.0533359	0.00155753	0.00502555
0.999874	0.000125893	7.9195	5.0004	6.75166e-06	-0.0533277	0.00181807	0.00586605
0.999842	0.000158489	7.7648	5.00028	6.75094e-06	-0.0533173	0.00212219	0.00684709
0.9998	0.000199526	7.6101	5.00017	6.75031e-06	-0.0533043	0.0024772	0.00799217
0.999749	0.000251189	7.4554	5.00009	6.7498e-06	-0.0532879	0.0028916	0.00932868
0.999684	0.000316228	7.3007	5.00003	6.74945e-06	-0.0532673	0.00337535	0.0108886
0.999602	0.000398107	7.146	5.00001	6.7493e-06	-0.0532414	0.00394005	0.0127092
0.999499	0.000501187	6.9913	5.00002	6.74938e-06	-0.0532088	0.00459927	0.0148341
0.999369	0.000630957	6.8366	5.0001	6.74977e-06	-0.0531678	0.00536884	0.017314
0.999206	0.000794328	6.6819	5.00023	6.75053e-06	-0.0531164	0.00626726	0.020208
