T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	14.249	5.00042	6.75178e-06	-0.0550964	3.24149e-06	1.01294e-05
1	1.25893e-08	14.0943	5.00023	6.75067e-06	-0.0550964	3.78367e-06	1.18237e-05
1	1.58489e-08	13.9396	5.00004	6.74957e-06	-0.0550964	4.41654e-06	1.38013e-05
1	1.99526e-08	13.785	5.00035	6.75137e-06	-0.0550964	5.15527e-06	1.61098e-05
1	2.51189e-08	13.6303	5.00016	6.75026e-06	-0.0550964	6.01756e-06	1.88044e-05
1	3.16228e-08	13.4757	5.00047	6.75207e-06	-0.0550964	7.02407e-06	2.19496e-05
1	3.98107e-08	13.321	5.00028	6.75096e-06	-0.0550964	8.19894e-06	2.5621e-05
1	5.01187e-08	13.1663	5.00009	6.74985e-06	-0.0550964	9.57032e-06	2.99065e-05
1	6.30957e-08	13.0117	5.0004	6.75166e-06	-0.0550964	1.11711e-05	3.49087e-05
1	7.94328e-08	12.857	5.00021	6.75055e-06	-0.0550964	1.30396e-05	4.07476e-05
1	1e-07	12.7023	5.00002	6.74945e-06	-0.0550964	1.52207e-05	4.75632e-05
1	1.25893e-07	12.5477	5.00033	6.75125e-06	-0.0550964	1.77665e-05	5.55188e-05
1	1.58489e-07	12.393	5.00014	6.75014e-06	-0.0550964	2.07382e-05	6.48051e-05
1	1.99526e-07	12.2384	5.00045	6.75194e-06	-0.0550963	2.42069e-05	7.56446e-05
1	2.51189e-07	12.0837	5.00026	6.75084e-06	-0.0550963	2.82559e-05	8.82971e-05
1	3.16228e-07	11.929	5.00007	6.74973e-06	-0.0550963	3.2982e-05	0.000103066
1	3.98107e-07	11.7744	5.00038	6.75154e-06	-0.0550963	3.84987e-05	0.000120305
0.999999	5.01187e-07	11.6197	5.00019	6.75043e-06	-0.0550963	4.49381e-05	0.000140428
0.999999	6.30957e-07	11.465	5	6.74933e-06	-0.0550962	5.24547e-05	0.000163916
0.999999	7.94328e-07	11.3104	5.00031	6.75113e-06	-0.0550962	6.12284e-05	0.000191333
0.999999	1e-06	11.1557	5.00012	6.75003e-06	-0.0550961	7.14697e-05	0.000223336
0.999999	1.25893e-06	11.0011	5.00043	6.75183e-06	-0.055096	8.34239e-05	0.000260692
0.999998	1.58489e-06	10.8464	5.00024	6.75073e-06	-0.0550959	9.73777e-05	0.000304297
0.999998	1.99526e-06	10.6917	5.00005	6.74963e-06	-0.0550958	0.000113665	0.000355194
0.999997	2.51189e-06	10.5371	5.00036	6.75144e-06	-0.0550956	0.000132678	0.000414605
0.999997	3.16228e-06	10.3824	5.00018	6.75034e-06	-0.0550954	0.00015487	0.000483953
0.999996	3.98107e-06	10.2278	5.00049	6.75215e-06	-0.0550951	0.000180774	0.0005649
0.999995	5.01187e-06	10.0731	5.0003	6.75106e-06	-0.0550948	0.000211011	0.000659387
