T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	14.0733	5.00033	6.75124e-06	-0.0867204	3.86405e-06	6.51715e-06
1	1.25893e-08	13.9188	5.00006	6.74965e-06	-0.0867204	4.50938e-06	7.60559e-06
1	1.58489e-08	13.7643	5.00001	6.74936e-06	-0.0867204	5.26273e-06	8.8762e-06
1	1.99526e-08	13.6098	5.00013	6.7501e-06	-0.0867204	6.14215e-06	1.03594e-05
1	2.51189e-08	13.4553	5.0004	6.75165e-06	-0.0867204	7.16873e-06	1.20909e-05
1	3.16228e-08	13.3007	5.00028	6.75094e-06	-0.0867204	8.36707e-06	1.4112e-05
1	3.98107e-08	13.1461	5.00025	6.75075e-06	-0.0867204	9.76591e-06	1.64713e-05
1	5.01187e-08	12.9915	5.00028	6.75096e-06	-0.0867203	1.13988e-05	1.92253e-05
1	6.30957e-08	12.8369	5.00038	6.75151e-06	-0.0867203	1.33048e-05	2.244e-05
1	7.94328e-08	12.6822	5.00002	6.7494e-06	-0.0867203	1.55297e-05	2.61925e-05
1	1e-07	12.5276	5.00019	6.75041e-06	-0.0867203	1.81267e-05	3.05728e-05
1	1.25893e-07	12.373	5.00039	6.75158e-06	-0.0867203	2.11582e-05	3.56857e-05
1	1.58489e-07	12.2183	5.00011	6.74998e-06	-0.0867203	2.46967e-05	4.16539e-05
1	1.99526e-07	12.0637	5.00036	6.75138e-06	-0.0867203	2.88272e-05	4.86204e-05
1	2.51189e-07	11.909	5.00011	6.74996e-06	-0.0867203	3.36486e-05	5.67522e-05
1	3.16228e-07	11.7544	5.00038	6.75151e-06	-0.0867202	3.92764e-05	6.62441e-05
1	3.98107e-07	11.5997	5.00015	6.75021e-06	-0.0867202	4.58456e-05	7.73238e-05
0.999999	5.01187e-07	11.4451	5.00044	6.75186e-06	-0.0867201	5.35136e-05	9.02567e-05
0.999999	6.30957e-07	11.2904	5.00023	6.75063e-06	-0.0867201	6.24642e-05	0.000105353
0.999999	7.94328e-07	11.1357	5.00002	6.74942e-06	-0.08672	7.29119e-05	0.000122974
0.999999	1e-06	10.9811	5.00032	6.75115e-06	-0.0867199	8.51072e-05	0.000143543
0.999999	1.25893e-06	10.8264	5.00012	6.74999e-06	-0.0867198	9.93423e-05	0.000167552
0.999998	1.58489e-06	10.6718	5.00042	6.75175e-06	-0.0867196	0.000115958	0.000195577
0.999998	1.99526e-06	10.5171	5.00022	6.75061e-06	-0.0867194	0.000135354	0.000228289
0.999997	2.51189e-06	10.3624	5.00003	6.74949e-06	-0.0867192	0.000157994	0.000266474
0.999997	3.16228e-06	10.2078	5.00034	6.75128e-06	-0.0867189	0.00018442	0.000311044
0.999996	3.98107e-06	10.0531	5.00015	6.75017e-06	-0.0867185	0.000215267	0.000363071
0.999995	5.01187e-06	9.8985	5.00046	6.75198e-06	-0.0867181	0.000251273	0.000423799
0.999994	6.30957e-06	9.7438	5.00027	6.7509e-06	-0.0867174	0.000293302	0.000494684
0.999992	7.94328e-06	9.5891	5.00009	6.74982e-06	-0.0867167	0.000342361	0.000577426
0.99999	1e-05	9.4345	5.0004	6.75167e-06	-0.0867157	0.000399626	0.000674008
0.999987	1.25893e-05	9.2798	5.00022	6.75062e-06	-0.0867145	0.00046647	0.000786745
0.999984	1.58489e-05	9.1251	5.00005	6.74958e-06	-0.086713	0.000544495	0.000918338
0.99998	1.99526e-05	8.9705	5.00037	6.75148e-06	-0.0867111	0.000635571	0.00107194
0.999975	2.51189e-05	8.8158	5.0002	6.7505e-06	-0.0867088	0.000741881	0.00125124
0.999968	3.16228e-05	8.6611	5.00004	6.74955e-06	-0.0867057	0.000865976	0.00146052
0.99996	3.98107e-05	8.5065	5.00038	6.75155e-06	-0.086702	0.00101083	0.00170481
0.99995	5.01187e-05	8.3518	5.00024	6.7507e-06	-0.0866972	0.00117991	0.00198996
0.999937	6.30957e-05	8.1971	5.0001	6.74991e-06	-0.0866912	0.00137728	0.0023228
0.999921	7.94328e-05	8.0425	5.00048	6.75211e-06	-0.0866837	0.00160768	0.00271131
0.9999	0.0001	7.8878	5.00038	6.75151e-06	-0.0866742	0.00187661	0.0031648
0.999874	0.000125893	7.7331	5.00029	6.75104e-06	-0.0866622	0.00219055	0.00369415
0.999842	0.000158489	7.5784	5.00024	6.75073e-06	-0.0866472	0.00255702	0.00431202
0.9998	0.000199526	7.4237	5.00022	6.75064e-06	-0.0866283	0.00298482	0.00503323
0.999749	0.000251189	7.269	5.00025	6.75081e-06	-0.0866045	0.00348422	0.00587505
0.999684	0.000316228	7.1143	5.00034	6.75132e-06	-0.0865746	0.00406722	0.00685767
0.999602	0.000398107	6.9596	5.00049	6.75225e-06	-0.086537	0.00474785	0.0080046
0.999499	0.000501187	6.8048	5.00024	6.7508e-06	-0.0864897	0.00554247	0.00934333
0.999369	0.000630957	6.65	5.0001	6.75003e-06	-0.0864303	0.00647023	0.0109059
0.999206	0.000794328	6.4952	5.0001	6.75012e-06	-0.0863557	0.00755351	0.0127297
0.999	0.001	6.3404	5.00028	6.7513e-06	-0.086262	0.00881848	0.0148585
0.998741	0.00125893	6.1855	5.00019	6.75095e-06	-0.0861445	0.0102958	0.0173431
0.998415	0.00158489	6.0306	5.00039	6.75235e-06	-0.0859971	0.0120212	0.020243
0.998005	0.00199526	5.8756	5.00045	6.75308e-06	-0.0858124	0.0140368	0.0236275
