T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	14.2583	5	6.74934e-06	-0.053706	3.21122e-06	1.02974e-05
1	1.25893e-08	14.1037	5.00031	6.75114e-06	-0.053706	3.74833e-06	1.20198e-05
1	1.58489e-08	13.949	5.00012	6.75003e-06	-0.053706	4.37529e-06	1.40303e-05
1	1.99526e-08	13.7944	5.00043	6.75184e-06	-0.053706	5.10712e-06	1.6377e-05
1	2.51189e-08	13.6397	5.00024	6.75073e-06	-0.053706	5.96135e-06	1.91163e-05
1	3.16228e-08	13.485	5.00005	6.74962e-06	-0.053706	6.95847e-06	2.23137e-05
1	3.98107e-08	13.3304	5.00036	6.75142e-06	-0.053706	8.12236e-06	2.6046e-05
1	5.01187e-08	13.1757	5.00017	6.75032e-06	-0.053706	9.48094e-06	3.04025e-05
1	6.30957e-08	13.0211	5.00048	6.75212e-06	-0.053706	1.10667e-05	3.54878e-05
1	7.94328e-08	12.8664	5.00029	6.75101e-06	-0.053706	1.29178e-05	4.14236e-05
1	1e-07	12.7117	5.0001	6.74991e-06	-0.053706	1.50785e-05	4.83522e-05
1	1.25893e-07	12.5571	5.00041	6.75171e-06	-0.0537059	1.76006e-05	5.64397e-05
1	1.58489e-07	12.4024	5.00022	6.7506e-06	-0.0537059	2.05445e-05	6.588e-05
1	1.99526e-07	12.2477	5.00003	6.7495e-06	-0.0537059	2.39808e-05	7.68994e-05
1	2.51189e-07	12.0931	5.00034	6.7513e-06	-0.0537059	2.79919e-05	8.97618e-05
1	3.16228e-07	11.9384	5.00015	6.75019e-06	-0.0537059	3.2674e-05	0.000104776
1	3.98107e-07	11.7838	5.00046	6.752e-06	-0.0537059	3.81391e-05	0.000122301
0.999999	5.01187e-07	11.6291	5.00027	6.75089e-06	-0.0537058	4.45184e-05	0.000142757
0.999999	6.30957e-07	11.4744	5.00008	6.74979e-06	-0.0537058	5.19647e-05	0.000166635
0.999999	7.94328e-07	11.3198	5.00039	6.75159e-06	-0.0537057	6.06565e-05	0.000194507
0.999999	1e-06	11.1651	5.0002	6.75049e-06	-0.0537057	7.08021e-05	0.000227041
0.999999	1.25893e-06	11.0104	5.00001	6.74938e-06	-0.0537056	8.26447e-05	0.000265017
0.999998	1.58489e-06	10.8558	5.00032	6.75119e-06	-0.0537055	9.64682e-05	0.000309344
0.999998	1.99526e-06	10.7011	5.00013	6.75009e-06	-0.0537053	0.000112604	0.000361086
0.999997	2.51189e-06	10.5465	5.00044	6.7519e-06	-0.0537052	0.000131438	0.000421482
0.999997	3.16228e-06	10.3918	5.00026	6.7508e-06	-0.053705	0.000153423	0.000491981
0.999996	3.98107e-06	10.2371	5.00007	6.7497e-06	-0.0537047	0.000179085	0.000574271
0.999995	5.01187e-06	10.0825	5.00038	6.75151e-06	-0.0537044	0.00020904	0.000670325
0.999994	6.30957e-06	9.9278	5.00019	6.75042e-06	-0.053704	0.000244005	0.000782445
0.999992	7.94328e-06	9.7731	5	6.74934e-06	-0.0537034	0.000284818	0.000913318
0.99999	1e-05	9.6185	5.00032	6.75116e-06	-0.0537028	0.000332458	0.00106608
0.999987	1.25893e-05	9.4638	5.00013	6.75009e-06	-0.053702	0.000388066	0.0012444
0.999984	1.58489e-05	9.3092	5.00045	6.75193e-06	-0.0537009	0.000452976	0.00145253
0.99998	1.99526e-05	9.1545	5.00027	6.75087e-06	-0.0536996	0.000528743	0.00169549
0.999975	2.51189e-05	8.9998	5.00009	6.74983e-06	-0.0536979	0.000617183	0.00197907
0.999968	3.16228e-05	8.8452	5.00041	6.75171e-06	-0.0536959	0.000720417	0.00231009
0.99996	3.98107e-05	8.6905	5.00024	6.7507e-06	-0.0536932	0.00084092	0.00269647
0.99995	5.01187e-05	8.5358	5.00007	6.74972e-06	-0.05369	0.000981579	0.00314747
0.999937	6.30957e-05	8.3812	5.00041	6.75167e-06	-0.0536858	0.00114577	0.0036739
0.999921	7.94328e-05	8.2265	5.00025	6.75076e-06	-0.0536806	0.00133742	0.00428837
0.9999	0.0001	8.0718	5.0001	6.7499e-06	-0.053674	0.00156114	0.0050056
0.999874	0.000125893	7.9172	5.00046	6.75201e-06	-0.0536657	0.00182228	0.00584276
0.999842	0.000158489	7.7625	5.00034	6.75129e-06	-0.0536553	0.0021271	0.00681991
0.9998	0.000199526	7.6078	5.00024	6.75067e-06	-0.0536422	0.00248293	0.00796043
0.999749	0.000251189	7.4531	5.00015	6.75017e-06	-0.0536258	0.0028983	0.00929164
0.999684	0.000316228	7.2984	5.00009	6.74983e-06	-0.053605	0.00338317	0.0108454
0.999602	0.000398107	7.1437	5.00007	6.74969e-06	-0.053579	0.00394918	0.0126588
0.999499	0.000501187	6.989	5.00009	6.74979e-06	-0.0535462	0.00460993	0.0147752
0.999369	0.000630957	6.8343	5.00017	6.75019e-06	-0.0535051	0.00538128	0.0172453
0.999206	0.000794328	6.6796	5.00031	6.75098e-06	-0.0534534	0.00628179	0.0201278
0.999	0.001	6.5248	5.00004	6.74934e-06	-0.0533884	0.00733312	0.0234916
0.998741	0.00125893	6.3701	5.00038	6.7512e-06	-0.0533069	0.00856059	0.0274167
0.998415	0.00158489	6.2153	5.00035	6.75088e-06	-0.0532047	0.00999378	0.0319963
0.998005	0.00199526	6.0605	5.00049	6.75149e-06	-0.0530766	0.0116673	0.0373389
0.997488	0.00251189	5.9056	5.00034	6.75032e-06	-0.0529161	0.0136217	0.0435709
0.996838	0.00316228	5.7507	5.00046	6.75055e-06	-0.0527154	0.0159042	0.0508389
0.996019	0.00398107	5.5957	5.00041	6.74959e-06	-0.0524646	0.0185705	0.0593131
0.994988	0.00501187	5.4406	5.00028	6.74782e-06	-0.0521517	0.0216856	0.0691908
0.99369	0.00630957	5.2854	5.00017	6.74571e-06	-0.0517621	0.0253259	0.0807001
0.992057	0.00794328	5.1301	5.00021	6.74378e-06	-0.051278	0.0295811	0.0941042
