T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	14.2513	5.00009	6.74983e-06	-0.054743	3.23383e-06	1.0172e-05
1	1.25893e-08	14.0967	5.0004	6.75163e-06	-0.054743	3.77473e-06	1.18734e-05
1	1.58489e-08	13.942	5.00021	6.75052e-06	-0.054743	4.4061e-06	1.38593e-05
1	1.99526e-08	13.7873	5.00002	6.74942e-06	-0.054743	5.14308e-06	1.61775e-05
1	2.51189e-08	13.6327	5.00033	6.75122e-06	-0.054743	6.00333e-06	1.88834e-05
1	3.16228e-08	13.478	5.00014	6.75011e-06	-0.054743	7.00746e-06	2.20419e-05
1	3.98107e-08	13.3234	5.00045	6.75191e-06	-0.054743	8.17956e-06	2.57287e-05
1	5.01187e-08	13.1687	5.00026	6.75081e-06	-0.054743	9.5477e-06	3.00322e-05
1	6.30957e-08	13.014	5.00007	6.7497e-06	-0.054743	1.11447e-05	3.50555e-05
1	7.94328e-08	12.8594	5.00038	6.7515e-06	-0.054743	1.30088e-05	4.0919e-05
1	1e-07	12.7047	5.00019	6.7504e-06	-0.054743	1.51847e-05	4.77632e-05
1	1.25893e-07	12.5501	5.0005	6.7522e-06	-0.054743	1.77245e-05	5.57522e-05
1	1.58489e-07	12.3954	5.00031	6.75109e-06	-0.054743	2.06892e-05	6.50775e-05
1	1.99526e-07	12.2407	5.00012	6.74999e-06	-0.054743	2.41497e-05	7.59626e-05
1	2.51189e-07	12.0861	5.00043	6.75179e-06	-0.054743	2.81891e-05	8.86684e-05
1	3.16228e-07	11.9314	5.00024	6.75069e-06	-0.0547429	3.2904e-05	0.000103499
1	3.98107e-07	11.7767	5.00005	6.74958e-06	-0.0547429	3.84077e-05	0.000120811
0.999999	5.01187e-07	11.6221	5.00036	6.75138e-06	-0.0547429	4.48319e-05	0.000141018
0.999999	6.30957e-07	11.4674	5.00017	6.75028e-06	-0.0547428	5.23306e-05	0.000164605
0.999999	7.94328e-07	11.3128	5.00048	6.75208e-06	-0.0547428	6.10836e-05	0.000192138
0.999999	1e-06	11.1581	5.00029	6.75098e-06	-0.0547427	7.13007e-05	0.000224275
0.999999	1.25893e-06	11.0034	5.0001	6.74988e-06	-0.0547426	8.32267e-05	0.000261788
0.999998	1.58489e-06	10.8488	5.00041	6.75168e-06	-0.0547425	9.71474e-05	0.000305576
0.999998	1.99526e-06	10.6941	5.00022	6.75058e-06	-0.0547424	0.000113397	0.000356687
0.999997	2.51189e-06	10.5394	5.00003	6.74948e-06	-0.0547422	0.000132364	0.000416348
0.999997	3.16228e-06	10.3848	5.00034	6.75129e-06	-0.054742	0.000154503	0.000485988
0.999996	3.98107e-06	10.2301	5.00015	6.75019e-06	-0.0547418	0.000180346	0.000567275
0.999995	5.01187e-06	10.0755	5.00046	6.75201e-06	-0.0547414	0.000210512	0.000662159
0.999994	6.30957e-06	9.9208	5.00028	6.75092e-06	-0.054741	0.000245723	0.000772914
0.999992	7.94328e-06	9.7661	5.00009	6.74983e-06	-0.0547405	0.000286823	0.000902193
0.99999	1e-05	9.6115	5.0004	6.75166e-06	-0.0547398	0.000334799	0.0010531
0.999987	1.25893e-05	9.4568	5.00022	6.75059e-06	-0.054739	0.000390799	0.00122924
