T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	14.0337	5.00024	6.75072e-06	-0.0958518	4.02006e-06	5.50579e-06
1	1.25893e-08	13.8793	5.00025	6.75079e-06	-0.0958518	4.69125e-06	6.42504e-06
1	1.58489e-08	13.7248	5.00003	6.74951e-06	-0.0958518	5.4748e-06	7.49817e-06
1	1.99526e-08	13.5703	5.00003	6.74946e-06	-0.0958518	6.38948e-06	8.7509e-06
1	2.51189e-08	13.4158	5.00018	6.75039e-06	-0.0958518	7.45724e-06	1.02133e-05
1	3.16228e-08	13.2613	5.00048	6.75209e-06	-0.0958518	8.70366e-06	1.19204e-05
1	3.98107e-08	13.1067	5.00038	6.75151e-06	-0.0958518	1.01586e-05	1.3913e-05
1	5.01187e-08	12.9521	5.00036	6.75141e-06	-0.0958518	1.1857e-05	1.62391e-05
1	6.30957e-08	12.7975	5.00041	6.75171e-06	-0.0958518	1.38396e-05	1.89544e-05
1	7.94328e-08	12.6428	5.00002	6.7494e-06	-0.0958518	1.61537e-05	2.21238e-05
1	1e-07	12.4882	5.00016	6.75026e-06	-0.0958518	1.88551e-05	2.58235e-05
1	1.25893e-07	12.3336	5.00034	6.7513e-06	-0.0958518	2.20082e-05	3.0142e-05
1	1.58489e-07	12.1789	5.00005	6.7496e-06	-0.0958518	2.56889e-05	3.51829e-05
1	1.99526e-07	12.0243	5.00028	6.75092e-06	-0.0958517	2.99852e-05	4.10671e-05
1	2.51189e-07	11.8696	5.00002	6.74944e-06	-0.0958517	3.50002e-05	4.79355e-05
1	3.16228e-07	11.715	5.00028	6.75094e-06	-0.0958517	4.0854e-05	5.59527e-05
1	3.98107e-07	11.5603	5.00005	6.7496e-06	-0.0958516	4.7687e-05	6.53111e-05
0.999999	5.01187e-07	11.4057	5.00033	6.75122e-06	-0.0958516	5.56629e-05	7.62347e-05
0.999999	6.30957e-07	11.251	5.00011	6.74996e-06	-0.0958515	6.49729e-05	8.89855e-05
