T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0
1	1e-08	14.201	5.00026	6.75082e-06	-0.0626494	3.40077e-06	9.23513e-06
1	1.25893e-08	14.0463	5.00007	6.74972e-06	-0.0626494	3.96959e-06	1.07798e-05
1	1.58489e-08	13.8917	5.00038	6.75152e-06	-0.0626494	4.63355e-06	1.25829e-05
1	1.99526e-08	13.737	5.00019	6.75041e-06	-0.0626494	5.40858e-06	1.46876e-05
1	2.51189e-08	13.5824	5.0005	6.75221e-06	-0.0626494	6.31323e-06	1.71442e-05
1	3.16228e-08	13.4277	5.00031	6.75111e-06	-0.0626494	7.36921e-06	2.00118e-05
1	3.98107e-08	13.273	5.00012	6.75e-06	-0.0626494	8.60181e-06	2.33591e-05
1	5.01187e-08	13.1184	5.00043	6.7518e-06	-0.0626494	1.00406e-05	2.72662e-05
1	6.30957e-08	12.9637	5.00024	6.7507e-06	-0.0626494	1.172e-05	3.18269e-05
1	7.94328e-08	12.809	5.00005	6.74959e-06	-0.0626494	1.36803e-05	3.71503e-05
1	1e-07	12.6544	5.00036	6.75139e-06	-0.0626494	1.59685e-05	4.33642e-05
1	1.25893e-07	12.4997	5.00017	6.75029e-06	-0.0626493	1.86395e-05	5.06174e-05
1	1.58489e-07	12.3451	5.00048	6.75209e-06	-0.0626493	2.17572e-05	5.90839e-05
1	1.99526e-07	12.1904	5.00029	6.75098e-06	-0.0626493	2.53964e-05	6.89664e-05
1	2.51189e-07	12.0357	5.0001	6.74988e-06	-0.0626493	2.96442e-05	8.0502e-05
1	3.16228e-07	11.8811	5.00041	6.75168e-06	-0.0626493	3.46026e-05	9.3967e-05
1	3.98107e-07	11.7264	5.00022	6.75058e-06	-0.0626492	4.03904e-05	0.000109684
0.999999	5.01187e-07	11.5717	5.00003	6.74947e-06	-0.0626492	4.71462e-05	0.00012803
0.999999	6.30957e-07	11.4171	5.00034	6.75128e-06	-0.0626492	5.50321e-05	0.000149445
0.999999	7.94328e-07	11.2624	5.00015	6.75017e-06	-0.0626491	6.42369e-05	0.000174442
0.999999	1e-06	11.1078	5.00046	6.75198e-06	-0.062649	7.49814e-05	0.00020362
0.999999	1.25893e-06	10.9531	5.00027	6.75088e-06	-0.0626489	8.75231e-05	0.000237678
0.999998	1.58489e-06	10.7984	5.00008	6.74978e-06	-0.0626488	0.000102162	0.000277432
0.999998	1.99526e-06	10.6438	5.00039	6.75158e-06	-0.0626487	0.000119251	0.000323837
0.999997	2.51189e-06	10.4891	5.0002	6.75048e-06	-0.0626485	0.000139197	0.000378002
0.999997	3.16228e-06	10.3344	5.00001	6.74939e-06	-0.0626482	0.000162479	0.000441228
0.999996	3.98107e-06	10.1798	5.00032	6.7512e-06	-0.062648	0.000189656	0.000515029
0.999995	5.01187e-06	10.0251	5.00014	6.75011e-06	-0.0626476	0.000221379	0.000601175
0.999994	6.30957e-06	9.8705	5.00045	6.75194e-06	-0.0626471	0.000258408	0.000701729
0.999992	7.94328e-06	9.7158	5.00027	6.75086e-06	-0.0626465	0.00030163	0.000819101
0.99999	1e-05	9.5611	5.00008	6.74978e-06	-0.0626458	0.000352082	0.000956106
0.999987	1.25893e-05	9.4065	5.0004	6.75162e-06	-0.0626449	0.000410973	0.00111603
0.999984	1.58489e-05	9.2518	5.00022	6.75057e-06	-0.0626437	0.000479715	0.00130269
0.99998	1.99526e-05	9.0971	5.00004	6.74953e-06	-0.0626422	0.000559955	0.00152058
0.999975	2.51189e-05	8.9425	5.00036	6.75141e-06	-0.0626403	0.000653616	0.00177492
0.999968	3.16228e-05	8.7878	5.00019	6.75041e-06	-0.062638	0.000762945	0.00207179
0.99996	3.98107e-05	8.6331	5.00002	6.74943e-06	-0.062635	0.000890562	0.00241832
0.99995	5.01187e-05	8.4785	5.00036	6.75139e-06	-0.0626313	0.00103953	0.0028228
0.999937	6.30957e-05	8.3238	5.0002	6.75049e-06	-0.0626267	0.00121341	0.00329493
0.999921	7.94328e-05	8.1691	5.00006	6.74964e-06	-0.0626208	0.00141638	0.00384602
0.9999	0.0001	8.0145	5.00042	6.75177e-06	-0.0626134	0.00165331	0.00448928
0.999874	0.000125893	7.8598	5.0003	6.75107e-06	-0.0626041	0.00192987	0.00524011
0.999842	0.000158489	7.7051	5.0002	6.75047e-06	-0.0625924	0.00225271	0.00611649
0.9998	0.000199526	7.5504	5.00012	6.75001e-06	-0.0625776	0.00262956	0.00713943
0.999749	0.000251189	7.3957	5.00007	6.74972e-06	-0.0625591	0.00306948	0.00833339
0.999684	0.000316228	7.241	5.00006	6.74963e-06	-0.0625358	0.00358301	0.00972697
0.999602	0.000398107	7.0863	5.00009	6.74981e-06	-0.0625065	0.00418251	0.0113535
0.999499	0.000501187	6.9316	5.00018	6.75032e-06	-0.0624696	0.00488236	0.0132519
0.999369	0.000630957	6.7769	5.00034	6.75125e-06	-0.0624233	0.0056994	0.0154675
0.999206	0.000794328	6.6221	5.00009	6.7498e-06	-0.0623651	0.00665329	0.0180533
0.999	0.001	6.4674	5.00045	6.75191e-06	-0.062292	0.007767	0.021071
0.998741	0.00125893	6.3126	5.00046	6.75195e-06	-0.0622003	0.00906741	0.0245925
0.998415	0.00158489	6.1577	5.00016	6.75012e-06	-0.0620853	0.0105859	0.0287016
0.998005	0.00199526	6.0028	5.00008	6.7496e-06	-0.0619412	0.0123593	0.033496
0.997488	0.00251189	5.8479	5.00028	6.75073e-06	-0.0617607	0.0144306	0.0390893
0.996838	0.00316228	5.6929	5.00035	6.75101e-06	-0.0615349	0.0168502	0.0456138
0.996019	0.00398107	5.5378	5.00037	6.75099e-06	-0.0612529	0.0196773	0.0532231
0.994988	0.00501187	5.3826	5.00047	6.75131e-06	-0.0609011	0.0229814	0.0620957
0.99369	0.00630957	5.2272	5.00028	6.7499e-06	-0.0604631	0.0268442	0.0724382
0.992057	0.00794328	5.0716	5.00001	6.7478e-06	-0.0599189	0.0313619	0.0844901
