r0    rhos0    gamma0 
0.952   0.973669   4.89819e-06
1.032   0.972016   3.61167e-06
1.112   0.970327   2.72072e-06
1.192   0.968563   2.09636e-06
1.272   0.966679   1.65121e-06
1.352   0.964625   1.32619e-06
1.432   0.962347   1.08147e-06
1.512   0.959789   8.90389e-07
1.592   0.956899   7.35365e-07
1.672   0.953637   6.05111e-07
1.752   0.949982   4.92711e-07
1.832   0.945948   3.9428e-07
1.912   0.941587   3.07968e-07
1.992   0.937003   2.33176e-07
2.072   0.932349   1.69925e-07
2.152   0.927815   1.18314e-07
2.232   0.923606   7.81193e-08
2.312   0.919909   4.85495e-08
2.392   0.916857   2.82022e-08
2.472   0.914505   1.52247e-08
2.552   0.912819   7.61141e-09
2.632   0.911698   3.52408e-09
2.712   0.911006   1.51816e-09
2.792   0.910607   6.14307e-10
2.872   0.910389   2.3647e-10
2.952   0.910275   8.7716e-11
3.032   0.910218   3.16678e-11
3.112   0.91019   1.1193e-11
3.192   0.910176   3.88327e-12
3.272   0.91017   1.32347e-12
3.352   0.910167   4.43069e-13
3.432   0.910165   1.45648e-13
3.512   0.910165   4.69886e-14
3.592   0.910164   1.48698e-14
3.672   0.910164   4.61337e-15
3.752   0.910164   1.40252e-15
3.832   0.910164   4.17617e-16
3.912   0.910164   1.2174e-16
3.992   0.910164   3.47298e-17
4.072   0.910164   9.69219e-18
4.152   0.910164   2.64513e-18
4.232   0.910164   7.05736e-19
4.312   0.910164   1.84028e-19
4.392   0.910164   4.68879e-20
4.472   0.910164   1.16699e-20
4.552   0.910164   2.83669e-21
4.632   0.910164   6.73302e-22
4.712   0.910164   1.56021e-22
4.792   0.910164   3.52907e-23
4.872   0.910164   7.79075e-24
4.952   0.910164   1.67835e-24
5.032   0.910164   3.52789e-25
5.112   0.910164   7.23492e-26
5.192   0.910164   1.44742e-26
5.272   0.910164   2.8246e-27
5.352   0.910164   5.37638e-28
5.432   0.910164   9.9807e-29
5.512   0.910164   1.80693e-29
5.592   0.910164   3.19013e-30
5.672   0.910164   5.49208e-31
5.752   0.910164   9.21953e-32
5.832   0.910164   1.50906e-32
5.912   0.910164   2.4083e-33
5.992   0.910164   3.74724e-34
6.072   0.910164   5.68451e-35
6.152   0.910164   8.4071e-36
6.232   0.910164   1.21216e-36
6.312   0.910164   1.70382e-37
6.392   0.910164   2.33471e-38
6.472   0.910164   3.11873e-39
6.552   0.910164   4.06118e-40
6.632   0.910164   5.15528e-41
6.712   0.910164   6.37929e-42
6.792   0.910164   7.69499e-43
6.872   0.910164   9.04805e-44
6.952   0.910164   1.03708e-44
7.032   0.910164   1.1587e-45
7.112   0.910164   1.26193e-46
7.192   0.910164   1.33968e-47
7.272   0.910164   1.38632e-48
7.352   0.910164   1.39837e-49
7.432   0.910164   1.37492e-50
7.512   0.910164   1.31773e-51
7.592   0.910164   1.23103e-52
7.672   0.910164   1.12099e-53
7.752   0.910164   9.95008e-55
7.832   0.910164   8.60876e-56
7.912   0.910164   7.26013e-57
7.992   0.910164   7.41723e-58
