0.95	0.05	0	0.787214	1	0.00042243
0.95	0.05	0.04	0.785847	0.998264	0.000405639
0.95	0.05	0.08	0.784317	0.996321	0.000387171
0.95	0.05	0.12	0.782616	0.994159	0.000367336
0.95	0.05	0.16	0.780736	0.991772	0.000346449
0.95	0.05	0.2	0.778672	0.98915	0.000324827
0.95	0.05	0.24	0.776421	0.98629	0.000302775
0.95	0.05	0.28	0.77398	0.983189	0.000280585
0.95	0.05	0.32	0.771351	0.97985	0.000258527
0.95	0.05	0.36	0.768536	0.976274	0.000236846
0.95	0.05	0.4	0.765541	0.97247	0.000215756
0.95	0.05	0.44	0.762375	0.968447	0.000195441
0.95	0.05	0.48	0.759046	0.964219	0.000176054
0.95	0.05	0.52	0.755569	0.959802	0.000157713
0.95	0.05	0.56	0.751958	0.955215	0.000140506
0.95	0.05	0.6	0.748229	0.950478	0.000124493
0.95	0.05	0.64	0.744402	0.945616	0.000109705
0.95	0.05	0.68	0.740496	0.940654	9.6151e-05
0.95	0.05	0.72	0.736531	0.935618	8.38166e-05
0.95	0.05	0.76	0.73253	0.930535	7.2671e-05
0.95	0.05	0.8	0.728514	0.925434	6.26687e-05
0.95	0.05	0.84	0.724506	0.920342	5.37526e-05
0.95	0.05	0.88	0.720526	0.915286	4.58568e-05
0.95	0.05	0.92	0.716596	0.910294	3.891e-05
0.95	0.05	0.96	0.712735	0.90539	3.28371e-05
0.95	0.05	1	0.708963	0.900597	2.75616e-05
0.95	0.05	1.04	0.705295	0.895939	2.30077e-05
0.95	0.05	1.08	0.701749	0.891434	1.91009e-05
0.95	0.05	1.12	0.698338	0.887101	1.57701e-05
0.95	0.05	1.16	0.695074	0.882954	1.2948e-05
0.95	0.05	1.2	0.691965	0.879006	1.05715e-05
0.95	0.05	1.24	0.689022	0.875266	8.58269e-06
0.95	0.05	1.28	0.686248	0.871743	6.92854e-06
0.95	0.05	1.32	0.683648	0.86844	5.56128e-06
0.95	0.05	1.36	0.681224	0.865361	4.43814e-06
0.95	0.05	1.4	0.678976	0.862505	3.52131e-06
0.95	0.05	1.44	0.676902	0.859871	2.77756e-06
0.95	0.05	1.48	0.674999	0.857453	2.17801e-06
