# Source: 3Dvlt_K0cFind.c
# Source version: 9 (2011 Aug 17 - ...)

case 1:		Cc = 1.10632942839817;	K0c = 0.29538951067061;	break;
case 2:		Cc = 1.03280678021075;	K0c = 0.308610836254864;	break;
case 3:		Cc = 0.963811435171926;	K0c = 0.322550071407628;	break;
case 4:		Cc = 0.899037373713034;	K0c = 0.337267195326344;	break;
case 5:		Cc = 0.838186490043836;	K0c = 0.352833451461462;	break;
case 6:		Cc = 0.780969118936599;	K0c = 0.369334358088313;	break;
case 7:		Cc = 0.727118555504325;	K0c = 0.386868708988648;	break;
case 8:		Cc = 0.676402747916216;	K0c = 0.405545939114024;	break;
case 9:		Cc = 0.628625944372066;	K0c = 0.425484419386825;	break;
case 10:		Cc = 0.583620041108912;	K0c = 0.446813016248088;	break;
case 11:		Cc = 0.541229882352637;	K0c = 0.469677478874956;	break;
case 12:		Cc = 0.541229882352637;	K0c = 0.469677478874956;	break;
