Cc	K01
1.10632942839817	5
1.03280678021075	5
0.963811435171926	5
0.899037373713034	5
0.838186490043836	5
0.780969118936599	5
0.727118555504325	5
0.676402747916216	5
0.628625944372066	5
0.583620041108912	5
0.541229882352637	5
