# Source: 3Dvlt_K0cFind.c
# Source version: 9 (2011 Aug 17 - ...)

case 1:		Cc = 1.1065072990556;	K0c = 0.295359326647132;	break;
case 2:		Cc = 1.03296893418528;	K0c = 0.308579936143945;	break;
case 3:		Cc = 0.963959199484873;	K0c = 0.322518421267623;	break;
case 4:		Cc = 0.8991719713233;	K0c = 0.337234755545476;	break;
case 5:		Cc = 0.838309076200995;	K0c = 0.352800167009171;	break;
case 6:		Cc = 0.781080759557833;	K0c = 0.369300160831013;	break;
case 7:		Cc = 0.727220201960104;	K0c = 0.386833525832305;	break;
case 8:		Cc = 0.676495231479917;	K0c = 0.405509700068832;	break;
case 9:		Cc = 0.628709993233222;	K0c = 0.425447060826022;	break;
case 10:		Cc = 0.583696311336062;	K0c = 0.446774476644275;	break;
case 11:		Cc = 0.541298989703;	K0c = 0.469637687085156;	break;
case 12:		Cc = 0.541298989703;	K0c = 0.469637687085156;	break;
