T/Tc	1-T/Tc	l	K	y	eimprecise	de	e	Kr	Kr/K0	cp
       0.99999999	            1e-08	0.101100000000002	0.310248396644776	0.0434407140708345	                0	-0.0113860873860158	-0.0113860873860158	0.295611436071556	                1	                0
       0.99999999	            1e-08	0.301099999999983	0.334569124144578	0.049487491213307	                0	-0.0275391991358523	-0.0275391991358523	0.295611436071556	                1	                0
       0.99999999	            1e-08	0.501099999999961	0.352589643972611	0.0539364114376692	                0	-0.0374229208278777	-0.0374229208278777	0.295611436071556	                1	                0
       0.99999999	            1e-08	0.701099999999939	0.365112541692241	0.0570028695029083	                0	-0.043246627355828	-0.043246627355828	0.295611436071556	                1	                0
       0.99999999	            1e-08	0.901199999999917	0.373422823949266	0.0590239454093446	                0	-0.0465920262047252	-0.0465920262047252	0.295611436071556	                1	                0
       0.99999999	            1e-08	  1.1011999999999	0.378759755323149	0.0603154797399263	                0	-0.0484796034239398	-0.0484796034239398	0.295611436071556	                1	                0
       0.99999999	            1e-08	 1.30119999999987	0.382118730111894	0.0611256363094592	                0	-0.0495338910836855	-0.0495338910836855	0.295611436071556	                1	                0
       0.99999999	            1e-08	 1.50119999999985	0.384205009250208	0.0616277400734748	                0	-0.0501187838714839	-0.0501187838714839	0.295611436071556	                1	                0
       0.99999999	            1e-08	 1.70119999999983	0.385490121496898	0.0619366017468734	                0	-0.0504419111898372	-0.0504419111898372	0.295611436071556	                1	                0
       0.99999999	            1e-08	 1.90129999999981	0.386277989814363	0.0621257905097534	                0	-0.0506200303188522	-0.0506200303188522	0.295611436071556	                1	                0
       0.99999999	            1e-08	 2.10130000000001	0.386759006600989	0.0622412278532063	                0	-0.0507179601466205	-0.0507179601466205	0.295611436071556	                1	                0
       0.99999999	            1e-08	 2.30130000000043	0.387052310123937	0.0623115838254166	                0	-0.0507717858135547	-0.0507717858135547	0.295611436071556	                1	                0
       0.99999999	            1e-08	 2.50130000000085	0.387230955599244	0.0623544140705015	                0	-0.0508013529243127	-0.0508013529243127	0.295611436071556	                1	                0
       0.99999999	            1e-08	 2.70130000000128	0.387339703028378	0.0623804645236081	                0	-0.0508175887021077	-0.0508175887021077	0.295611436071556	                1	                0
       0.99999999	            1e-08	  2.9014000000017	0.387405919340431	0.0623963003850754	                0	-0.050826505342645	-0.050826505342645	0.295611436071556	                1	                0
       0.99999999	            1e-08	 3.10140000000212	 0.38744621558551	0.0624059031593621	                0	-0.0508313966478343	-0.0508313966478343	0.295611436071556	                1	                0
       0.99999999	            1e-08	 3.30140000000254	0.387470788606055	0.0624117134195398	                0	-0.0508340813859816	-0.0508340813859816	0.295611436071556	                1	                0
       0.99999999	            1e-08	 3.50140000000296	0.387485824396102	0.0624152075253964	                0	-0.0508355549118411	-0.0508355549118411	0.295611436071556	                1	                0
       0.99999999	            1e-08	 3.70140000000339	0.387495094362166	0.0624172800369677	                0	-0.0508363636362184	-0.0508363636362184	0.295611436071556	                1	                0
       0.99999999	            1e-08	 3.90150000000381	0.387500905836167	0.0624184707597064	                0	-0.0508368076471788	-0.0508368076471788	0.295611436071556	                1	                0
       0.99999999	            1e-08	 4.10150000000378	 0.38750467050543	0.0624191003298512	                0	-0.0508370511671998	-0.0508370511671998	0.295611436071556	                1	                0
       0.99999999	            1e-08	 4.30150000000331	0.387507274226987	0.0624193567028398	                0	-0.0508371848147845	-0.0508371848147845	0.295611436071556	                1	                0
       0.99999999	            1e-08	 4.50150000000285	0.387509281500033	0.0624193423857642	                0	-0.0508372581622852	-0.0508372581622852	0.295611436071556	                1	                0
